4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel
Zeit2 (s)	Zeit2 (s)	Zeit2 (s)	Position2 (cm)	Position2 (cm)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
		66,100					0,13			0,44				
		66,120					0,14			0,32				
		66,140					0,15			0,44				
		66,160					0,15			0,32				
		66,180					0,16			0,32				
		66,200					0,17			0,33				
		66,220					0,17			0,21				
		66,240					0,18			0,21				
		66,260					0,18			0,21				
		66,280					0,18			0,22				
		66,300					0,19			0,11				
		66,320					0,19			0,10				
		66,340					0,19			0,21				
		66,360					0,20			0,22				
		66,380					0,20			0,12				
		66,400					0,20			-0,11				
		66,420					0,20			-0,11				
		66,440					0,20			0,01				
		66,460					0,20			-0,11				
		66,480					0,19			-0,11				
		66,500					0,19			0,01				
		66,520					0,19			-0,21				
		66,540					0,19			-0,33				
		66,560					0,18			-0,21				
		66,580					0,18			-0,32				
		66,600					0,17			-0,33				
		66,620					0,16			-0,21				
		66,640					0,16			-0,32				
		66,660					0,15			-0,32				
		66,680					0,15			-0,31				
		66,700					0,14			-0,54				
		66,720					0,13			-0,54				
		66,740					0,12			-0,54				
		66,760					0,10			-0,54				
		66,780					0,10			-0,42				
		66,800					0,09			-0,54				
		66,820					0,07			-0,54				
		66,840					0,07			-0,52				
		66,860					0,05			-0,76				
		66,880					0,04			-0,66				
		66,900					0,03			-0,41				
		66,920					0,02			-0,64				
		66,940					9,34E-4			-0,76				
		66,960					-0,01			-0,65				
		66,980					-0,02			-0,65				
		67,000					-0,04			-0,53				
		67,020					-0,05			-0,65				
		67,040					-0,06			-0,65				
		67,060					-0,07			-0,52				
		67,080					-0,08			-0,76				
		67,100					-0,10			-0,65				
		67,120					-0,11			-0,54				
		67,140					-0,12			-0,54				
		67,160					-0,13			-0,54				
		67,180					-0,15			-0,55				
		67,200					-0,15			-0,42				
		67,220					-0,16			-0,53				
		67,240					-0,18			-0,65				
		67,260					-0,19			-0,55				
		67,280					-0,20			-0,33				
		67,300					-0,20			-0,21				
		67,320					-0,21			-0,31				
		67,340					-0,21			-0,55				
		67,360					-0,23			-0,34				
		67,380					-0,23			-0,09				
		67,400					-0,23			-0,33				
		67,420					-0,24			-0,22				
		67,440					-0,24			-0,10				
		67,460					-0,25			-0,22				
		67,480					-0,25			-0,12				
		67,500					-0,25			0,11				
		67,520					-0,25			0,01				
		67,540					-0,25			-0,12				
		67,560					-0,25			0,11				
		67,580					-0,25			3,13E-4				
		67,600					-0,25			-0,02				
		67,620					-0,25			0,32				
		67,640					-0,24			0,33				
		67,660					-0,23			0,21				
		67,680					-0,23			0,32				
		67,700					-0,22			0,44				
		67,720					-0,21			0,32				
		67,740					-0,21			0,31				
		67,760					-0,20			0,54				
		67,780					-0,19			0,54				
		67,800					-0,18			0,43				
		67,820					-0,17			0,43				
		67,840					-0,16			0,54				
		67,860					-0,15			0,42				
		67,880					-0,14			0,62				
		67,900					-0,12			1,21				
		67,920					-0,09			0,66				
		67,940					-0,10			0,30				
		67,960					-0,08			0,75				
		67,980					-0,07			0,75				
		68,000					-0,05			0,75				
		68,020					-0,04			0,87				
		68,040					-0,02			0,76				
		68,060					0,00			0,65				
		68,080					0,01			0,64				
		68,100					0,02			0,75				
		68,120					0,04			0,75				
		68,140					0,05			0,75				
		68,160					0,07			0,86				
		68,180					0,09			0,75				
		68,200					0,10			0,76				
		68,220					0,12			0,54				
		68,240					0,12			0,52				
		68,260					0,14			0,98				
		68,280					0,16			0,77				
		68,300					0,17			0,43				
		68,320					0,18			0,42				
		68,340					0,18			0,53				
		68,360					0,20			0,64				
		68,380					0,21			0,65				
		68,400					0,22			0,55				
		68,420					0,23			0,32				
		68,440					0,24			0,32				
		68,460					0,24			0,44				
		68,480					0,25			0,33				
		68,500					0,26			0,21				
		68,520					0,26			0,21				
		68,540					0,27			0,21				
		68,560					0,27			0,22				
		68,580					0,27			0,11				
		68,600					0,27			0,11				
		68,620					0,28			0,12				
		68,640					0,28			-0,11				
		68,660					0,27			-0,11				
		68,680					0,27			0,01				
		68,700					0,28			-0,09				
		68,720					0,27			-0,33				
		68,740					0,26			-0,22				
		68,760					0,26			-0,09				
		68,780					0,26			-0,32				
		68,800					0,25			-0,31				
		68,820					0,25			-0,42				
		68,840					0,23			-0,54				
		68,860					0,22			-0,43				
		68,880					0,22			-0,43				
		68,900					0,21			-0,42				
		68,920					0,20			-0,53				
		68,940					0,19			-0,64				
		68,960					0,17			-0,64				
		68,980					0,16			-0,72				
		69,000					0,14			0,43				
		69,020					0,18			0,59				
		69,040					0,17			-1,71				
		69,060					0,11			-1,90				
		69,080					0,09			-0,87				
		69,100					0,07			-0,75				
		69,120					0,06			-0,74				
		69,140					0,04			-0,86				
		69,160					0,03			-0,87				
		69,180					0,01			-0,75				
		69,200					0,00			-0,74				
		69,220					-0,02			-0,87				
		69,240					-0,04			-0,74				
		69,260					-0,05			-0,85				
		69,280					-0,07			-0,99				
		69,300					-0,09			-0,65				
		69,320					-0,10			-0,44				
		69,340					-0,11			-1,82				
		69,360					-0,17			-2,10				
		69,380					-0,19			0,31				
		69,400					-0,16			0,51				
		69,420					-0,17			-0,65				
		69,440					-0,18			-0,54				
		69,460					-0,19			-0,53				
		69,480					-0,21			-0,66				
		69,500					-0,22			-0,44				
		69,520					-0,22			-0,31				
		69,540					-0,23			-0,54				
		69,560					-0,24			-0,55				
		69,580					-0,25			-0,33				
		69,600					-0,26			-0,21				
		69,620					-0,26			-0,32				
		69,640					-0,27			-0,34				
		69,660					-0,28			-0,11				
		69,680					-0,28			-0,11				
		69,700					-0,28			-0,11				
		69,720					-0,28			-0,11				
		69,740					-0,28			-0,13				
		69,760					-0,28			0,22				
		69,780					-0,28			0,12				
		69,800					-0,28			-0,12				
		69,820					-0,28			0,10				
		69,840					-0,28			0,22				
		69,860					-0,27			0,21				
		69,880					-0,27			0,32				
		69,900					-0,26			0,44				
		69,920					-0,25			0,32				
		69,940					-0,25			0,32				
		69,960					-0,24			0,43				
		69,980					-0,23			0,53				
		70,000					-0,22			0,65				
		70,020					-0,20			0,54				
		70,040					-0,19			0,43				
		70,060					-0,19			0,53				
		70,080					-0,17			0,65				
		70,100					-0,16			0,65				
		70,120					-0,15			0,53				
		70,140					-0,14			0,74				
		70,160					-0,12			1,10				
		70,180					-0,09			0,65				
		70,200					-0,09			0,52				
		70,220					-0,07			0,87				
		70,240					-0,06			0,76				
		70,260					-0,04			0,64				
		70,280					-0,03			0,75				
		70,300					-0,01			0,87				
		70,320					0,00			0,75				
		70,340					0,02			0,75				
		70,360					0,03			0,86				
		70,380					0,05			0,76				
		70,400					0,06			0,64				
		70,420					0,08			0,75				
		70,440					0,09			0,77				
		70,460					0,11			0,42				
		70,480					0,11			0,62				
		70,500					0,13			1,09				
		70,520					0,15			0,66				
		70,540					0,16			0,31				
		70,560					0,17			0,53				
		70,580					0,18			0,65				
		70,600					0,19			0,54				
		70,620					0,20			0,54				
		70,640					0,21			0,55				
		70,660					0,22			0,21				
		70,680					0,22			0,20				
		70,700					0,23			0,54				
		70,720					0,24			0,45				
		70,740					0,25			0,11				
		70,760					0,25			0,10				
		70,780					0,25			0,21				
		70,800					0,26			0,22				
		70,820					0,26			0,11				
		70,840					0,26			2,40E-12				
		70,860					0,26			0,01				
		70,880					0,26			-0,11				
		70,900					0,26			3,28E-4				
		70,920					0,26			0,02				
		70,940					0,26			-0,33				
		70,960					0,25			-0,22				
		70,980					0,25			-0,09				
		71,000					0,25			-0,32				
		71,020					0,24			-0,33				
		71,040					0,23			-0,20				
		71,060					0,23			-0,42				
		71,080					0,22			-0,54				
		71,100					0,21			-0,43				
		71,120					0,20			-0,43				
		71,140					0,19			-0,42				
		71,160					0,18			-0,54				
		71,180					0,17			-0,54				
		71,200					0,16			-0,53				
		71,220					0,15			-0,64				
		71,240					0,13			-0,64				
		71,260					0,12			-0,64				
		71,280					0,11			-0,64				
		71,300					0,10			-0,64				
		71,320					0,08			-0,64				
		71,340					0,07			-0,64				
		71,360					0,06			-0,64				
		71,380					0,04			-0,75				
		71,400					0,03			-0,76				
		71,420					0,01			-0,64				
		71,440					0,00			-0,75				
		71,460					-0,02			-0,76				
		71,480					-0,03			-0,65				
		71,500					-0,04			-0,65				
		71,520					-0,06			-0,53				
		71,540					-0,06			-0,64				
		71,560					-0,08			-0,77				
		71,580					-0,09			-0,54				
		71,600					-0,10			-0,54				
		71,620					-0,12			-0,55				
		71,640					-0,12			-0,42				
		71,660					-0,13			-0,53				
		71,680					-0,15			-0,66				
		71,700					-0,16			-0,44				
		71,720					-0,16			-0,32				
		71,740					-0,17			-0,44				
		71,760					-0,18			-0,32				
		71,780					-0,18			-0,32				
		71,800					-0,19			-0,33				
		71,820					-0,20			-0,21				
		71,840					-0,20			-0,33				
		71,860					-0,21			-0,22				
		71,880					-0,21			-0,10				
		71,900					-0,21			-0,22				
		71,920					-0,22			-0,11				
		71,940					-0,22			2,02E-12				
		71,960					-0,22			-1,91E-12				
		71,980					-0,22			-0,01				
		72,000					-0,22			0,11				
		72,020					-0,22			0,11				
		72,040					-0,22			-0,01				
		72,060					-0,22			0,10				
		72,080					-0,21			0,22				
		72,100					-0,21			0,22				
		72,120					-0,20			0,22				
		72,140					-0,20			0,22				
		72,160					-0,19			0,21				
		72,180					-0,19			0,32				
		72,200					-0,18			0,43				
		72,220					-0,17			0,43				
		72,240					-0,16			0,44				
		72,260					-0,16			0,32				
		72,280					-0,15			0,42				
		72,300					-0,14			0,54				
		72,320					-0,13			0,43				
		72,340					-0,12			0,43				
		72,360					-0,11			0,42				
		72,380					-0,10			0,53				
		72,400					-0,09			0,65				
		72,420					-0,08			0,54				
		72,440					-0,07			0,42				
		72,460					-0,06			0,65				
		72,480					-0,04			0,66				
		72,500					-0,03			0,43				
		72,520					-0,03			0,42				
		72,540					-0,02			0,53				
		72,560					0,00			0,65				
		72,580					0,01			0,54				
		72,600					0,02			0,43				
		72,620					0,03			0,42				
		72,640					0,03			0,53				
		72,660					0,05			0,65				
		72,680					0,06			0,55				
		72,700					0,07			0,32				
		72,720					0,07			0,32				
		72,740					0,08			0,43				
		72,760					0,09			0,43				
		72,780					0,10			0,43				
		72,800					0,11			0,44				
		72,820					0,12			0,33				
		72,840					0,12			0,21				
		72,860					0,12			0,32				
		72,880					0,13			0,33				
		72,900					0,14			0,21				
		72,920					0,14			0,22				
		72,940					0,15			0,11				
		72,960					0,15			0,10				
		72,980					0,15			0,33				
		73,000					0,16			0,23				
		73,020					0,16			-1,41E-12				
		73,040					0,16			1,41E-12				
		73,060					0,16			1,34E-12				
		73,080					0,16			0,01				
		73,100					0,16			-0,11				
		73,120					0,15			-0,11				
		73,140					0,15			-1,41E-12				
		73,160					0,15			0,00				
		73,180					0,15			0,01				
		73,200					0,15			-0,09				
		73,220					0,15			-0,33				
		73,240					0,14			-0,22				
		73,260					0,14			-0,09				
		73,280					0,14			-0,33				
		73,300					0,13			-0,22				
		73,320					0,13			-0,09				
		73,340					0,13			-0,32				
		73,360					0,12			-0,33				
		73,380					0,11			-0,21				
		73,400					0,11			-0,32				
		73,420					0,10			-0,44				
		73,440					0,09			-0,33				
		73,460					0,09			-0,21				
		73,480					0,08			-0,32				
		73,500					0,07			-0,43				
		73,520					0,07			-0,44				
		73,540					0,06			-0,33				
		73,560					0,05			-0,21				
		73,580					0,05			-0,32				
		73,600					0,04			-0,43				
		73,620					0,03			-0,43				
		73,640					0,02			-0,44				
		73,660					0,01			-0,33				
		73,680					0,01			-0,21				
		73,700					0,00			-0,32				
		73,720					0,00			-0,33				
		73,740					-0,01			-0,21				
		73,760					-0,01			-0,32				
		73,780					-0,02			-0,44				
		73,800					-0,03			-0,32				
		73,820					-0,03			-0,32				
		73,840					-0,04			-0,34				
		73,860					-0,05			-0,11				
		73,880					-0,05			-0,09				
		73,900					-0,05			-0,32				
		73,920					-0,06			-0,34				
		73,940					-0,06			-0,11				
		73,960					-0,06			-0,11				
		73,980					-0,07			-0,10				
		74,000					-0,07			-0,22				
		74,020					-0,08			-0,23				
		74,040					-0,08			0,01				
		74,060					-0,08			-0,22				
		74,080					-0,09			-0,12				
		74,100					-0,08			0,12				
		74,120					-0,08			-0,11				
		74,140					-0,09			-0,11				
		74,160					-0,09			-3,47E-14				
		74,180					-0,09			0,00				
		74,200					-0,09			-0,01				
		74,220					-0,09			0,11				
		74,240					-0,08			0,12				
		74,260					-0,08			-0,11				
		74,280					-0,09			-0,01				
		74,300					-0,08			0,22				
		74,320					-0,08			0,11				
		74,340					-0,08			-0,01				
		74,360					-0,08			0,10				
		74,380					-0,07			0,22				
		74,400					-0,07			0,11				
		74,420					-0,07			-0,01				
		74,440					-0,07			0,10				
		74,460					-0,06			0,22				
		74,480					-0,06			0,11				
		74,500					-0,06			0,09				
		74,520					-0,06			0,33				
		74,540					-0,05			0,23				
		74,560					-0,05			-0,12				
		74,580					-0,05			0,09				
		74,600					-0,04			0,34				
		74,620					-0,04			0,11				
		74,640					-0,04			0,11				
		74,660					-0,03			0,11				
		74,680					-0,03			0,09				
		74,700					-0,03			0,33				
		74,720					-0,02			0,23				
		74,740					-0,02			-0,01				
		74,760					-0,02			0,11				
		74,780					-0,02			0,11				
		74,800					-0,02			-0,01				
		74,820					-0,02			0,10				
		74,840					-0,01			0,22				
		74,860					-0,01			0,11				
		74,880					-0,01			0,10				
		74,900					0,00			0,22				
		74,920					0,00			0,11				
		74,940					0,00			0,00				
		74,960					0,00			0,00				
		74,980					0,00			-0,01				
		75,000					-2,49E-4			0,11				
		75,020					0,00			0,11				
		75,040					0,00			3,82E-14				
		75,060					0,00			3,82E-14				
		75,080					0,00			-0,01				
		75,100					0,00			0,11				
		75,120					0,01			0,11				
		75,140					0,01			0,00				
		75,160					0,01			-7,64E-14				
		75,180					0,01			0,01				
		75,200					0,01			-0,11				
		75,220					0,00			-0,12				
		75,240					0,00			0,11				
		75,260					0,01			0,12				
		75,280					0,01			-0,11				
		75,300					0,00			-0,11				
		75,320					0,00			3,82E-14				
		75,340					0,00			-3,49E-15				
		75,360					0,00			-3,49E-15				
		75,380					0,00			-3,12E-14				
		75,400					0,00			-6,94E-14				
		75,420					0,00			-3,49E-15				
		75,440					0,00			0,01				
		75,460					0,00			-0,11				
		75,480					0,00			-0,12				
		75,500					-2,50E-4			0,11				
		75,520					0,00			0,12				
		75,540					0,00			-0,11				
		75,560					0,00			-0,12				
		75,580					-2,51E-4			0,11				
		75,600					0,00			0,12				
		75,620					0,00			-0,11				
		75,640					-2,51E-4			-0,01				
		75,660					0,00			0,11				
		75,680					0,00			-0,01				
		75,700					0,00			0,11				
		75,720					0,01			0,11				
		75,740					0,01			1,80E-13				
		75,760					0,01			3,47E-14				
		75,780					0,01			-0,01				
		75,800					0,01			0,10				
		75,820					0,01			0,22				
		75,840					0,02			0,11				
		75,860					0,02			-0,01				
		75,880					0,02			0,11				
		75,900					0,02			0,11				
		75,920					0,02			-0,01				
		75,940					0,02			0,10				
		75,960					0,03			0,21				
		75,980					0,03			0,22				
		76,000					0,03			0,12				
		76,020					0,03			-0,11				
		76,040					0,03			-0,02				
		76,060					0,03			0,33				
		76,080					0,04			0,22				
		76,100					0,04			0,11				
		76,120					0,05			0,11				
		76,140					0,05			0,10				
		76,160					0,05			0,22				
		76,180					0,06			0,11				
		76,200					0,06			0,11				
		76,220					0,06			0,11				
		76,240					0,06			-0,01				
		76,260					0,06			0,10				
		76,280					0,06			0,23				
		76,300					0,07			-8,03E-5				
		76,320					0,06			-0,01				
		76,340					0,07			0,23				
		76,360					0,07			-8,56E-5				
		76,380					0,07			-0,01				
		76,400					0,07			0,11				
		76,420					0,07			-0,01				
		76,440					0,07			0,11				
		76,460					0,08			0,01				
		76,480					0,07			-0,11				
		76,500					0,07			0,00				
		76,520					0,07			-6,94E-14				
		76,540					0,07			0,01				
		76,560					0,07			-0,11				
		76,580					0,07			-0,11				
		76,600					0,07			0,01				
		76,620					0,07			-0,11				
		76,640					0,06			-0,11				
		76,660					0,06			-0,10				
		76,680					0,06			-0,22				
		76,700					0,06			-0,10				
		76,720					0,06			-0,21				
		76,740					0,05			-0,34				
		76,760					0,04			-0,11				
		76,780					0,04			-0,10				
		76,800					0,04			-0,21				
		76,820					0,03			-0,21				
		76,840					0,03			-0,21				
		76,860					0,03			-0,32				
		76,880					0,02			-0,44				
		76,900					0,01			-0,22				
		76,920					0,01			-0,09				
		76,940					0,00			-0,32				
		76,960					0,00			-0,33				
		76,980					-0,01			-0,21				
		77,000					-0,01			-0,32				
		77,020					-0,02			-0,44				
		77,040					-0,03			-0,32				
		77,060					-0,03			-0,32				
		77,080					-0,04			-0,44				
		77,100					-0,05			-0,22				
		77,120					-0,05			-0,20				
		77,140					-0,06			-0,44				
		77,160					-0,07			-0,22				
		77,180					-0,07			-0,20				
		77,200					-0,08			-0,44				
		77,220					-0,09			-0,32				
		77,240					-0,09			-0,32				
		77,260					-0,10			-0,34				
		77,280					-0,10			-0,10				
		77,300					-0,10			-0,21				
		77,320					-0,11			-0,33				
		77,340					-0,12			-0,21				
		77,360					-0,12			-0,33				
		77,380					-0,13			-0,23				
		77,400					-0,13			0,01				
		77,420					-0,13			-0,10				
		77,440					-0,13			-0,22				
		77,460					-0,14			-0,22				
		77,480					-0,14			-0,23				
		77,500					-0,15			-0,01				
		77,520					-0,14			0,12				
		77,540					-0,14			-0,11				
		77,560					-0,15			-0,11				
		77,580					-0,15			-1,33E-12				
		77,600					-0,15			-0,01				
		77,620					-0,15			0,11				
		77,640					-0,14			0,11				
		77,660					-0,14			-0,01				
		77,680					-0,14			0,10				
		77,700					-0,14			0,22				
		77,720					-0,13			0,22				
		77,740					-0,13			0,22				
		77,760					-0,12			0,22				
		77,780					-0,12			0,21				
		77,800					-0,12			0,32				
		77,820					-0,11			0,33				
		77,840					-0,10			0,21				
		77,860					-0,10			0,32				
		77,880					-0,09			0,44				
		77,900					-0,08			0,32				
		77,920					-0,08			0,31				
		77,940					-0,07			0,54				
		77,960					-0,06			0,44				
		77,980					-0,05			0,32				
		78,000					-0,04			0,43				
		78,020					-0,03			0,42				
		78,040					-0,03			0,54				
		78,060					-0,01			0,54				
		78,080					0,00			0,43				
		78,100					0,00			0,42				
		78,120					0,01			0,53				
		78,140					0,03			0,66				
		78,160					0,04			0,44				
		78,180					0,04			0,31				
		78,200					0,05			0,54				
		78,220					0,06			0,54				
		78,240					0,07			0,42				
		78,260					0,08			0,54				
		78,280					0,09			0,54				
		78,300					0,10			0,43				
		78,320					0,11			0,44				
		78,340					0,12			0,32				
		78,360					0,12			0,42				
		78,380					0,14			0,55				
		78,400					0,15			0,32				
		78,420					0,15			0,32				
		78,440					0,16			0,33				
		78,460					0,16			0,21				
		78,480					0,17			0,32				
		78,500					0,18			0,44				
		78,520					0,18			0,33				
		78,540					0,19			0,11				
		78,560					0,19			0,10				
		78,580					0,19			0,22				
		78,600					0,20			0,11				
		78,620					0,20			-0,01				
		78,640					0,20			0,10				
		78,660					0,20			0,23				
		78,680					0,21			0,01				
		78,700					0,20			-0,22				
		78,720					0,20			-0,11				
		78,740					0,20			-1,76E-12				
		78,760					0,20			0,01				
		78,780					0,20			-0,10				
		78,800					0,19			-0,21				
		78,820					0,19			-0,21				
		78,840					0,19			-0,32				
		78,860					0,18			-0,33				
		78,880					0,17			-0,21				
		78,900					0,17			-0,21				
		78,920					0,16			-0,31				
		78,940					0,16			-0,54				
		78,960					0,14			-0,54				
		78,980					0,13			-0,44				
		79,000					0,12			-0,31				
		79,020					0,12			-0,41				
		79,040					0,11			-0,65				
		79,060					0,10			-0,54				
		79,080					0,09			-0,54				
		79,100					0,07			-0,54				
		79,120					0,07			-0,52				
		79,140					0,05			-0,75				
		79,160					0,04			-0,77				
		79,180					0,02			-0,55				
		79,200					0,01			-0,41				
		79,220					0,01			-0,64				
		79,240					-0,01			-0,77				
		79,260					-0,03			-0,53				
		79,280					-0,03			-0,64				
		79,300					-0,05			-0,76				
		79,320					-0,06			-0,65				
		79,340					-0,08			-0,65				
		79,360					-0,09			-0,54				
		79,380					-0,10			-0,53				
		79,400					-0,11			-0,65				
		79,420					-0,12			-0,65				
		79,440					-0,14			-0,55				
		79,460					-0,15			-0,32				
		79,480					-0,15			-0,42				
		79,500					-0,16			-0,65				
		79,520					-0,18			-0,55				
		79,540					-0,18			-0,44				
		79,560					-0,19			-0,32				
		79,580					-0,20			-0,31				
		79,600					-0,21			-0,55				
		79,620					-0,22			-0,34				
		79,640					-0,22			0,02				
		79,660					-0,22			-0,32				
		79,680					-0,23			-0,46				
		79,700					-0,24			-2,90E-4				
		79,720					-0,23			0,01				
		79,740					-0,24			-0,22				
		79,760					-0,24			-0,23				
		79,780					-0,25			-0,01				
		79,800					-0,24			0,23				
		79,820					-0,24			3,02E-4				
		79,840					-0,24			-0,01				
		79,860					-0,24			0,11				
		79,880					-0,24			-0,01				
		79,900					-0,24			0,20				
		79,920					-0,23			0,44				
		79,940					-0,22			0,33				
		79,960					-0,22			0,21				
		79,980					-0,21			0,32				
		80,000					-0,20			0,44				
		80,020					-0,19			0,32				
		80,040					-0,19			0,31				
		80,060					-0,18			0,54				
		80,080					-0,17			0,54				
		80,100					-0,16			0,53				
		80,120					-0,15			0,65				
		80,140					-0,13			0,54				
		80,160					-0,13			0,55				
		80,180					-0,11			0,31				
		80,200					-0,11			0,51				
		80,220					-0,09			1,21				
		80,240					-0,06			0,54				
		80,260					-0,07			0,51				
		80,280					-0,04			1,21				
		80,300					-0,02			0,54				
		80,320					-0,02			0,41				
		80,340					-0,01			0,87				
		80,360					0,01			0,66				
		80,380					0,02			0,30				
		80,400					0,02			0,73				
		80,420					0,05			1,32				
		80,440					0,08			0,78				
		80,460					0,08			0,19				
		80,480					0,08			0,62				
		80,500					0,11			1,10				
		80,520					0,13			0,54				
		80,540					0,13			0,41				
		80,560					0,15			0,88				
		80,580					0,16			0,55				
		80,600					0,17			0,31				
		80,620					0,18			0,53				
		80,640					0,19			0,65				
		80,660					0,20			0,55				
		80,680					0,21			0,32				
		80,700					0,21			0,32				
		80,720					0,22			0,43				
		80,740					0,23			0,43				
		80,760					0,24			0,44				
		80,780					0,25			0,22				
		80,800					0,25			0,11				
		80,820					0,25			0,11				
		80,840					0,25			0,10				
		80,860					0,26			0,23				
		80,880					0,26			0,01				
		80,900					0,26			-0,12				
		80,920					0,26			0,11				
		80,940					0,26			0,01				
		80,960					0,26			-0,22				
		80,980					0,25			-0,11				
		81,000					0,25			-0,09				
		81,020					0,25			-0,32				
		81,040					0,24			-0,33				
		81,060					0,24			-0,21				
		81,080					0,23			-0,32				
		81,100					0,22			-0,31				
		81,120					0,22			-0,42				
		81,140					0,21			-0,54				
		81,160					0,20			-0,42				
		81,180					0,19			-0,54				
		81,200					0,18			-0,54				
		81,220					0,17			-0,53				
		81,240					0,16			-0,65				
		81,260					0,14			-0,53				
		81,280					0,13			-0,64				
		81,300					0,12			-0,77				
		81,320					0,10			-0,62				
		81,340					0,09			0,64				
		81,360					0,13			-0,77				
		81,380					0,06			-2,14				
		81,400					0,04			-0,65				
		81,420					0,04			-0,61				
		81,440					0,02			0,61				
		81,460					0,06			-1,93				
		81,480					-0,06			-2,11				
		81,500					-0,02			0,60				
		81,520					-0,03			-1,91				
		81,540					-0,10			-0,84				
		81,560					-0,07			0,51				
		81,580					-0,08			-0,65				
		81,600					-0,09			-0,65				
		81,620					-0,11			-0,64				
		81,640					-0,12			-0,75				
		81,660					-0,14			-0,78				
		81,680					-0,15			-0,43				
		81,700					-0,15			-0,42				
		81,720					-0,17			-0,65				
		81,740					-0,18			-0,54				
		81,760					-0,19			-0,55				
		81,780					-0,20			-0,44				
		81,800					-0,21			-0,32				
		81,820					-0,21			-0,44				
		81,840					-0,22			-0,32				
		81,860					-0,23			-0,32				
		81,880					-0,24			-0,34				
		81,900					-0,24			-0,11				
		81,920					-0,24			-0,09				
		81,940					-0,24			-0,33				
		81,960					-0,25			-0,23				
		81,980					-0,25			2,22E-12				
