Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
0							0,1	8,85E-04
0,05	0			0			0,1	8,85E-04
0,1	0	0		0	0		0,1	8,85E-04
0,15	0	0	0	0	0	0	0,1	8,85E-04
0,2	0	0	0	0	0	0	0,1	8,85E-04
0,25	0	0	0	0	0	0	0,1	8,85E-04
0,3	0	0	0	0	0	0	0,1	8,85E-04
0,35	0	0	0	0	0	0	0,1	8,85E-04
0,4	0	0	0	0	0	0	0,1	8,70E-04
0,45	0	0	0	0	0	0	0,1	8,85E-04
0,5	0	0	-0,157	0	0	-0,004	0,1	8,85E-04
0,55	0	-0,016	-0,157	0	-3,75E-04	-0,004	0,1	8,85E-04
0,6	-0,002	-0,016	0,157	-3,75E-05	-3,75E-04	0,004	0,1	8,70E-04
0,65	-0,002	0	0,157	-3,75E-05	0	0,004	0,1	8,85E-04
0,7	-0,002	0	0	-3,75E-05	0	0	0,1	8,85E-04
0,75	-0,002	0	0	-3,75E-05	0	0	0,1	8,85E-04
0,8	-0,002	0	0	-3,75E-05	0	0	0,1	9,00E-04
0,85	-0,002	0	0	-3,75E-05	0	0	0,1	8,85E-04
0,9	-0,002	0	0	-3,75E-05	0	0	0,1	8,85E-04
0,95	-0,002	0	-0,157	-3,75E-05	0	-0,004	0,1	8,85E-04
1	-0,002	-0,016	-0,314	-3,75E-05	-3,75E-04	-0,007	0,1	9,00E-04
1,05	-0,003	-0,031	-0,314	-7,50E-05	-7,50E-04	-0,007	0,1	9,00E-04
1,1	-0,005	-0,047	0,471	-1,13E-04	-0,001	0,011	0,1	9,00E-04
1,15	-0,008	0,016	0,942	-1,88E-04	3,75E-04	0,022	0,1	9,00E-04
1,2	-0,003	0,047	-0,471	-7,50E-05	0,001	-0,011	0,1	9,16E-04
1,25	-0,003	-0,031	-0,628	-7,50E-05	-7,50E-04	-0,015	0,1	9,16E-04
1,3	-0,006	-0,016	0,785	-1,50E-04	-3,75E-04	0,019	0,1	9,16E-04
1,35	-0,005	0,047	0,628	-1,13E-04	0,001	0,015	0,1	9,31E-04
1,4	-0,002	0,047	-0,314	-3,75E-05	0,001	-0,007	0,1	9,31E-04
1,45	1,08E-18	0,016	-0,942	-3,39E-20	3,75E-04	-0,023	0,1	9,31E-04
1,5	1,08E-18	-0,047	-1,257	-3,39E-20	-0,001	-0,03	0,1	9,31E-04
1,55	-0,005	-0,11	-1,1	-1,13E-04	-0,003	-0,026	0,1	9,31E-04
1,6	-0,011	-0,157	2,78E-16	-2,63E-04	-0,004	4,34E-18	0,1	9,46E-04
1,65	-0,02	-0,11	2,042	-4,88E-04	-0,003	0,049	0,1	9,61E-04
1,7	-0,022	0,047	1,414	-5,25E-04	0,001	0,034	0,1	9,31E-04
1,75	-0,016	0,031	-1,571	-3,75E-04	7,50E-04	-0,038	0,1	9,61E-04
1,8	-0,019	-0,11	-1,728	-4,50E-04	-0,003	-0,041	0,1	9,61E-04
1,85	-0,027	-0,141	-0,157	-6,38E-04	-0,003	-0,004	0,1	9,61E-04
1,9	-0,033	-0,126	0,157	-7,88E-04	-0,003	0,004	0,1	9,31E-04
1,95	-0,039	-0,126	0	-9,38E-04	-0,003	0	0,1	9,31E-04
2	-0,046	-0,126	2,78E-15	-0,0011	-0,003	6,51E-17	0,1	9,31E-04
2,05	-0,052	-0,126	0,471	-0,0012	-0,003	0,011	0,1	9,46E-04
2,1	-0,058	-0,079	0,471	-0,0014	-0,002	0,011	0,1	9,61E-04
2,15	-0,06	-0,079	3,47E-15	-0,0014	-0,002	8,46E-17	0,1	9,61E-04
2,2	-0,066	-0,079	0,314	-0,0016	-0,002	0,007	0,1	9,61E-04
2,25	-0,068	-0,047	-0,157	-0,0016	-0,001	-0,004	0,1	9,92E-04
2,3	-0,071	-0,094	-0,942	-0,0017	-0,002	-0,022	0,1	0
2,35	-0,077	-0,141	-0,471	-0,0018	-0,003	-0,011	0,1	9,92E-04
2,4	-0,085	-0,141	-0,157	-0,002	-0,003	-0,004	0,1	9,61E-04
2,45	-0,091	-0,157	0	-0,0022	-0,004	0	0,1	9,46E-04
2,5	-0,101	-0,141	0,314	-0,0024	-0,003	0,008	0,1	9,61E-04
2,55	-0,105	-0,126	0,628	-0,0025	-0,003	0,015	0,1	9,61E-04
2,6	-0,113	-0,079	0,785	-0,0027	-0,002	0,019	0,1	9,77E-04
2,65	-0,113	-0,047	-0,314	-0,0027	-0,001	-0,008	0,1	9,92E-04
2,7	-0,118	-0,11	-0,785	-0,0028	-0,003	-0,019	0,1	9,92E-04
2,75	-0,124	-0,126	-0,471	-0,003	-0,003	-0,011	0,1	9,77E-04
2,8	-0,13	-0,157	1,11E-14	-0,0031	-0,004	2,69E-16	0,1	0
2,85	-0,14	-0,126	0,471	-0,0033	-0,003	0,011	0,1	0
2,9	-0,143	-0,11	0,157	-0,0034	-0,003	0,004	0,1	0
2,95	-0,151	-0,11	0,628	-0,0036	-0,003	0,015	0,1	0
3	-0,154	-0,047	0,157	-0,0037	-0,001	0,004	0,1	0
3,05	-0,156	-0,094	-1,1	-0,0037	-0,002	-0,026	0,1	0
3,1	-0,163	-0,157	-0,942	-0,0039	-0,004	-0,022	0,1	9,77E-04
3,15	-0,171	-0,188	0,314	-0,0041	-0,004	0,007	0,1	9,77E-04
3,2	-0,182	-0,126	0,785	-0,0044	-0,003	0,019	0,1	9,92E-04
3,25	-0,184	-0,11	0,157	-0,0044	-0,003	0,004	0,1	9,77E-04
3,3	-0,193	-0,11	0,628	-0,0046	-0,003	0,015	0,1	9,77E-04
3,35	-0,195	-0,047	-0,157	-0,0047	-0,001	-0,004	0,1	9,61E-04
3,4	-0,198	-0,126	-1,257	-0,0047	-0,003	-0,03	0,1	9,61E-04
3,45	-0,207	-0,173	-0,157	-0,005	-0,004	-0,004	0,1	9,46E-04
3,5	-0,215	-0,141	1,1	-0,0051	-0,003	0,026	0,1	9,77E-04
3,55	-0,221	-0,063	0,157	-0,0053	-0,001	0,004	0,1	9,77E-04
3,6	-0,221	-0,126	-0,942	-0,0053	-0,003	-0,022	0,1	0
3,65	-0,234	-0,157	0,314	-0,0056	-0,004	0,007	0,1	0
3,7	-0,237	-0,094	0,157	-0,0057	-0,002	0,004	0,1	9,92E-04
3,75	-0,243	-0,141	-0,471	-0,0058	-0,003	-0,011	0,1	9,77E-04
3,8	-0,251	-0,141	0,157	-0,006	-0,003	0,004	0,1	9,61E-04
3,85	-0,258	-0,126	0,628	-0,0062	-0,003	0,015	0,1	9,92E-04
3,9	-0,264	-0,079	-1,11E-14	-0,0063	-0,002	-2,69E-16	0,1	0
3,95	-0,265	-0,126	-0,471	-0,0063	-0,003	-0,011	0,1	0
4	-0,276	-0,126	0,314	-0,0066	-0,003	0,008	0,1	0
4,05	-0,278	-0,094	-0,471	-0,0066	-0,002	-0,011	0,1	0
4,1	-0,286	-0,173	-0,628	-0,0068	-0,004	-0,015	0,1	0
4,15	-0,295	-0,157	0,942	-0,0071	-0,004	0,022	0,1	0
4,2	-0,302	-0,079	0,785	-0,0072	-0,002	0,019	0,1	0
4,25	-0,303	-0,079	-0,628	-0,0072	-0,002	-0,015	0,1	0
4,3	-0,309	-0,141	-0,471	-0,0074	-0,003	-0,011	0,1	0
4,35	-0,317	-0,126	-1,25E-14	-0,0076	-0,003	-2,13E-16	0,1	0
4,4	-0,322	-0,141	-0,314	-0,0077	-0,003	-0,008	0,1	0
4,45	-0,331	-0,157	0,157	-0,0079	-0,004	0,004	0,1	0
4,5	-0,338	-0,126	0,785	-0,0081	-0,003	0,019	0,1	0
4,55	-0,344	-0,079	1,11E-14	-0,0082	-0,002	4,42E-16	0,1	0
4,6	-0,346	-0,126	-0,628	-0,0083	-0,003	-0,015	0,1	0
4,65	-0,357	-0,141	0,314	-0,0085	-0,003	0,007	0,1	0
4,7	-0,36	-0,094	-0,314	-0,0086	-0,002	-0,008	0,1	0
4,75	-0,366	-0,173	-0,785	-0,0087	-0,004	-0,019	0,1	0
4,8	-0,377	-0,173	0,785	-0,009	-0,004	0,019	0,1	0
4,85	-0,383	-0,094	0,785	-0,0092	-0,002	0,019	0,1	0
4,9	-0,386	-0,094	-0,628	-0,0092	-0,002	-0,015	0,1	0
4,95	-0,393	-0,157	-0,314	-0,0094	-0,004	-0,007	0,1	0
5	-0,402	-0,126	0,314	-0,0096	-0,003	0,008	0,1	0
5,05	-0,405	-0,126	-0,471	-0,0097	-0,003	-0,011	0,1	0
5,1	-0,415	-0,173	-0,157	-0,0099	-0,004	-0,004	0,1	0
5,15	-0,423	-0,141	1,1	-0,0101	-0,003	0,026	0,1	0
5,2	-0,429	-0,063	0,471	-0,0102	-0,002	0,011	0,1	0
5,25	-0,429	-0,094	-0,785	-0,0102	-0,002	-0,019	0,1	0
5,3	-0,438	-0,141	-0,157	-0,0105	-0,003	-0,004	0,1	0
5,35	-0,443	-0,11	-1,25E-14	-0,0106	-0,003	-4,73E-16	0,1	0
5,4	-0,449	-0,141	-0,157	-0,0107	-0,003	-0,004	0,1	0
5,45	-0,457	-0,126	0,314	-0,0109	-0,003	0,008	0,1	0
5,5	-0,462	-0,11	0,157	-0,011	-0,003	0,004	0,1	0
5,55	-0,468	-0,11	-0,157	-0,0112	-0,003	-0,004	0,1	0
5,6	-0,473	-0,126	-9,71E-15	-0,0113	-0,003	-2,34E-16	0,1	0
5,65	-0,481	-0,11	0,628	-0,0115	-0,003	0,015	0,1	0
5,7	-0,484	-0,063	0,314	-0,0116	-0,002	0,008	0,1	0
5,75	-0,487	-0,079	-0,471	-0,0116	-0,002	-0,011	0,1	0
5,8	-0,492	-0,11	-0,471	-0,0117	-0,003	-0,011	0,1	0
5,85	-0,498	-0,126	-0,314	-0,0119	-0,003	-0,008	0,1	0
5,9	-0,504	-0,141	0,157	-0,012	-0,003	0,004	0,1	0
5,95	-0,512	-0,11	0,471	-0,0122	-0,003	0,011	0,1	0
6	-0,515	-0,094	9,71E-15	-0,0123	-0,002	2,34E-16	0,1	0
6,05	-0,522	-0,11	0,314	-0,0125	-0,003	0,007	0,1	0
6,1	-0,526	-0,063	0,785	-0,0126	-0,001	0,019	0,1	0
6,15	-0,528	-0,031	0	-0,0126	-7,50E-04	0	0,1	0
6,2	-0,529	-0,063	-0,942	-0,0126	-0,001	-0,023	0,1	0
6,25	-0,534	-0,126	-0,628	-0,0128	-0,003	-0,015	0,1	0
6,3	-0,542	-0,126	0,628	-0,0129	-0,003	0,015	0,1	0
6,35	-0,547	-0,063	1,257	-0,0131	-0,001	0,03	0,1	0
6,4	-0,548	0	0,785	-0,0131	0	0,019	0,1	0
6,45	-0,547	0,016	-0,157	-0,0131	3,75E-04	-0,004	0,1	0
6,5	-0,547	-0,016	-0,785	-0,0131	-3,75E-04	-0,019	0,1	0
6,55	-0,548	-0,063	-0,942	-0,0131	-0,001	-0,023	0,1	0
6,6	-0,553	-0,11	-5,55E-15	-0,0132	-0,003	-3,08E-16	0,1	0
6,65	-0,559	-0,063	0,471	-0,0134	-0,002	0,011	0,1	0
6,7	-0,559	-0,063	-0,314	-0,0134	-0,002	-0,008	0,1	0
6,75	-0,565	-0,094	5,55E-15	-0,0135	-0,002	1,34E-16	0,1	0
6,8	-0,569	-0,063	0,157	-0,0136	-0,002	0,004	0,1	0
6,85	-0,572	-0,079	-0,314	-0,0137	-0,002	-0,008	0,1	0
6,9	-0,576	-0,094	-0,157	-0,0138	-0,002	-0,004	0,1	0
6,95	-0,581	-0,094	8,33E-15	-0,0139	-0,002	2,00E-16	0,1	0
7	-0,586	-0,094	0,157	-0,014	-0,002	0,004	0,1	0
7,05	-0,591	-0,079	0,314	-0,0141	-0,002	0,007	0,1	0
7,1	-0,594	-0,063	0,157	-0,0142	-0,002	0,004	0,1	0
7,15	-0,597	-0,063	0	-0,0143	-0,002	0	0,1	0
7,2	-0,6	-0,063	-0,314	-0,0143	-0,002	-0,007	0,1	0
7,25	-0,603	-0,094	-0,471	-0,0144	-0,002	-0,011	0,1	0
7,3	-0,609	-0,11	0,157	-0,0146	-0,003	0,004	0,1	0
7,35	-0,614	-0,079	0,157	-0,0147	-0,002	0,004	0,1	0
7,4	-0,617	-0,094	-0,314	-0,0147	-0,002	-0,008	0,1	0
7,45	-0,624	-0,11	0,314	-0,0149	-0,003	0,008	0,1	0
7,5	-0,628	-0,063	0,471	-0,015	-0,001	0,011	0,1	0
7,55	-0,63	-0,063	-5,55E-15	-0,015	-0,001	-1,34E-16	0,1	0
7,6	-0,635	-0,063	0,157	-0,0152	-0,001	0,004	0,1	0
7,65	-0,636	-0,047	0	-0,0152	-0,001	-1,74E-16	0,1	0
7,7	-0,639	-0,063	-0,628	-0,0153	-0,002	-0,015	0,1	0
7,75	-0,642	-0,11	-0,471	-0,0153	-0,003	-0,011	0,1	0
7,8	-0,65	-0,11	0,314	-0,0155	-0,003	0,007	0,1	0
7,85	-0,653	-0,079	-9,71E-15	-0,0156	-0,002	-2,34E-16	0,1	0
7,9	-0,658	-0,11	-0,314	-0,0157	-0,003	-0,008	0,1	0
7,95	-0,664	-0,11	0,157	-0,0159	-0,003	0,004	0,1	0
8	-0,669	-0,094	0	-0,016	-0,002	0	0,1	0
8,05	-0,674	-0,11	-0,314	-0,0161	-0,003	-0,007	0,1	0
8,1	-0,68	-0,126	-0,157	-0,0162	-0,003	-0,004	0,1	0
8,15	-0,686	-0,126	0,628	-0,0164	-0,003	0,015	0,1	0
8,2	-0,693	-0,063	0,942	-0,0165	-0,002	0,022	0,1	0
8,25	-0,693	-0,031	-0,314	-0,0165	-7,50E-04	-0,007	0,1	0
8,3	-0,696	-0,094	-1,1	-0,0166	-0,002	-0,026	0,1	0
8,35	-0,702	-0,141	-0,314	-0,0168	-0,003	-0,007	0,1	0
8,4	-0,71	-0,126	0,471	-0,017	-0,003	0,011	0,1	0
8,45	-0,715	-0,094	0,157	-0,0171	-0,002	0,004	0,1	0
8,5	-0,719	-0,11	-0,471	-0,0172	-0,003	-0,011	0,1	0
8,55	-0,726	-0,141	0,314	-0,0173	-0,003	0,008	0,1	0
8,6	-0,734	-0,079	1,414	-0,0175	-0,002	0,034	0,1	0
8,65	-0,734	0	0,628	-0,0175	0	0,015	0,1	0
8,7	-0,734	-0,016	-0,628	-0,0175	-3,75E-04	-0,015	0,1	0
8,75	-0,735	-0,063	-0,628	-0,0176	-0,002	-0,015	0,1	0
8,8	-0,74	-0,079	0	-0,0177	-0,002	3,47E-16	0,1	0
8,85	-0,743	-0,063	0,628	-0,0177	-0,001	0,015	0,1	0
8,9	-0,746	-0,016	0,942	-0,0178	-3,75E-04	0,023	0,1	0
