Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
29,850	-2,308	-0,016	-0,314	-0,0551	-3,750E-4	-0,008	0,7	0,01	29,850	-2,224	-0,016	5,586E-15	-0,0531	-3,750E-4	1,328E-16	0,9	0,01
29,900	-2,309	-0,031	-0,157	-0,0551	-7,500E-4	-0,004	0,7	0,01	29,900	-2,226	-0,016	-5,586E-15	-0,0531	-3,750E-4	-1,328E-16	0,8	0,01
29,950	-2,311	-0,031	0,157	-0,0552	-7,500E-4	0,004	0,7	0,01	29,950	-2,226	-0,016	-5,586E-15	-0,0531	-3,750E-4	-1,328E-16	0,8	0,01
30,000	-2,312	-0,016	0,157	-0,0552	-3,750E-4	0,004	0,7	0,01	30,000	-2,227	-0,016	5,586E-15	-0,0532	-3,750E-4	1,328E-16	0,8	0,01
30,050	-2,312	-0,016	5,586E-15	-0,0552	-3,750E-4	1,328E-16	0,7	0,01	30,050	-2,227	-0,016	-0,157	-0,0532	-3,750E-4	-0,004	0,7	0,01
30,100	-2,314	-0,016	0,000	-0,0552	-3,750E-4	0,000	0,7	0,01	30,100	-2,229	-0,031	-0,157	-0,0532	-7,500E-4	-0,004	0,7	0,01
30,150	-2,314	-0,016	-5,586E-15	-0,0552	-3,750E-4	-1,328E-16	0,7	0,01	30,150	-2,231	-0,031	-1,117E-14	-0,0533	-7,500E-4	-2,656E-16	0,7	0,01
30,200	-2,315	-0,016	-5,586E-15	-0,0553	-3,750E-4	-1,328E-16	0,7	0,01	30,200	-2,232	-0,031	-1,117E-14	-0,0533	-7,500E-4	-2,656E-16	0,6	0,01
30,250	-2,315	-0,016	5,586E-15	-0,0553	-3,750E-4	1,328E-16	0,7	0,01	30,250	-2,234	-0,031	1,117E-14	-0,0533	-7,500E-4	2,656E-16	0,6	0,01
30,300	-2,317	-0,016	5,586E-15	-0,0553	-3,750E-4	1,328E-16	0,7	0,01	30,300	-2,235	-0,031	1,117E-14	-0,0534	-7,500E-4	2,656E-16	0,6	0,01
30,350	-2,317	-0,016	-0,157	-0,0553	-3,750E-4	-0,004	0,7	0,01	30,350	-2,237	-0,031	0,000	-0,0534	-7,500E-4	0,000	0,5	0,01
30,400	-2,318	-0,031	-0,157	-0,0554	-7,500E-4	-0,004	0,8	0,01	30,400	-2,238	-0,031	0,157	-0,0534	-7,500E-4	0,004	0,5	0,01
30,450	-2,320	-0,031	-1,117E-14	-0,0554	-7,500E-4	-2,656E-16	0,8	0,01	30,450	-2,240	-0,016	0,157	-0,0535	-3,750E-4	0,004	0,5	0,00
30,500	-2,322	-0,031	0,157	-0,0554	-7,500E-4	0,004	0,8	0,01	30,500	-2,240	-0,016	-0,157	-0,0535	-3,750E-4	-0,004	0,5	0,00
30,550	-2,323	-0,016	0,157	-0,0555	-3,750E-4	0,004	0,9	0,01	30,550	-2,242	-0,031	-0,157	-0,0535	-7,500E-4	-0,004	0,5	0,00
30,600	-2,323	-0,016	-0,157	-0,0555	-3,750E-4	-0,004	0,9	0,01	30,600	-2,243	-0,031	0,157	-0,0536	-7,500E-4	0,004	0,5	0,00
30,650	-2,325	-0,031	-0,314	-0,0555	-7,500E-4	-0,007	0,9	0,01	30,650	-2,245	-0,016	0,157	-0,0536	-3,750E-4	0,004	0,5	0,00
30,700	-2,326	-0,047	-0,157	-0,0555	-0,001	-0,004	1,0	0,01	30,700	-2,245	-0,016	-0,157	-0,0536	-3,750E-4	-0,004	0,4	0,00
30,750	-2,329	-0,047	0,157	-0,0556	-0,001	0,004	1,0	0,01	30,750	-2,246	-0,031	-0,157	-0,0536	-7,500E-4	-0,004	0,4	0,00
30,800	-2,331	-0,031	0,314	-0,0557	-7,500E-4	0,008	0,9	0,01	30,800	-2,248	-0,031	1,117E-14	-0,0537	-7,500E-4	2,656E-16	0,4	0,00
30,850	-2,333	-0,016	0,157	-0,0557	-3,750E-4	0,004	0,9	0,01	30,850	-2,249	-0,031	0,000	-0,0537	-7,500E-4	0,000	0,4	0,00
30,900	-2,333	-0,016	0,000	-0,0557	-3,750E-4	0,000	0,9	0,01	30,900	-2,251	-0,031	-1,117E-14	-0,0537	-7,500E-4	-2,656E-16	0,4	0,00
30,950	-2,334	-0,016	-5,586E-15	-0,0557	-3,750E-4	-1,328E-16	0,9	0,01	30,950	-2,253	-0,031	-1,117E-14	-0,0538	-7,500E-4	-2,656E-16	0,4	0,00
31,000	-2,334	-0,016	-0,157	-0,0557	-3,750E-4	-0,004	0,9	0,01	31,000	-2,254	-0,031	1,117E-14	-0,0538	-7,500E-4	2,656E-16	0,4	0,00
31,050	-2,336	-0,031	-0,157	-0,0558	-7,500E-4	-0,004	0,9	0,01	31,050	-2,256	-0,031	1,117E-14	-0,0539	-7,500E-4	2,656E-16	0,4	0,00
31,100	-2,337	-0,031	0,157	-0,0558	-7,500E-4	0,004	0,8	0,01	31,100	-2,257	-0,031	0,000	-0,0539	-7,500E-4	0,000	0,4	0,00
31,150	-2,339	-0,016	0,157	-0,0558	-3,750E-4	0,004	0,8	0,01	31,150	-2,259	-0,031	-1,117E-14	-0,0539	-7,500E-4	-2,656E-16	0,4	0,00
31,200	-2,339	-0,016	-5,586E-15	-0,0558	-3,750E-4	-1,328E-16	0,8	0,01	31,200	-2,260	-0,031	-1,117E-14	-0,0540	-7,500E-4	-2,656E-16	0,4	0,00
31,250	-2,340	-0,016	5,586E-15	-0,0559	-3,750E-4	1,328E-16	0,8	0,01	31,250	-2,262	-0,031	0,157	-0,0540	-7,500E-4	0,004	0,4	0,00
31,300	-2,340	-0,016	-0,157	-0,0559	-3,750E-4	-0,004	0,7	0,01	31,300	-2,264	-0,016	0,314	-0,0540	-3,750E-4	0,008	0,4	0,00
31,350	-2,342	-0,031	0,000	-0,0559	-7,500E-4	0,000	0,7	0,01	31,350	-2,264	0,000	0,000	-0,0540	0,000	0,000	0,4	0,00
31,400	-2,344	-0,016	0,157	-0,0560	-3,750E-4	0,004	0,7	0,01	31,400	-2,264	-0,016	-0,157	-0,0540	-3,750E-4	-0,004	0,4	0,00
31,450	-2,344	-0,016	-0,157	-0,0560	-3,750E-4	-0,004	0,7	0,01	31,450	-2,265	-0,016	0,157	-0,0541	-3,750E-4	0,004	0,4	0,00
31,500	-2,345	-0,031	5,586E-15	-0,0560	-7,500E-4	1,328E-16	0,7	0,01	31,500	-2,265	0,000	5,586E-15	-0,0541	0,000	1,328E-16	0,4	0,00
31,550	-2,347	-0,016	0,157	-0,0560	-3,750E-4	0,004	0,7	0,01	31,550	-2,265	-0,016	-0,314	-0,0541	-3,750E-4	-0,008	0,4	0,00
31,600	-2,347	-0,016	-0,157	-0,0560	-3,750E-4	-0,004	0,8	0,01	31,600	-2,267	-0,031	0,000	-0,0541	-7,500E-4	0,000	0,5	0,00
31,650	-2,348	-0,031	-0,157	-0,0561	-7,500E-4	-0,004	0,8	0,01	31,650	-2,268	-0,016	0,157	-0,0542	-3,750E-4	0,004	0,5	0,00
31,700	-2,350	-0,031	0,157	-0,0561	-7,500E-4	0,004	0,8	0,01	31,700	-2,268	-0,016	-5,586E-15	-0,0542	-3,750E-4	-1,328E-16	0,5	0,00
31,750	-2,351	-0,016	0,157	-0,0561	-3,750E-4	0,004	0,8	0,01	31,750	-2,270	-0,016	5,586E-15	-0,0542	-3,750E-4	1,328E-16	0,5	0,00
31,800	-2,351	-0,016	5,586E-15	-0,0561	-3,750E-4	1,328E-16	0,8	0,01	31,800	-2,270	-0,016	-0,157	-0,0542	-3,750E-4	-0,004	0,5	0,00
31,850	-2,353	-0,016	0,000	-0,0562	-3,750E-4	0,000	0,9	0,01	31,850	-2,271	-0,031	-0,157	-0,0542	-7,500E-4	-0,004	0,5	0,01
31,900	-2,353	-0,016	-0,157	-0,0562	-3,750E-4	-0,004	0,9	0,01	31,900	-2,273	-0,031	0,157	-0,0543	-7,500E-4	0,004	0,5	0,01
31,950	-2,355	-0,031	0,000	-0,0562	-7,500E-4	0,000	0,9	0,01	31,950	-2,275	-0,016	0,157	-0,0543	-3,750E-4	0,004	0,6	0,01
32,000	-2,356	-0,016	0,157	-0,0563	-3,750E-4	0,004	0,9	0,01	32,000	-2,275	-0,016	5,586E-15	-0,0543	-3,750E-4	1,328E-16	0,6	0,01
32,050	-2,356	-0,016	-1,114E-14	-0,0563	-3,750E-4	-2,662E-16	0,9	0,01	32,050	-2,276	-0,016	-1,114E-14	-0,0543	-3,750E-4	-2,662E-16	0,6	0,01
32,100	-2,358	-0,016	0,157	-0,0563	-3,750E-4	0,004	0,9	0,01	32,100	-2,276	-0,016	0,000	-0,0543	-3,750E-4	0,000	0,6	0,01
32,150	-2,358	0,000	1,114E-14	-0,0563	0,000	2,662E-16	0,9	0,01	32,150	-2,278	-0,016	1,114E-14	-0,0544	-3,750E-4	2,662E-16	0,7	0,01
32,200	-2,358	-0,016	-0,157	-0,0563	-3,750E-4	-0,004	0,9	0,01	32,200	-2,278	-0,016	0,000	-0,0544	-3,750E-4	0,000	0,7	0,01
32,250	-2,359	-0,016	0,000	-0,0563	-3,750E-4	0,000	0,9	0,01	32,250	-2,279	-0,016	0,000	-0,0544	-3,750E-4	0,000	0,7	0,01
32,300	-2,359	-0,016	-0,157	-0,0563	-3,750E-4	-0,004	0,9	0,01	32,300	-2,279	-0,016	-1,114E-14	-0,0544	-3,750E-4	-2,662E-16	0,8	0,01
32,350	-2,361	-0,031	0,000	-0,0564	-7,500E-4	0,000	0,9	0,01	32,350	-2,281	-0,016	0,000	-0,0545	-3,750E-4	0,000	0,8	0,01
32,400	-2,362	-0,016	0,314	-0,0564	-3,750E-4	0,008	0,9	0,01	32,400	-2,281	-0,016	1,114E-14	-0,0545	-3,750E-4	2,662E-16	0,8	0,01
32,450	-2,362	0,000	0,000	-0,0564	0,000	0,000	0,9	0,01	32,450	-2,282	-0,016	0,000	-0,0545	-3,750E-4	0,000	0,9	0,01
32,500	-2,362	-0,016	-0,157	-0,0564	-3,750E-4	-0,004	0,9	0,01	32,500	-2,282	-0,016	-0,157	-0,0545	-3,750E-4	-0,004	0,9	0,01
32,550	-2,364	-0,016	0,157	-0,0564	-3,750E-4	0,004	0,9	0,01	32,550	-2,284	-0,031	-1,114E-14	-0,0545	-7,500E-4	-2,662E-16	1,0	0,01
32,600	-2,364	0,000	0,157	-0,0564	0,000	0,004	0,9	0,01	32,600	-2,286	-0,016	0,157	-0,0546	-3,750E-4	0,004	1,1	0,01
32,650	-2,364	0,000	-0,157	-0,0564	0,000	-0,004	0,9	0,01	32,650	-2,286	-0,016	-0,157	-0,0546	-3,750E-4	-0,004	1,1	0,01
32,700	-2,364	-0,016	-0,157	-0,0564	-3,750E-4	-0,004	0,9	0,01	32,700	-2,287	-0,031	0,000	-0,0546	-7,500E-4	0,000	1,2	0,01
32,750	-2,366	-0,016	0,000	-0,0565	-3,750E-4	0,000	0,9	0,01	32,750	-2,289	-0,016	0,157	-0,0546	-3,750E-4	0,004	1,3	0,01
32,800	-2,366	-0,016	-0,157	-0,0565	-3,750E-4	-0,004	0,8	0,01	32,800	-2,289	-0,016	-0,157	-0,0546	-3,750E-4	-0,004	1,3	0,01
32,850	-2,367	-0,031	-0,157	-0,0565	-7,500E-4	-0,004	0,8	0,01	32,850	-2,290	-0,031	-0,157	-0,0547	-7,500E-4	-0,004	1,4	0,01
32,900	-2,369	-0,031	0,157	-0,0566	-7,500E-4	0,004	0,8	0,01	32,900	-2,292	-0,031	2,227E-14	-0,0547	-7,500E-4	5,323E-16	1,5	0,02
32,950	-2,370	-0,016	0,157	-0,0566	-3,750E-4	0,004	0,8	0,01	32,950	-2,293	-0,031	4,462E-14	-0,0548	-7,500E-4	1,066E-15	1,5	0,02
33,000	-2,370	-0,016	-0,157	-0,0566	-3,750E-4	-0,004	0,8	0,01	33,000	-2,295	-0,031	0,000	-0,0548	-7,500E-4	0,000	1,6	0,02
33,050	-2,372	-0,031	-0,157	-0,0566	-7,500E-4	-0,004	0,8	0,01	33,050	-2,297	-0,031	-4,462E-14	-0,0548	-7,500E-4	-1,066E-15	1,6	0,02
33,100	-2,373	-0,031	0,000	-0,0567	-7,500E-4	0,000	0,8	0,01	33,100	-2,298	-0,031	-2,227E-14	-0,0549	-7,500E-4	-5,323E-16	1,6	0,02
33,150	-2,375	-0,031	0,157	-0,0567	-7,500E-4	0,004	0,8	0,01	33,150	-2,300	-0,031	0,157	-0,0549	-7,500E-4	0,004	1,6	0,02
33,200	-2,377	-0,016	0,157	-0,0567	-3,750E-4	0,004	0,8	0,01	33,200	-2,301	-0,016	0,157	-0,0549	-3,750E-4	0,004	1,5	0,02
33,250	-2,377	-0,016	-0,157	-0,0567	-3,750E-4	-0,004	0,8	0,01	33,250	-2,301	-0,016	-0,157	-0,0549	-3,750E-4	-0,004	1,5	0,01
33,300	-2,378	-0,031	-0,157	-0,0568	-7,500E-4	-0,004	0,9	0,01	33,300	-2,303	-0,031	-2,231E-14	-0,0550	-7,500E-4	-5,329E-16	1,5	0,01
33,350	-2,380	-0,031	0,157	-0,0568	-7,500E-4	0,004	0,9	0,01	33,350	-2,304	-0,016	0,157	-0,0550	-3,750E-4	0,004	1,4	0,01
33,400	-2,381	-0,016	0,157	-0,0569	-3,750E-4	0,004	0,9	0,01	33,400	-2,304	-0,016	1,114E-14	-0,0550	-3,750E-4	2,662E-16	1,4	0,01
33,450	-2,381	-0,016	-1,114E-14	-0,0569	-3,750E-4	-2,662E-16	0,9	0,01	33,450	-2,306	-0,016	0,000	-0,0551	-3,750E-4	0,000	1,4	0,01
33,500	-2,383	-0,016	0,000	-0,0569	-3,750E-4	0,000	0,9	0,01	33,500	-2,306	-0,016	0,000	-0,0551	-3,750E-4	0,000	1,3	0,01
33,550	-2,383	-0,016	-0,157	-0,0569	-3,750E-4	-0,004	0,9	0,01	33,550	-2,308	-0,016	-1,114E-14	-0,0551	-3,750E-4	-2,662E-16	1,3	0,01
33,600	-2,384	-0,031	0,000	-0,0569	-7,500E-4	0,000	0,9	0,01	33,600	-2,308	-0,016	-0,157	-0,0551	-3,750E-4	-0,004	1,2	0,01
33,650	-2,386	-0,016	0,157	-0,0570	-3,750E-4	0,004	1,0	0,01	33,650	-2,309	-0,031	-0,157	-0,0551	-7,500E-4	-0,004	1,1	0,01
33,700	-2,386	-0,016	-0,157	-0,0570	-3,750E-4	-0,004	1,0	0,01	33,700	-2,311	-0,031	0,157	-0,0552	-7,500E-4	0,004	1,1	0,01
33,750	-2,388	-0,031	0,000	-0,0570	-7,500E-4	0,000	1,0	0,01	33,750	-2,312	-0,016	0,157	-0,0552	-3,750E-4	0,004	1,0	0,01
33,800	-2,389	-0,016	0,314	-0,0570	-3,750E-4	0,008	1,0	0,01	33,800	-2,312	-0,016	-1,114E-14	-0,0552	-3,750E-4	-2,662E-16	1,0	0,01
33,850	-2,389	0,000	0,000	-0,0570	0,000	0,000	1,0	0,01	33,850	-2,314	-0,016	0,000	-0,0552	-3,750E-4	0,000	0,9	0,01
33,900	-2,389	-0,016	-0,157	-0,0570	-3,750E-4	-0,004	1,0	0,01	33,900	-2,314	-0,016	1,114E-14	-0,0552	-3,750E-4	2,662E-16	0,9	0,01
33,950	-2,391	-0,016	-1,114E-14	-0,0571	-3,750E-4	-2,662E-16	1,0	0,01	33,950	-2,315	-0,016	-1,114E-14	-0,0553	-3,750E-4	-2,662E-16	0,9	0,01
34,000	-2,391	-0,016	0,000	-0,0571	-3,750E-4	0,000	0,9	0,01	34,000	-2,315	-0,016	-0,157	-0,0553	-3,750E-4	-0,004	0,9	0,01
34,050	-2,392	-0,016	1,114E-14	-0,0571	-3,750E-4	2,662E-16	0,9	0,01	34,050	-2,317	-0,031	-0,157	-0,0553	-7,500E-4	-0,004	0,8	0,01
34,100	-2,392	-0,016	-0,157	-0,0571	-3,750E-4	-0,004	0,9	0,01	34,100	-2,318	-0,031	0,157	-0,0554	-7,500E-4	0,004	0,8	0,01
34,150	-2,394	-0,031	0,000	-0,0572	-7,500E-4	0,000	0,9	0,01	34,150	-2,320	-0,016	0,314	-0,0554	-3,750E-4	0,007	0,8	0,01
34,200	-2,395	-0,016	0,157	-0,0572	-3,750E-4	0,004	0,9	0,01	34,200	-2,320	0,000	0,000	-0,0554	0,000	0,000	0,8	0,01
34,250	-2,395	-0,016	-0,157	-0,0572	-3,750E-4	-0,004	0,9	0,01	34,250	-2,320	-0,016	-0,157	-0,0554	-3,750E-4	-0,004	0,7	0,01
34,300	-2,397	-0,031	-1,114E-14	-0,0572	-7,500E-4	-2,662E-16	0,9	0,01	34,300	-2,322	-0,016	-1,114E-14	-0,0554	-3,750E-4	-2,662E-16	0,7	0,01
34,350	-2,399	-0,016	0,157	-0,0573	-3,750E-4	0,004	0,9	0,01	34,350	-2,322	-0,016	0,000	-0,0554	-3,750E-4	0,000	0,7	0,01
34,400	-2,399	-0,016	1,114E-14	-0,0573	-3,750E-4	2,662E-16	1,0	0,01	34,400	-2,323	-0,016	1,114E-14	-0,0555	-3,750E-4	2,662E-16	0,7	0,01
34,450	-2,400	-0,016	-1,114E-14	-0,0573	-3,750E-4	-2,662E-16	1,0	0,01	34,450	-2,323	-0,016	0,000	-0,0555	-3,750E-4	0,000	0,7	0,01
34,500	-2,400	-0,016	0,000	-0,0573	-3,750E-4	0,000	1,0	0,01	34,500	-2,325	-0,016	0,157	-0,0555	-3,750E-4	0,004	0,7	0,01
34,550	-2,402	-0,016	0,157	-0,0573	-3,750E-4	0,004	1,0	0,01	34,550	-2,325	0,000	-1,114E-14	-0,0555	0,000	-2,662E-16	0,7	0,01
34,600	-2,402	0,000	0,157	-0,0573	0,000	0,004	1,0	0,01	34,600	-2,325	-0,016	-0,157	-0,0555	-3,750E-4	-0,004	0,7	0,01
34,650	-2,402	0,000	-0,157	-0,0573	0,000	-0,004	1,0	0,01	34,650	-2,326	-0,016	1,114E-14	-0,0555	-3,750E-4	2,662E-16	0,7	0,01
34,700	-2,402	-0,016	-0,157	-0,0573	-3,750E-4	-0,004	1,0	0,01	34,700	-2,326	-0,016	0,000	-0,0555	-3,750E-4	0,000	0,6	0,01
34,750	-2,403	-0,016	0,157	-0,0574	-3,750E-4	0,004	1,0	0,01	34,750	-2,328	-0,016	0,000	-0,0556	-3,750E-4	0,000	0,6	0,01
34,800	-2,403	0,000	-2,231E-14	-0,0574	0,000	-5,329E-16	1,0	0,01	34,800	-2,328	-0,016	-0,157	-0,0556	-3,750E-4	-0,004	0,6	0,01
34,850	-2,403	-0,016	-0,314	-0,0574	-3,750E-4	-0,007	1,1	0,01	34,850	-2,329	-0,031	-0,157	-0,0556	-7,500E-4	-0,004	0,6	0,01
34,900	-2,405	-0,031	1,114E-14	-0,0574	-7,500E-4	2,662E-16	1,1	0,01	34,900	-2,331	-0,031	0,157	-0,0557	-7,500E-4	0,004	0,6	0,01
34,950	-2,406	-0,016	0,314	-0,0575	-3,750E-4	0,008	1,2	0,01	34,950	-2,333	-0,016	0,157	-0,0557	-3,750E-4	0,004	0,6	0,01
35,000	-2,406	0,000	0,000	-0,0575	0,000	0,000	1,2	0,01	35,000	-2,333	-0,016	-0,157	-0,0557	-3,750E-4	-0,004	0,5	0,01
35,050	-2,406	-0,016	-0,157	-0,0575	-3,750E-4	-0,004	1,2	0,01	35,050	-2,334	-0,031	-0,157	-0,0557	-7,500E-4	-0,004	0,5	0,01
35,100	-2,408	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,100	-2,336	-0,031	0,000	-0,0558	-7,500E-4	0,000	0,5	0,00
35,150	-2,408	-0,016	1,114E-14	-0,0575	-3,750E-4	2,662E-16	1,2	0,01	35,150	-2,337	-0,031	0,157	-0,0558	-7,500E-4	0,004	0,5	0,00
35,200	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,2	0,01	35,200	-2,339	-0,016	0,157	-0,0558	-3,750E-4	0,004	0,5	0,00
35,250	-2,410	-0,016	0,000	-0,0575	-3,750E-4	0,000	1,3	0,01	35,250	-2,339	-0,016	-0,157	-0,0558	-3,750E-4	-0,004	0,5	0,00
35,300	-2,411	-0,016	-1,114E-14	-0,0576	-3,750E-4	-2,662E-16	1,3	0,01	35,300	-2,340	-0,031	-0,157	-0,0559	-7,500E-4	-0,004	0,5	0,00
35,350	-2,411	-0,016	-0,157	-0,0576	-3,750E-4	-0,004	1,3	0,01	35,350	-2,342	-0,031	0,000	-0,0559	-7,500E-4	0,000	0,5	0,00
35,400	-2,413	-0,031	-0,157	-0,0576	-7,500E-4	-0,004	1,3	0,01	35,400	-2,344	-0,031	2,227E-14	-0,0560	-7,500E-4	5,323E-16	0,5	0,00
35,450	-2,414	-0,031	0,000	-0,0576	-7,500E-4	0,000	1,3	0,01	35,450	-2,345	-0,031	0,157	-0,0560	-7,500E-4	0,004	0,5	0,01
35,500	-2,416	-0,031	0,000	-0,0577	-7,500E-4	0,000	1,3	0,01	35,500	-2,347	-0,016	0,157	-0,0560	-3,750E-4	0,004	0,5	0,01
35,550	-2,417	-0,031	0,157	-0,0577	-7,500E-4	0,004	1,2	0,01	35,550	-2,347	-0,016	-0,157	-0,0560	-3,750E-4	-0,004	0,5	0,01
35,600	-2,419	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,600	-2,348	-0,031	0,000	-0,0561	-7,500E-4	0,000	0,5	0,01
35,650	-2,419	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,650	-2,350	-0,016	0,314	-0,0561	-3,750E-4	0,007	0,6	0,01
35,700	-2,421	-0,031	2,231E-14	-0,0578	-7,500E-4	5,329E-16	1,2	0,01	35,700	-2,350	0,000	-1,114E-14	-0,0561	0,000	-2,662E-16	0,6	0,01
35,750	-2,422	-0,016	0,157	-0,0578	-3,750E-4	0,004	1,2	0,01	35,750	-2,350	-0,016	-0,314	-0,0561	-3,750E-4	-0,008	0,6	0,01
35,800	-2,422	-0,016	-0,157	-0,0578	-3,750E-4	-0,004	1,2	0,01	35,800	-2,351	-0,031	-0,157	-0,0561	-7,500E-4	-0,004	0,6	0,01
35,850	-2,424	-0,031	0,000	-0,0579	-7,500E-4	0,000	1,2	0,01	35,850	-2,353	-0,031	0,157	-0,0562	-7,500E-4	0,004	0,7	0,01
35,900	-2,425	-0,016	0,157	-0,0579	-3,750E-4	0,004	1,2	0,01	35,900	-2,355	-0,016	0,157	-0,0562	-3,750E-4	0,004	0,7	0,01
35,950	-2,425	-0,016	-1,114E-14	-0,0579	-3,750E-4	-2,662E-16	1,2	0,01	35,950	-2,355	-0,016	-0,157	-0,0562	-3,750E-4	-0,004	0,7	0,01
36,000	-2,427	-0,016	0,000	-0,0579	-3,750E-4	0,000	1,2	0,01	36,000	-2,356	-0,031	0,000	-0,0563	-7,500E-4	0,000	0,8	0,01
36,050	-2,427	-0,016	1,114E-14	-0,0579	-3,750E-4	2,662E-16	1,3	0,01	36,050	-2,358	-0,016	0,157	-0,0563	-3,750E-4	0,004	0,8	0,01
36,100	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,3	0,01	36,100	-2,358	-0,016	-0,157	-0,0563	-3,750E-4	-0,004	0,8	0,01
36,150	-2,428	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,150	-2,359	-0,031	-0,157	-0,0563	-7,500E-4	-0,004	0,9	0,01
36,200	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,200	-2,361	-0,031	0,157	-0,0564	-7,500E-4	0,004	0,9	0,01
36,250	-2,430	-0,016	0,000	-0,0580	-3,750E-4	0,000	1,4	0,01	36,250	-2,362	-0,016	0,157	-0,0564	-3,750E-4	0,004	1,0	0,01
36,300	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,300	-2,362	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01
36,350	-2,432	-0,016	-1,114E-14	-0,0581	-3,750E-4	-2,662E-16	1,5	0,01	36,350	-2,364	-0,016	-1,114E-14	-0,0564	-3,750E-4	-2,662E-16	1,1	0,01
36,400	-2,433	-0,016	0,157	-0,0581	-3,750E-4	0,004	1,5	0,02	36,400	-2,364	-0,016	-0,157	-0,0564	-3,750E-4	-0,004	1,2	0,01
36,450	-2,433	0,000	0,157	-0,0581	0,000	0,004	1,6	0,02	36,450	-2,366	-0,031	2,231E-14	-0,0565	-7,500E-4	5,329E-16	1,3	0,01
36,500	-2,433	0,000	-0,157	-0,0581	0,000	-0,004	1,6	0,02	36,500	-2,367	-0,016	0,157	-0,0565	-3,750E-4	0,004	1,3	0,01
36,550	-2,433	-0,016	-0,157	-0,0581	-3,750E-4	-0,004	1,6	0,02	36,550	-2,367	-0,016	-0,157	-0,0565	-3,750E-4	-0,004	1,5	0,01
36,600	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,600	-2,369	-0,031	0,000	-0,0566	-7,500E-4	0,000	1,5	0,02
36,650	-2,435	-0,016	0,000	-0,0581	-3,750E-4	0,000	1,6	0,02	36,650	-2,370	-0,016	0,157	-0,0566	-3,750E-4	0,004	1,6	0,02
36,700	-2,436	-0,016	0,157	-0,0582	-3,750E-4	0,004	1,7	0,02	36,700	-2,370	-0,016	-0,157	-0,0566	-3,750E-4	-0,004	1,7	0,02
36,750	-2,436	0,000	0,000	-0,0582	0,000	0,000	1,7	0,02	36,750	-2,372	-0,031	0,000	-0,0566	-7,500E-4	0,000	1,7	0,02
36,800	-2,436	-0,016	-0,157	-0,0582	-3,750E-4	-0,004	1,7	0,02	36,800	-2,373	-0,016	0,157	-0,0567	-3,750E-4	0,004	1,8	0,02
36,850	-2,438	-0,016	-1,114E-14	-0,0582	-3,750E-4	-2,662E-16	1,8	0,02	36,850	-2,373	-0,016	-0,157	-0,0567	-3,750E-4	-0,004	1,9	0,02
36,900	-2,438	-0,016	1,114E-14	-0,0582	-3,750E-4	2,662E-16	1,8	0,02	36,900	-2,375	-0,031	1,114E-14	-0,0567	-7,500E-4	2,662E-16	1,9	0,02
36,950	-2,439	-0,016	0,157	-0,0582	-3,750E-4	0,004	1,8	0,02	36,950	-2,377	-0,016	0,157	-0,0567	-3,750E-4	0,004	1,9	0,02
37,000	-2,439	0,000	0,000	-0,0582	0,000	0,000	1,8	0,02	37,000	-2,377	-0,016	-0,157	-0,0567	-3,750E-4	-0,004	2,0	0,02
37,050	-2,439	-0,016	-0,157	-0,0582	-3,750E-4	-0,004	1,7	0,02	37,050	-2,378	-0,031	-0,314	-0,0568	-7,500E-4	-0,008	2,0	0,02
37,100	-2,441	-0,016	0,000	-0,0583	-3,750E-4	0,000	1,7	0,02	37,100	-2,380	-0,047	-4,441E-14	-0,0568	-0,001	6,939E-16	2,0	0,02
37,150	-2,441	-0,016	1,114E-14	-0,0583	-3,750E-4	2,662E-16	1,7	0,02	37,150	-2,383	-0,031	0,314	-0,0569	-7,500E-4	0,007	2,0	0,02
