Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
56,300	-2,623	0,000	-0,157	-0,0626	0,000	-0,004	34,0	0,34	56,300	-2,593	-0,016	-1,114E-14	-0,0619	-3,750E-4	-2,662E-16	8,1	0,08
56,350	-2,623	-0,016	-0,157	-0,0626	-3,750E-4	-0,004	35,1	0,35	56,350	-2,595	-0,016	0,157	-0,0620	-3,750E-4	0,004	8,2	0,08
56,400	-2,625	-0,016	0,157	-0,0627	-3,750E-4	0,004	35,4	0,35	56,400	-2,595	0,000	0,157	-0,0620	0,000	0,004	8,3	0,08
56,450	-2,625	0,000	0,000	-0,0627	0,000	0,000	36,5	0,37	56,450	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,3	0,08
56,500	-2,625	-0,016	-0,157	-0,0627	-3,750E-4	-0,004	36,9	0,37	56,500	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,4	0,08
56,550	-2,626	-0,016	0,157	-0,0627	-3,750E-4	0,004	37,7	0,38	56,550	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,3	0,08
56,600	-2,626	0,000	0,000	-0,0627	0,000	0,000	37,9	0,38	56,600	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,5	0,09
56,650	-2,626	-0,016	-0,157	-0,0627	-3,750E-4	-0,004	38,6	0,39	56,650	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,5	0,09
56,700	-2,628	-0,016	0,157	-0,0627	-3,750E-4	0,004	38,9	0,39	56,700	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,6	0,09
56,750	-2,628	0,000	0,157	-0,0627	0,000	0,004	39,0	0,39	56,750	-2,595	0,000	0,000	-0,0620	0,000	0,000	8,7	0,09
56,800	-2,628	0,000	-0,157	-0,0627	0,000	-0,004	39,0	0,39	56,800	-2,595	0,000	-0,157	-0,0620	0,000	-0,004	8,8	0,09
56,850	-2,628	-0,016	-0,157	-0,0627	-3,750E-4	-0,004	38,9	0,39	56,850	-2,595	-0,016	-0,157	-0,0620	-3,750E-4	-0,004	8,9	0,09
56,900	-2,630	-0,016	0,157	-0,0628	-3,750E-4	0,004	38,9	0,39	56,900	-2,597	-0,016	0,157	-0,0620	-3,750E-4	0,004	9,2	0,09
56,950	-2,630	0,000	0,157	-0,0628	0,000	0,004	38,6	0,39	56,950	-2,597	0,000	0,157	-0,0620	0,000	0,004	9,3	0,09
57,000	-2,630	0,000	-0,157	-0,0628	0,000	-0,004	38,3	0,38	57,000	-2,597	0,000	0,000	-0,0620	0,000	0,000	9,3	0,09
57,050	-2,630	-0,016	-0,157	-0,0628	-3,750E-4	-0,004	38,0	0,38	57,050	-2,597	0,000	0,000	-0,0620	0,000	0,000	9,3	0,09
57,100	-2,631	-0,016	0,157	-0,0628	-3,750E-4	0,004	38,2	0,38	57,100	-2,597	0,000	0,000	-0,0620	0,000	0,000	9,3	0,09
57,150	-2,631	0,000	0,157	-0,0628	0,000	0,004	38,0	0,38	57,150	-2,597	0,000	0,000	-0,0620	0,000	0,000	9,4	0,09
57,200	-2,631	0,000	0,000	-0,0628	0,000	0,000	37,7	0,38	57,200	-2,597	0,000	-0,157	-0,0620	0,000	-0,004	9,7	0,10
57,250	-2,631	0,000	-0,157	-0,0628	0,000	-0,004	37,4	0,37	57,250	-2,597	-0,016	-0,157	-0,0620	-3,750E-4	-0,004	10,5	0,10
57,300	-2,631	-0,016	-0,157	-0,0628	-3,750E-4	-0,004	37,0	0,37	57,300	-2,598	-0,016	0,157	-0,0620	-3,750E-4	0,004	10,9	0,11
57,350	-2,633	-0,016	0,000	-0,0629	-3,750E-4	0,000	35,7	0,36	57,350	-2,598	0,000	0,000	-0,0620	0,000	0,000	11,2	0,11
57,400	-2,633	-0,016	1,114E-14	-0,0629	-3,750E-4	2,662E-16	35,0	0,35	57,400	-2,598	-0,016	-0,157	-0,0620	-3,750E-4	-0,004	11,8	0,12
57,450	-2,634	-0,016	0,157	-0,0629	-3,750E-4	0,004	33,9	0,34	57,450	-2,600	-0,016	0,157	-0,0621	-3,750E-4	0,004	12,2	0,12
57,500	-2,634	0,000	0,157	-0,0629	0,000	0,004	33,7	0,34	57,500	-2,600	0,000	1,114E-14	-0,0621	0,000	2,662E-16	13,3	0,13
57,550	-2,634	0,000	0,000	-0,0629	0,000	0,000	33,1	0,33	57,550	-2,600	-0,016	-0,157	-0,0621	-3,750E-4	-0,004	14,0	0,14
57,600	-2,634	0,000	-0,157	-0,0629	0,000	-0,004	32,7	0,33	57,600	-2,601	-0,016	0,000	-0,0621	-3,750E-4	0,000	15,5	0,16
57,650	-2,634	-0,016	-0,157	-0,0629	-3,750E-4	-0,004	32,1	0,32	57,650	-2,601	-0,016	-2,231E-14	-0,0621	-3,750E-4	-5,329E-16	16,4	0,16
57,700	-2,636	-0,016	0,157	-0,0629	-3,750E-4	0,004	31,7	0,32	57,700	-2,603	-0,016	0,157	-0,0621	-3,750E-4	0,004	16,8	0,17
57,750	-2,636	0,000	0,157	-0,0629	0,000	0,004	31,1	0,31	57,750	-2,603	0,000	0,157	-0,0621	0,000	0,004	18,2	0,18
57,800	-2,636	0,000	0,000	-0,0629	0,000	0,000	30,4	0,30	57,800	-2,603	0,000	0,000	-0,0621	0,000	0,000	18,8	0,19
57,850	-2,636	0,000	0,000	-0,0629	0,000	0,000	30,3	0,30	57,850	-2,603	0,000	-0,157	-0,0621	0,000	-0,004	20,1	0,20
57,900	-2,636	0,000	-0,157	-0,0629	0,000	-0,004	29,8	0,30	57,900	-2,603	-0,016	-0,157	-0,0621	-3,750E-4	-0,004	20,9	0,21
57,950	-2,636	-0,016	-0,157	-0,0629	-3,750E-4	-0,004	29,0	0,29	57,950	-2,604	-0,016	0,157	-0,0622	-3,750E-4	0,004	21,5	0,21
58,000	-2,637	-0,016	0,157	-0,0630	-3,750E-4	0,004	28,3	0,28	58,000	-2,604	0,000	0,157	-0,0622	0,000	0,004	22,8	0,23
58,050	-2,637	0,000	2,231E-14	-0,0630	0,000	5,329E-16	27,4	0,27	58,050	-2,604	0,000	-0,157	-0,0622	0,000	-0,004	23,7	0,24
58,100	-2,637	-0,016	-0,157	-0,0630	-3,750E-4	-0,004	27,2	0,27	58,100	-2,604	-0,016	-0,157	-0,0622	-3,750E-4	-0,004	26,1	0,26
58,150	-2,639	-0,016	0,157	-0,0630	-3,750E-4	0,004	26,5	0,27	58,150	-2,606	-0,016	-1,114E-14	-0,0622	-3,750E-4	-2,662E-16	27,6	0,28
58,200	-2,639	0,000	0,157	-0,0630	0,000	0,004	25,9	0,26	58,200	-2,606	-0,016	0,000	-0,0622	-3,750E-4	0,000	30,5	0,30
58,250	-2,639	0,000	-0,157	-0,0630	0,000	-0,004	25,3	0,25	58,250	-2,608	-0,016	0,157	-0,0623	-3,750E-4	0,004	31,6	0,32
58,300	-2,639	-0,016	-0,157	-0,0630	-3,750E-4	-0,004	24,7	0,25	58,300	-2,608	0,000	0,000	-0,0623	0,000	0,000	32,9	0,33
58,350	-2,641	-0,016	0,157	-0,0630	-3,750E-4	0,004	24,8	0,25	58,350	-2,608	-0,016	-0,157	-0,0623	-3,750E-4	-0,004	36,2	0,36
58,400	-2,641	0,000	0,157	-0,0630	0,000	0,004	24,7	0,25	58,400	-2,609	-0,016	0,157	-0,0623	-3,750E-4	0,004	37,9	0,38
58,450	-2,641	0,000	0,000	-0,0630	0,000	0,000	24,4	0,24	58,450	-2,609	0,000	0,000	-0,0623	0,000	0,000	40,9	0,41
58,500	-2,641	0,000	0,000	-0,0630	0,000	0,000	24,0	0,24	58,500	-2,609	-0,016	-0,157	-0,0623	-3,750E-4	-0,004	42,4	0,42
58,550	-2,641	0,000	-0,157	-0,0630	0,000	-0,004	24,0	0,24	58,550	-2,611	-0,016	0,157	-0,0623	-3,750E-4	0,004	44,3	0,44
58,600	-2,641	-0,016	-0,157	-0,0630	-3,750E-4	-0,004	23,7	0,24	58,600	-2,611	0,000	0,000	-0,0623	0,000	0,000	45,8	0,46
58,650	-2,642	-0,016	0,157	-0,0631	-3,750E-4	0,004	23,2	0,23	58,650	-2,611	-0,016	-0,157	-0,0623	-3,750E-4	-0,004	51,6	0,52
58,700	-2,642	0,000	0,157	-0,0631	0,000	0,004	22,8	0,23	58,700	-2,612	-0,016	0,157	-0,0624	-3,750E-4	0,004	52,7	0,53
58,750	-2,642	0,000	0,000	-0,0631	0,000	0,000	23,4	0,23	58,750	-2,612	0,000	1,114E-14	-0,0624	0,000	2,662E-16	52,9	0,53
58,800	-2,642	0,000	-0,157	-0,0631	0,000	-0,004	23,4	0,23	58,800	-2,612	-0,016	-0,157	-0,0624	-3,750E-4	-0,004	56,2	0,56
58,850	-2,642	-0,016	-0,157	-0,0631	-3,750E-4	-0,004	23,4	0,23	58,850	-2,614	-0,016	0,157	-0,0624	-3,750E-4	0,004	57,5	0,58
58,900	-2,644	-0,016	0,157	-0,0631	-3,750E-4	0,004	23,4	0,23	58,900	-2,614	0,000	-1,114E-14	-0,0624	0,000	-2,662E-16	61,2	0,61
58,950	-2,644	0,000	-1,114E-14	-0,0631	0,000	-2,662E-16	23,6	0,24	58,950	-2,614	-0,016	-0,157	-0,0624	-3,750E-4	-0,004	63,0	0,63
59,000	-2,644	-0,016	-0,157	-0,0631	-3,750E-4	-0,004	23,7	0,24	59,000	-2,615	-0,016	0,157	-0,0624	-3,750E-4	0,004	65,8	0,66
59,050	-2,645	-0,016	0,157	-0,0632	-3,750E-4	0,004	24,0	0,24	59,050	-2,615	0,000	0,157	-0,0624	0,000	0,004	66,9	0,67
59,100	-2,645	0,000	0,157	-0,0632	0,000	0,004	24,1	0,24	59,100	-2,615	0,000	-0,157	-0,0624	0,000	-0,004	69,3	0,69
59,150	-2,645	0,000	-0,157	-0,0632	0,000	-0,004	24,3	0,24	59,150	-2,615	-0,016	-0,157	-0,0624	-3,750E-4	-0,004	70,4	0,70
59,200	-2,645	-0,016	-0,157	-0,0632	-3,750E-4	-0,004	24,7	0,25	59,200	-2,617	-0,016	0,000	-0,0625	-3,750E-4	6,939E-16	71,5	0,71
59,250	-2,647	-0,016	0,157	-0,0632	-3,750E-4	0,004	25,0	0,25	59,250	-2,617	-0,016	1,114E-14	-0,0625	-3,750E-4	9,601E-16	73,9	0,74
59,300	-2,647	0,000	0,157	-0,0632	0,000	0,004	25,6	0,26	59,300	-2,619	-0,016	0,157	-0,0625	-3,750E-4	0,004	75,0	0,75
59,350	-2,647	0,000	-0,157	-0,0632	0,000	-0,004	25,9	0,26	59,350	-2,619	0,000	0,000	-0,0625	0,000	0,000	77,0	0,77
59,400	-2,647	-0,016	-0,157	-0,0632	-3,750E-4	-0,004	26,6	0,27	59,400	-2,619	-0,016	-0,157	-0,0625	-3,750E-4	-0,004	77,9	0,78
59,450	-2,648	-0,016	0,157	-0,0632	-3,750E-4	0,004	26,9	0,27	59,450	-2,620	-0,016	-1,114E-14	-0,0626	-3,750E-4	-2,662E-16	79,7	0,80
59,500	-2,648	0,000	0,157	-0,0632	0,000	0,004	27,3	0,27	59,500	-2,620	-0,016	1,114E-14	-0,0626	-3,750E-4	2,662E-16	80,4	0,80
59,550	-2,648	0,000	0,000	-0,0632	0,000	0,000	27,9	0,28	59,550	-2,622	-0,016	2,231E-14	-0,0626	-3,750E-4	5,329E-16	81,4	0,81
59,600	-2,648	0,000	-0,157	-0,0632	0,000	-0,004	28,3	0,28	59,600	-2,622	-0,016	-0,157	-0,0626	-3,750E-4	-0,004	81,6	0,82
59,650	-2,648	-0,016	-0,157	-0,0632	-3,750E-4	-0,004	28,7	0,29	59,650	-2,623	-0,031	-2,231E-14	-0,0626	-7,500E-4	-5,329E-16	80,9	0,81
59,700	-2,650	-0,016	0,157	-0,0633	-3,750E-4	0,004	28,8	0,29	59,700	-2,625	-0,016	0,157	-0,0627	-3,750E-4	0,004	80,1	0,80
59,750	-2,650	0,000	0,157	-0,0633	0,000	0,004	29,4	0,29	59,750	-2,625	-0,016	1,114E-14	-0,0627	-3,750E-4	2,662E-16	78,1	0,78
59,800	-2,650	0,000	0,000	-0,0633	0,000	0,000	29,8	0,30	59,800	-2,626	-0,016	0,000	-0,0627	-3,750E-4	0,000	77,0	0,77
59,850	-2,650	0,000	-0,157	-0,0633	0,000	-0,004	30,0	0,30	59,850	-2,626	-0,016	0,000	-0,0627	-3,750E-4	0,000	74,7	0,75
59,900	-2,650	-0,016	-0,157	-0,0633	-3,750E-4	-0,004	30,9	0,31	59,900	-2,628	-0,016	0,157	-0,0627	-3,750E-4	0,004	73,4	0,73
59,950	-2,652	-0,016	0,157	-0,0633	-3,750E-4	0,004	31,3	0,31	59,950	-2,628	0,000	0,000	-0,0627	0,000	0,000	71,0	0,71
60,000	-2,652	0,000	0,157	-0,0633	0,000	0,004	31,9	0,32	60,000	-2,628	-0,016	-0,157	-0,0627	-3,750E-4	-0,004	68,4	0,68
60,050	-2,652	0,000	-0,157	-0,0633	0,000	-0,004	32,1	0,32	60,050	-2,630	-0,016	0,000	-0,0628	-3,750E-4	0,000	67,2	0,67
60,100	-2,652	-0,016	-0,157	-0,0633	-3,750E-4	-0,004	32,6	0,33	60,100	-2,630	-0,016	0,000	-0,0628	-3,750E-4	0,000	62,9	0,63
60,150	-2,653	-0,016	0,157	-0,0633	-3,750E-4	0,004	32,9	0,33	60,150	-2,631	-0,016	-1,114E-14	-0,0628	-3,750E-4	-2,662E-16	61,4	0,61
60,200	-2,653	0,000	0,000	-0,0633	0,000	0,000	33,1	0,33	60,200	-2,631	-0,016	0,000	-0,0628	-3,750E-4	0,000	57,5	0,57
60,250	-2,653	-0,016	-0,157	-0,0633	-3,750E-4	-0,004	33,6	0,34	60,250	-2,633	-0,016	1,114E-14	-0,0629	-3,750E-4	2,662E-16	55,1	0,55
60,300	-2,655	-0,016	0,157	-0,0634	-3,750E-4	0,004	33,7	0,34	60,300	-2,633	-0,016	0,000	-0,0629	-3,750E-4	0,000	52,0	0,52
60,350	-2,655	0,000	0,157	-0,0634	0,000	0,004	33,9	0,34	60,350	-2,634	-0,016	0,157	-0,0629	-3,750E-4	0,004	50,3	0,50
60,400	-2,655	0,000	-0,157	-0,0634	0,000	-0,004	34,1	0,34	60,400	-2,634	0,000	-1,114E-14	-0,0629	0,000	-2,662E-16	46,6	0,47
60,450	-2,655	-0,016	-0,157	-0,0634	-3,750E-4	-0,004	34,1	0,34	60,450	-2,634	-0,016	-0,157	-0,0629	-3,750E-4	-0,004	45,3	0,45
60,500	-2,656	-0,016	0,157	-0,0634	-3,750E-4	0,004	34,3	0,34	60,500	-2,636	-0,016	0,157	-0,0629	-3,750E-4	0,004	42,2	0,42
60,550	-2,656	0,000	0,157	-0,0634	0,000	0,004	34,2	0,34	60,550	-2,636	0,000	0,000	-0,0629	0,000	0,000	40,9	0,41
60,600	-2,656	0,000	0,000	-0,0634	0,000	0,000	34,5	0,34	60,600	-2,636	-0,016	-0,157	-0,0629	-3,750E-4	-0,004	39,6	0,40
60,650	-2,656	0,000	0,000	-0,0634	0,000	0,000	34,4	0,34	60,650	-2,637	-0,016	-1,114E-14	-0,0630	-3,750E-4	-2,662E-16	35,8	0,36
60,700	-2,656	0,000	-0,157	-0,0634	0,000	-0,004	34,1	0,34	60,700	-2,637	-0,016	0,000	-0,0630	-3,750E-4	0,000	34,4	0,34
60,750	-2,656	-0,016	-0,157	-0,0634	-3,750E-4	-0,004	34,0	0,34	60,750	-2,639	-0,016	0,157	-0,0630	-3,750E-4	0,004	32,5	0,32
60,800	-2,658	-0,016	0,157	-0,0635	-3,750E-4	0,004	34,0	0,34	60,800	-2,639	0,000	0,000	-0,0630	0,000	0,000	31,7	0,32
60,850	-2,658	0,000	0,157	-0,0635	0,000	0,004	34,0	0,34	60,850	-2,639	-0,016	-0,157	-0,0630	-3,750E-4	-0,004	30,2	0,30
60,900	-2,658	0,000	0,000	-0,0635	0,000	0,000	33,8	0,34	60,900	-2,641	-0,016	0,157	-0,0630	-3,750E-4	0,004	29,9	0,30
60,950	-2,658	0,000	-0,157	-0,0635	0,000	-0,004	33,6	0,34	60,950	-2,641	0,000	0,157	-0,0630	0,000	0,004	29,2	0,29
61,000	-2,658	-0,016	-0,157	-0,0635	-3,750E-4	-0,004	33,7	0,34	61,000	-2,641	0,000	-0,157	-0,0630	0,000	-0,004	26,7	0,27
61,050	-2,659	-0,016	0,157	-0,0635	-3,750E-4	0,004	33,2	0,33	61,050	-2,641	-0,016	-0,157	-0,0630	-3,750E-4	-0,004	25,4	0,25
61,100	-2,659	0,000	0,157	-0,0635	0,000	0,004	33,1	0,33	61,100	-2,642	-0,016	0,000	-0,0631	-3,750E-4	0,000	22,8	0,23
61,150	-2,659	0,000	0,000	-0,0635	0,000	0,000	33,2	0,33	61,150	-2,642	-0,016	-1,114E-14	-0,0631	-3,750E-4	-2,662E-16	21,6	0,22
61,200	-2,659	0,000	0,000	-0,0635	0,000	0,000	32,6	0,33	61,200	-2,644	-0,016	0,000	-0,0631	-3,750E-4	0,000	19,8	0,20
61,250	-2,659	0,000	-0,157	-0,0635	0,000	-0,004	32,2	0,32	61,250	-2,644	-0,016	1,114E-14	-0,0631	-3,750E-4	2,662E-16	19,0	0,19
61,300	-2,659	-0,016	-0,157	-0,0635	-3,750E-4	-0,004	31,9	0,32	61,300	-2,645	-0,016	0,000	-0,0632	-3,750E-4	0,000	18,0	0,18
61,350	-2,661	-0,016	0,157	-0,0635	-3,750E-4	0,004	31,5	0,32	61,350	-2,645	-0,016	0,000	-0,0632	-3,750E-4	0,000	16,9	0,17
61,400	-2,661	0,000	0,157	-0,0635	0,000	0,004	31,0	0,31	61,400	-2,647	-0,016	-1,114E-14	-0,0632	-3,750E-4	-2,662E-16	16,3	0,16
61,450	-2,661	0,000	0,000	-0,0635	0,000	0,000	30,7	0,31	61,450	-2,647	-0,016	0,000	-0,0632	-3,750E-4	0,000	15,2	0,15
61,500	-2,661	0,000	0,000	-0,0635	0,000	0,000	30,3	0,30	61,500	-2,648	-0,016	1,114E-14	-0,0632	-3,750E-4	2,662E-16	14,7	0,15
61,550	-2,661	0,000	-0,157	-0,0635	0,000	-0,004	29,9	0,30	61,550	-2,648	-0,016	0,000	-0,0632	-3,750E-4	0,000	14,2	0,14
61,600	-2,661	-0,016	-0,157	-0,0635	-3,750E-4	-0,004	29,5	0,30	61,600	-2,650	-0,016	0,000	-0,0633	-3,750E-4	0,000	13,2	0,13
61,650	-2,663	-0,016	0,157	-0,0636	-3,750E-4	0,004	28,5	0,28	61,650	-2,650	-0,016	-1,114E-14	-0,0633	-3,750E-4	-2,662E-16	12,9	0,13
61,700	-2,663	0,000	0,157	-0,0636	0,000	0,004	28,0	0,28	61,700	-2,652	-0,016	0,000	-0,0633	-3,750E-4	0,000	12,2	0,12
61,750	-2,663	0,000	-0,157	-0,0636	0,000	-0,004	27,0	0,27	61,750	-2,652	-0,016	1,114E-14	-0,0633	-3,750E-4	2,662E-16	11,8	0,12
61,800	-2,663	-0,016	-0,157	-0,0636	-3,750E-4	-0,004	26,3	0,26	61,800	-2,653	-0,016	0,157	-0,0633	-3,750E-4	0,004	11,3	0,11
61,850	-2,664	-0,016	0,000	-0,0636	-3,750E-4	0,000	25,6	0,26	61,850	-2,653	0,000	0,000	-0,0633	0,000	0,000	11,0	0,11
61,900	-2,664	-0,016	-1,114E-14	-0,0636	-3,750E-4	-2,662E-16	23,7	0,24	61,900	-2,653	-0,016	-0,157	-0,0633	-3,750E-4	-0,004	10,8	0,11
61,950	-2,666	-0,016	-1,114E-14	-0,0636	-3,750E-4	-2,662E-16	23,0	0,23	61,950	-2,655	-0,016	0,157	-0,0634	-3,750E-4	0,004	10,4	0,10
62,000	-2,666	-0,016	1,114E-14	-0,0636	-3,750E-4	2,662E-16	21,6	0,22	62,000	-2,655	0,000	1,114E-14	-0,0634	0,000	2,662E-16	10,2	0,10
62,050	-2,667	-0,016	2,231E-14	-0,0637	-3,750E-4	5,329E-16	21,1	0,21	62,050	-2,655	-0,016	-0,157	-0,0634	-3,750E-4	-0,004	9,9	0,10
62,100	-2,667	-0,016	0,000	-0,0637	-3,750E-4	0,000	19,8	0,20	62,100	-2,656	-0,016	0,157	-0,0634	-3,750E-4	0,004	9,7	0,10
62,150	-2,669	-0,016	-2,231E-14	-0,0637	-3,750E-4	-5,329E-16	19,4	0,19	62,150	-2,656	0,000	1,114E-14	-0,0634	0,000	2,662E-16	9,5	0,09
62,200	-2,669	-0,016	0,000	-0,0637	-3,750E-4	0,000	19,3	0,19	62,200	-2,656	-0,016	-0,157	-0,0634	-3,750E-4	-0,004	9,1	0,09
62,250	-2,670	-0,016	0,157	-0,0638	-3,750E-4	0,004	19,0	0,19	62,250	-2,658	-0,016	0,000	-0,0635	-3,750E-4	0,000	8,9	0,09
62,300	-2,670	0,000	0,157	-0,0638	0,000	0,004	18,8	0,19	62,300	-2,658	-0,016	0,000	-0,0635	-3,750E-4	0,000	8,1	0,08
62,350	-2,670	0,000	-0,157	-0,0638	0,000	-0,004	18,8	0,19	62,350	-2,659	-0,016	0,000	-0,0635	-3,750E-4	0,000	7,7	0,08
62,400	-2,670	-0,016	-0,157	-0,0638	-3,750E-4	-0,004	18,7	0,19	62,400	-2,659	-0,016	-0,157	-0,0635	-3,750E-4	-0,004	7,5	0,08
62,450	-2,672	-0,016	0,157	-0,0638	-3,750E-4	0,004	18,7	0,19	62,450	-2,661	-0,031	0,000	-0,0635	-7,500E-4	0,000	7,1	0,07
62,500	-2,672	0,000	0,157	-0,0638	0,000	0,004	18,7	0,19	62,500	-2,663	-0,016	0,157	-0,0636	-3,750E-4	0,004	6,9	0,07
62,550	-2,672	0,000	0,000	-0,0638	0,000	0,000	18,5	0,19	62,550	-2,663	-0,016	-1,114E-14	-0,0636	-3,750E-4	-2,662E-16	6,7	0,07
62,600	-2,672	0,000	0,000	-0,0638	0,000	0,000	18,6	0,19	62,600	-2,664	-0,016	0,157	-0,0636	-3,750E-4	0,004	6,4	0,06
62,650	-2,672	0,000	0,000	-0,0638	0,000	0,000	18,5	0,18	62,650	-2,664	0,000	1,114E-14	-0,0636	0,000	2,662E-16	6,3	0,06
62,700	-2,672	0,000	0,000	-0,0638	0,000	0,000	18,4	0,18	62,700	-2,664	-0,016	-0,157	-0,0636	-3,750E-4	-0,004	6,2	0,06
62,750	-2,672	0,000	0,000	-0,0638	0,000	0,000	18,4	0,18	62,750	-2,666	-0,016	0,157	-0,0636	-3,750E-4	0,004	6,1	0,06
62,800	-2,672	0,000	-0,157	-0,0638	0,000	-0,004	18,3	0,18	62,800	-2,666	0,000	0,157	-0,0636	0,000	0,004	6,1	0,06
62,850	-2,672	-0,016	-0,157	-0,0638	-3,750E-4	-0,004	18,5	0,19	62,850	-2,666	0,000	-0,157	-0,0636	0,000	-0,004	5,9	0,06
62,900	-2,673	-0,016	0,157	-0,0638	-3,750E-4	0,004	18,6	0,19	62,900	-2,666	-0,016	-0,314	-0,0636	-3,750E-4	-0,008	5,9	0,06
62,950	-2,673	0,000	0,157	-0,0638	0,000	0,004	18,9	0,19	62,950	-2,667	-0,031	0,000	-0,0637	-7,500E-4	0,000	5,7	0,06
63,000	-2,673	0,000	-0,157	-0,0638	0,000	-0,004	19,0	0,19	63,000	-2,669	-0,016	0,157	-0,0637	-3,750E-4	0,004	5,7	0,06
63,050	-2,673	-0,016	-0,157	-0,0638	-3,750E-4	-0,004	19,3	0,19	63,050	-2,669	-0,016	0,000	-0,0637	-3,750E-4	0,000	5,6	0,06
63,100	-2,675	-0,016	0,157	-0,0639	-3,750E-4	0,004	19,6	0,20	63,100	-2,670	-0,016	0,000	-0,0638	-3,750E-4	0,000	5,5	0,06
63,150	-2,675	0,000	0,157	-0,0639	0,000	0,004	19,5	0,20	63,150	-2,670	-0,016	-1,114E-14	-0,0638	-3,750E-4	-2,662E-16	5,5	0,05
63,200	-2,675	0,000	0,000	-0,0639	0,000	0,000	19,8	0,20	63,200	-2,672	-0,016	0,157	-0,0638	-3,750E-4	0,004	5,4	0,05
63,250	-2,675	0,000	-0,157	-0,0639	0,000	-0,004	19,9	0,20	63,250	-2,672	0,000	1,114E-14	-0,0638	0,000	2,662E-16	5,4	0,05
63,300	-2,675	-0,016	-0,157	-0,0639	-3,750E-4	-0,004	20,1	0,20	63,300	-2,672	-0,016	-0,157	-0,0638	-3,750E-4	-0,004	5,4	0,05
63,350	-2,677	-0,016	0,000	-0,0639	-3,750E-4	0,000	20,5	0,21	63,350	-2,673	-0,016	0,157	-0,0638	-3,750E-4	0,004	5,3	0,05
63,400	-2,677	-0,016	1,114E-14	-0,0639	-3,750E-4	2,662E-16	21,0	0,21	63,400	-2,673	0,000	1,114E-14	-0,0638	0,000	2,662E-16	5,3	0,05
63,450	-2,678	-0,016	0,157	-0,0639	-3,750E-4	0,004	21,5	0,22	63,450	-2,673	-0,016	-0,157	-0,0638	-3,750E-4	-0,004	5,3	0,05
63,500	-2,678	0,000	0,157	-0,0639	0,000	0,004	21,9	0,22	63,500	-2,675	-0,016	0,000	-0,0639	-3,750E-4	0,000	5,3	0,05
63,550	-2,678	0,000	0,000	-0,0639	0,000	0,000	22,0	0,22	63,550	-2,675	-0,016	2,231E-14	-0,0639	-3,750E-4	5,329E-16	5,3	0,05
63,600	-2,678	0,000	-0,157	-0,0639	0,000	-0,004	22,3	0,22	63,600	-2,677	-0,016	0,157	-0,0639	-3,750E-4	0,004	5,3	0,05
63,650	-2,678	-0,016	-0,157	-0,0639	-3,750E-4	-0,004	22,4	0,22	63,650	-2,677	0,000	0,157	-0,0639	0,000	0,004	5,3	0,05
63,700	-2,680	-0,016	0,157	-0,0640	-3,750E-4	0,004	22,4	0,22	63,700	-2,677	0,000	0,000	-0,0639	0,000	0,000	5,3	0,05
63,750	-2,680	0,000	0,157	-0,0640	0,000	0,004	22,6	0,23	63,750	-2,677	0,000	0,000	-0,0639	0,000	0,000	5,3	0,05
63,800	-2,680	0,000	0,000	-0,0640	0,000	0,000	22,8	0,23	63,800	-2,677	0,000	-0,157	-0,0639	0,000	-0,004	5,3	0,05
63,850	-2,680	0,000	0,000	-0,0640	0,000	0,000	22,8	0,23	63,850	-2,677	-0,016	-0,157	-0,0639	-3,750E-4	-0,004	5,3	0,05
63,900	-2,680	0,000	0,000	-0,0640	0,000	0,000	23,2	0,23	63,900	-2,678	-0,016	0,157	-0,0639	-3,750E-4	0,004	5,3	0,05
63,950	-2,680	0,000	0,000	-0,0640	0,000	0,000	23,2	0,23	63,950	-2,678	0,000	0,157	-0,0639	0,000	0,004	5,3	0,05
64,000	-2,680	0,000	-0,157	-0,0640	0,000	-0,004	23,3	0,23	64,000	-2,678	0,000	-0,157	-0,0639	0,000	-0,004	5,4	0,05
64,050	-2,680	-0,016	-0,157	-0,0640	-3,750E-4	-0,004	23,4	0,23	64,050	-2,678	-0,016	-0,157	-0,0639	-3,750E-4	-0,004	5,4	0,05
