Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
0							0,2	0
0,05	0			0			0,2	0
0,1	0	0		0	0		0,2	0
0,15	0	0	0	0	0	0	0,2	0
0,2	0	0	0	0	0	0	0,2	0
0,25	0	0	0	0	0	0	0,2	0
0,3	0	0	0	0	0	0	0,2	0
0,35	0	0	0	0	0	0	0,2	0
0,4	0	0	0	0	0	0	0,2	0
0,45	0	0	0	0	0	0	0,2	0
0,5	0	0	0	0	0	0	0,2	0
0,55	0	0	0	0	0	0	0,2	0
0,6	0	0	-0,157	0	0	-0,004	0,2	0
0,65	0	-0,016	-0,157	0	-3,75E-04	-0,004	0,2	0
0,7	-0,002	-0,016	0,157	-3,75E-05	-3,75E-04	0,004	0,2	0
0,75	-0,002	0	0,157	-3,75E-05	0	0,004	0,2	0
0,8	-0,002	0	-0,157	-3,75E-05	0	-0,004	0,2	0
0,85	-0,002	-0,016	-0,157	-3,75E-05	-3,75E-04	-0,004	0,2	0
0,9	-0,003	-0,016	0,157	-7,50E-05	-3,75E-04	0,004	0,2	0
0,95	-0,003	0	0,628	-7,50E-05	0	0,015	0,2	0
1	-0,003	0,047	0,157	-7,50E-05	0,001	0,004	0,2	0
1,05	0,002	0,016	-0,942	3,75E-05	3,75E-04	-0,022	0,2	0
1,1	-0,002	-0,047	-0,314	-3,75E-05	-0,001	-0,007	0,2	0
1,15	-0,003	-0,016	0,314	-7,50E-05	-3,75E-04	0,007	0,2	0
1,2	-0,003	-0,016	-3,47E-16	-7,50E-05	-3,75E-04	-7,05E-18	0,2	0
1,25	-0,005	-0,016	0,471	-1,13E-04	-3,75E-04	0,011	0,2	0
1,3	-0,005	0,031	0,471	-1,13E-04	7,50E-04	0,011	0,2	0
1,35	-0,002	0,031	0	-3,75E-05	7,50E-04	0	0,2	0
1,4	-0,002	0,031	0,471	-3,75E-05	7,50E-04	0,011	0,2	0
1,45	0,002	0,079	0,314	3,75E-05	0,002	0,008	0,2	0
1,5	0,006	0,063	-0,314	1,50E-04	0,002	-0,008	0,2	0
1,55	0,008	0,047	-1,25E-15	1,88E-04	0,001	-3,25E-17	0,2	0
1,6	0,011	0,063	-1,39E-16	2,63E-04	0,001	0	0,2	0
1,65	0,014	0,047	0,157	3,38E-04	0,001	0,004	0,2	0
1,7	0,016	0,079	0,471	3,75E-04	0,002	0,011	0,2	0
1,75	0,022	0,094	0,157	5,25E-04	0,002	0,004	0,2	0
1,8	0,025	0,094	-2,91E-15	6,00E-04	0,002	-5,20E-17	0,2	0
1,85	0,031	0,094	-0,314	7,50E-04	0,002	-0,008	0,2	0
1,9	0,035	0,063	-0,157	8,25E-04	0,001	-0,004	0,2	0
1,95	0,038	0,079	0,942	9,00E-04	0,002	0,023	0,2	0
2	0,042	0,157	-1,11E-15	0,001	0,004	-4,34E-17	0,2	0
2,05	0,053	0,079	-1,414	0,0013	0,002	-0,034	0,2	0
2,1	0,05	0,016	0,314	0,0012	3,75E-04	0,007	0,2	0
2,15	0,055	0,11	0,942	0,0013	0,003	0,022	0,2	0
2,2	0,061	0,11	-0,471	0,0015	0,003	-0,011	0,2	0
2,25	0,066	0,063	-0,314	0,0016	0,001	-0,008	0,2	0
2,3	0,068	0,079	0,785	0,0016	0,002	0,019	0,2	0
2,35	0,074	0,141	0,628	0,0018	0,003	0,015	0,2	0
2,4	0,082	0,141	-0,471	0,0019	0,003	-0,011	0,2	0
2,45	0,088	0,094	-0,942	0,0021	0,002	-0,022	0,2	0
2,5	0,091	0,047	-0,471	0,0022	0,001	-0,011	0,2	0
2,55	0,093	0,047	0,471	0,0022	0,001	0,011	0,2	0
2,6	0,096	0,094	0,471	0,0023	0,002	0,011	0,2	0
2,65	0,102	0,094	0,157	0,0024	0,002	0,004	0,2	0
2,7	0,105	0,11	0,314	0,0025	0,003	0,008	0,2	0
2,75	0,113	0,126	-6,25E-15	0,0027	0,003	-1,17E-16	0,2	0
2,8	0,118	0,11	0,157	0,0028	0,003	0,004	0,2	0
2,85	0,124	0,141	-0,157	0,003	0,003	-0,004	0,2	0
2,9	0,132	0,094	-1,1	0,0032	0,002	-0,026	0,2	0
2,95	0,134	0,031	-0,157	0,0032	7,50E-04	-0,004	0,2	0
3	0,135	0,079	0,942	0,0032	0,002	0,023	0,2	0
3,05	0,141	0,126	0,785	0,0034	0,003	0,019	0,2	0
3,1	0,148	0,157	0,314	0,0035	0,004	0,007	0,2	0
3,15	0,157	0,157	-0,471	0,0038	0,004	-0,011	0,2	0
3,2	0,163	0,11	-0,785	0,0039	0,003	-0,019	0,2	0
3,25	0,168	0,079	-0,471	0,004	0,002	-0,011	0,2	0
3,3	0,171	0,063	3,47E-15	0,0041	0,002	4,12E-17	0,2	0
3,35	0,174	0,079	0,471	0,0042	0,002	0,011	0,2	0
3,4	0,179	0,11	0,471	0,0043	0,003	0,011	0,2	0
3,45	0,185	0,126	0,157	0,0044	0,003	0,004	0,2	0
3,5	0,192	0,126	0	0,0046	0,003	0	0,2	0
3,55	0,198	0,126	5,55E-15	0,0047	0,003	1,34E-16	0,2	0
3,6	0,204	0,126	-0,314	0,0049	0,003	-0,007	0,2	0
3,65	0,21	0,094	-0,628	0,005	0,002	-0,015	0,2	0
3,7	0,214	0,063	-0,157	0,0051	0,002	-0,004	0,2	0
3,75	0,217	0,079	0,471	0,0052	0,002	0,011	0,2	0
3,8	0,221	0,11	0,471	0,0053	0,003	0,011	0,2	0
3,85	0,228	0,126	0,157	0,0054	0,003	0,004	0,2	0
3,9	0,234	0,126	-0,157	0,0056	0,003	-0,004	0,2	0
3,95	0,24	0,11	5,55E-15	0,0057	0,003	1,34E-16	0,2	0
4	0,245	0,126	-0,157	0,0059	0,003	-0,004	0,2	0
4,05	0,253	0,094	-0,785	0,006	0,002	-0,019	0,2	0
4,1	0,254	0,047	-0,157	0,0061	0,001	-0,004	0,2	0
4,15	0,258	0,079	0,785	0,0062	0,002	0,019	0,2	0
4,2	0,262	0,126	0,785	0,0063	0,003	0,019	0,2	0
4,25	0,27	0,157	-1,11E-14	0,0065	0,004	-2,69E-16	0,2	0
4,3	0,278	0,126	-0,628	0,0066	0,003	-0,015	0,2	0
4,35	0,283	0,094	1,11E-14	0,0068	0,002	2,69E-16	0,2	0
4,4	0,287	0,126	8,33E-15	0,0069	0,003	2,86E-16	0,2	0
4,45	0,295	0,094	-0,471	0,0071	0,002	-0,011	0,2	0
4,5	0,297	0,079	0,157	0,0071	0,002	0,004	0,2	0
4,55	0,303	0,11	0,314	0,0072	0,003	0,007	0,2	0
4,6	0,308	0,11	0,314	0,0074	0,003	0,008	0,2	0
4,65	0,314	0,141	0,628	0,0075	0,003	0,015	0,2	0
4,7	0,322	0,173	-0,314	0,0077	0,004	-0,008	0,2	0
4,75	0,331	0,11	-1,257	0,0079	0,003	-0,03	0,2	0
4,8	0,333	0,047	-0,471	0,008	0,001	-0,011	0,2	0
4,85	0,336	0,063	0,471	0,008	0,002	0,011	0,2	0
4,9	0,339	0,094	0,785	0,0081	0,002	0,019	0,2	0
4,95	0,346	0,141	0,628	0,0083	0,003	0,015	0,2	0
5	0,353	0,157	-0,157	0,0084	0,004	-0,004	0,2	0
5,05	0,361	0,126	-0,628	0,0086	0,003	-0,015	0,2	0
5,1	0,366	0,094	-0,314	0,0087	0,002	-0,007	0,2	0
5,15	0,371	0,094	-0,157	0,0089	0,002	-0,004	0,2	0
5,2	0,375	0,079	-8,33E-15	0,009	0,002	-2,60E-17	0,2	0
5,25	0,379	0,094	0,471	0,009	0,002	0,011	0,2	0
5,3	0,385	0,126	0,471	0,0092	0,003	0,011	0,2	0
5,35	0,391	0,141	0,157	0,0093	0,003	0,004	0,2	0
5,4	0,399	0,141	-0,314	0,0095	0,003	-0,008	0,2	0
5,45	0,405	0,11	-0,314	0,0097	0,003	-0,008	0,2	0
5,5	0,41	0,11	-0,314	0,0098	0,003	-0,008	0,2	0
5,55	0,416	0,079	-0,314	0,0099	0,002	-0,008	0,2	0
5,6	0,418	0,079	0,471	0,01	0,002	0,011	0,2	0
5,65	0,424	0,126	0,628	0,0101	0,003	0,015	0,2	0
5,7	0,43	0,141	0,157	0,0103	0,003	0,004	0,2	0
5,75	0,438	0,141	-0,314	0,0105	0,003	-0,008	0,2	0
5,8	0,445	0,11	-0,157	0,0106	0,003	-0,004	0,2	0
5,85	0,449	0,126	-0,157	0,0107	0,003	-0,004	0,2	0
5,9	0,457	0,094	-0,785	0,0109	0,002	-0,019	0,2	0
5,95	0,459	0,047	-8,33E-15	0,011	0,001	-2,60E-17	0,2	0
6	0,462	0,094	0,942	0,011	0,002	0,022	0,2	0
6,05	0,468	0,141	0,628	0,0112	0,003	0,015	0,2	0
6,1	0,476	0,157	1,25E-14	0,0114	0,004	2,99E-16	0,2	0
6,15	0,484	0,141	-0,314	0,0116	0,003	-0,007	0,2	0
6,2	0,49	0,126	-0,471	0,0117	0,003	-0,011	0,2	0
6,25	0,496	0,094	-0,628	0,0119	0,002	-0,015	0,2	0
6,3	0,5	0,063	8,33E-15	0,0119	0,002	2,00E-16	0,2	0
6,35	0,503	0,094	0,628	0,012	0,002	0,015	0,2	0
6,4	0,509	0,126	0,471	0,0122	0,003	0,011	0,2	0
6,45	0,515	0,141	-0,157	0,0123	0,003	-0,004	0,2	0
6,5	0,523	0,11	-0,628	0,0125	0,003	-0,015	0,2	0
6,55	0,526	0,079	0,314	0,0126	0,002	0,008	0,2	0
6,6	0,531	0,141	0,314	0,0127	0,003	0,008	0,2	0
6,65	0,54	0,11	-0,785	0,0129	0,003	-0,019	0,2	0
6,7	0,542	0,063	-9,71E-15	0,0129	0,001	-6,07E-17	0,2	0
6,75	0,547	0,11	0,628	0,0131	0,003	0,015	0,2	0
6,8	0,553	0,126	0,157	0,0132	0,003	0,004	0,2	0
6,85	0,559	0,126	-0,314	0,0134	0,003	-0,007	0,2	0
6,9	0,565	0,094	0	0,0135	0,002	-1,74E-16	0,2	0
6,95	0,569	0,126	0,314	0,0136	0,003	0,007	0,2	0
7	0,578	0,126	-0,785	0,0138	0,003	-0,019	0,2	0
7,05	0,581	0,047	-0,471	0,0139	0,001	-0,011	0,2	0
7,1	0,583	0,079	1,1	0,0139	0,002	0,026	0,2	0
7,15	0,589	0,157	0,628	0,0141	0,004	0,015	0,2	0
7,2	0,598	0,141	-0,628	0,0143	0,003	-0,015	0,2	0
7,25	0,603	0,094	-0,471	0,0144	0,002	-0,011	0,2	0
7,3	0,608	0,094	0,157	0,0145	0,002	0,004	0,2	0
7,35	0,613	0,11	0,157	0,0146	0,003	0,004	0,2	0
7,4	0,619	0,11	-0,471	0,0148	0,003	-0,011	0,2	0
7,45	0,624	0,063	-0,471	0,0149	0,001	-0,011	0,2	0
7,5	0,625	0,063	0,471	0,0149	0,001	0,011	0,2	0
7,55	0,63	0,11	0,471	0,015	0,003	0,011	0,2	0
7,6	0,636	0,11	9,71E-15	0,0152	0,003	2,34E-16	0,2	0
7,65	0,641	0,11	-0,157	0,0153	0,003	-0,004	0,2	0
7,7	0,647	0,094	-0,157	0,0155	0,002	-0,004	0,2	0
7,75	0,65	0,094	0,314	0,0155	0,002	0,007	0,2	0
7,8	0,657	0,126	-0,157	0,0157	0,003	-0,004	0,2	0
7,85	0,663	0,079	-0,785	0,0158	0,002	-0,019	0,2	0
7,9	0,664	0,047	0	0,0159	0,001	0	0,2	0
7,95	0,668	0,079	0,628	0,0159	0,002	0,015	0,2	0
8	0,672	0,11	0,157	0,0161	0,003	0,004	0,2	0
8,05	0,679	0,094	-0,314	0,0162	0,002	-0,007	0,2	0
8,1	0,682	0,079	-1,68E-14	0,0163	0,002	-5,20E-17	0,2	0
8,15	0,686	0,094	0,471	0,0164	0,002	0,011	0,2	0
8,2	0,691	0,126	0,471	0,0165	0,003	0,011	0,2	0
8,25	0,699	0,141	-0,471	0,0167	0,003	-0,011	0,2	0
8,3	0,705	0,079	-0,942	0,0168	0,002	-0,023	0,2	0
8,35	0,707	0,047	-1,39E-14	0,0169	0,001	-3,34E-16	0,2	0
8,4	0,71	0,079	0,628	0,017	0,002	0,015	0,2	0
8,45	0,715	0,11	0,157	0,0171	0,003	0,004	0,2	0
8,5	0,721	0,094	-0,471	0,0172	0,002	-0,011	0,2	0
8,55	0,724	0,063	-0,471	0,0173	0,001	-0,011	0,2	0
8,6	0,727	0,047	1,11E-14	0,0174	0,001	6,14E-16	0,2	0
8,65	0,729	0,063	0,785	0,0174	0,002	0,019	0,2	0
8,7	0,734	0,126	0,628	0,0175	0,003	0,015	0,2	0
8,75	0,741	0,126	-0,628	0,0177	0,003	-0,015	0,2	0
8,8	0,746	0,063	-0,785	0,0178	0,002	-0,019	0,2	0
8,85	0,748	0,047	0,157	0,0179	0,001	0,004	0,2	0
8,9	0,751	0,079	0,314	0,0179	0,002	0,008	0,2	0
8,95	0,756	0,079	-0,157	0,018	0,002	-0,004	0,2	0
9	0,759	0,063	0	0,0181	0,001	0	0,2	0
9,05	0,762	0,079	0,314	0,0182	0,002	0,008	0,2	0
9,1	0,767	0,094	0,157	0,0183	0,002	0,004	0,2	0
9,15	0,771	0,094	-0,157	0,0184	0,002	-0,004	0,2	0
9,2	0,776	0,079	-0,314	0,0185	0,002	-0,008	0,2	0
9,25	0,779	0,063	-0,157	0,0186	0,001	-0,004	0,2	0
9,3	0,782	0,063	-0,157	0,0187	0,001	-0,004	0,2	0
9,35	0,785	0,047	-0,157	0,0188	0,001	-0,004	0,3	0
9,4	0,787	0,047	-8,40E-15	0,0188	0,001	-2,00E-16	0,3	0
9,45	0,79	0,047	0,157	0,0189	0,001	0,004	0,3	0
9,5	0,792	0,063	0,628	0,0189	0,002	0,015	0,3	0
9,55	0,796	0,11	0,157	0,019	0,003	0,004	0,3	0
9,6	0,803	0,079	-0,628	0,0192	0,002	-0,015	0,3	0
9,65	0,804	0,047	-0,157	0,0192	0,001	-0,004	0,3	0
9,7	0,807	0,063	0,471	0,0193	0,001	0,011	0,3	0
9,75	0,811	0,094	0,785	0,0194	0,002	0,019	0,3	0
9,8	0,817	0,141	0	0,0195	0,003	0	0,3	0
