Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
0							0,1	8,70E-04
0,05	0			0			0,1	8,54E-04
0,1	0	0		0	0		0,1	8,54E-04
0,15	0	0	0	0	0	0	0,1	8,54E-04
0,2	0	0	0	0	0	0	0,1	8,70E-04
0,25	0	0	0	0	0	0	0,1	8,54E-04
0,3	0	0	0	0	0	0	0,1	8,39E-04
0,35	0	0	0	0	0	0	0,1	8,54E-04
0,4	0	0	0	0	0	0	0,1	8,54E-04
0,45	0	0	0	0	0	0	0,1	8,39E-04
0,5	0	0	0	0	0	0	0,1	8,54E-04
0,55	0	0	-0,157	0	0	-0,004	0,1	8,54E-04
0,6	0	-0,016	0	0	-3,75E-04	0	0,1	8,54E-04
0,65	-0,002	0	0,314	-3,75E-05	0	0,008	0,1	8,39E-04
0,7	0	0,016	0	0	3,75E-04	0	0,1	8,54E-04
0,75	0	0	-0,157	0	0	-0,004	0,1	8,54E-04
0,8	0	0	0	0	0	0	0,1	8,70E-04
0,85	0	0	0	0	0	0	0,1	8,39E-04
0,9	0	0	0	0	0	0	0,1	8,54E-04
0,95	0	0	0,314	0	0	0,008	0,1	8,39E-04
1	0	0,031	0	0	7,50E-04	0	0,1	8,54E-04
1,05	0,003	0	-1,257	7,50E-05	0	-0,03	0,1	8,54E-04
1,1	0	-0,094	-1,1	0	-0,002	-0,026	0,1	8,54E-04
1,15	-0,006	-0,11	-0,314	-1,50E-04	-0,003	-0,007	0,1	8,39E-04
1,2	-0,011	-0,126	0,628	-2,63E-04	-0,003	0,015	0,1	8,54E-04
1,25	-0,019	-0,047	1,571	-4,50E-04	-0,001	0,037	0,1	8,39E-04
1,3	-0,016	0,031	-0,157	-3,75E-04	7,50E-04	-0,004	0,1	8,39E-04
1,35	-0,016	-0,063	-1,728	-3,75E-04	-0,001	-0,041	0,1	8,39E-04
1,4	-0,022	-0,141	-0,785	-5,25E-04	-0,003	-0,019	0,1	8,70E-04
1,45	-0,03	-0,141	0,314	-7,13E-04	-0,003	0,007	0,1	8,54E-04
1,5	-0,036	-0,11	-0,157	-8,63E-04	-0,003	-0,004	0,1	8,85E-04
1,55	-0,041	-0,157	-0,471	-9,75E-04	-0,004	-0,011	0,1	8,70E-04
1,6	-0,052	-0,157	0,628	-0,0012	-0,004	0,015	0,1	8,70E-04
1,65	-0,057	-0,094	1,1	-0,0013	-0,002	0,026	0,1	8,70E-04
1,7	-0,061	-0,047	0,628	-0,0015	-0,001	0,015	0,1	8,70E-04
1,75	-0,061	-0,031	-0,314	-0,0015	-7,50E-04	-0,008	0,1	8,85E-04
