Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
8,650	0,729	0,063	0,785	0,0174	0,002	0,019	0,2	0,00
8,700	0,734	0,126	0,628	0,0175	0,003	0,015	0,2	0,00
8,750	0,741	0,126	-0,628	0,0177	0,003	-0,015	0,2	0,00
8,800	0,746	0,063	-0,785	0,0178	0,002	-0,019	0,2	0,00
8,850	0,748	0,047	0,157	0,0179	0,001	0,004	0,2	0,00
8,900	0,751	0,079	0,314	0,0179	0,002	0,008	0,2	0,00
8,950	0,756	0,079	-0,157	0,0180	0,002	-0,004	0,2	0,00
9,000	0,759	0,063	0,000	0,0181	0,001	0,000	0,2	0,00
9,050	0,762	0,079	0,314	0,0182	0,002	0,008	0,2	0,00
9,100	0,767	0,094	0,157	0,0183	0,002	0,004	0,2	0,00
9,150	0,771	0,094	-0,157	0,0184	0,002	-0,004	0,2	0,00
9,200	0,776	0,079	-0,314	0,0185	0,002	-0,008	0,2	0,00
9,250	0,779	0,063	-0,157	0,0186	0,001	-0,004	0,2	0,00
9,300	0,782	0,063	-0,157	0,0187	0,001	-0,004	0,2	0,00
9,350	0,785	0,047	-0,157	0,0188	0,001	-0,004	0,3	0,00
9,400	0,787	0,047	-8,396E-15	0,0188	0,001	-1,995E-16	0,3	0,00
9,450	0,790	0,047	0,157	0,0189	0,001	0,004	0,3	0,00
9,500	0,792	0,063	0,628	0,0189	0,002	0,015	0,3	0,00
9,550	0,796	0,110	0,157	0,0190	0,003	0,004	0,3	0,00
9,600	0,803	0,079	-0,628	0,0192	0,002	-0,015	0,3	0,00
9,650	0,804	0,047	-0,157	0,0192	0,001	-0,004	0,3	0,00
9,700	0,807	0,063	0,471	0,0193	0,001	0,011	0,3	0,00
9,750	0,811	0,094	0,785	0,0194	0,002	0,019	0,3	0,00
9,800	0,817	0,141	0,000	0,0195	0,003	0,000	0,3	0,00
9,850	0,825	0,094	-1,257	0,0197	0,002	-0,030	0,3	0,00
9,900	0,826	0,016	-0,628	0,0197	3,750E-4	-0,015	0,3	0,00
9,950	0,826	0,031	0,314	0,0197	7,500E-4	0,008	0,3	0,00
10,000	0,829	0,047	5,551E-15	0,0198	0,001	1,334E-16	0,3	0,00
10,050	0,831	0,031	0,000	0,0198	7,500E-4	0,000	0,3	0,00
10,100	0,833	0,047	0,314	0,0199	0,001	0,007	0,3	0,00
10,150	0,836	0,063	0,157	0,0200	0,001	0,004	0,3	0,00
10,200	0,839	0,063	-0,157	0,0200	0,001	-0,004	0,3	0,00
10,250	0,842	0,047	-1,110E-14	0,0201	0,001	8,023E-17	0,3	0,00
10,300	0,844	0,063	0,314	0,0201	0,001	0,008	0,3	0,00
10,350	0,848	0,079	0,157	0,0203	0,002	0,004	0,3	0,00
10,400	0,851	0,079	0,628	0,0203	0,002	0,015	0,2	0,00
10,450	0,856	0,141	0,628	0,0204	0,003	0,015	0,2	0,00
10,500	0,866	0,141	-1,100	0,0207	0,003	-0,026	0,2	0,00
10,550	0,870	0,031	-1,257	0,0208	7,500E-4	-0,030	0,2	0,00
