Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
87,950	-2,923	-0,016	-0,314	-0,0698	-3,750E-4	-0,007	1,2	0,01	87,950	2,641	0,000	0,000	0,0630	0,000	0,000	32,2	0,32
88,000	-2,925	-0,031	-0,157	-0,0698	-7,500E-4	-0,004	1,2	0,01	88,000	2,641	0,000	0,000	0,0630	0,000	0,000	32,4	0,32
88,050	-2,926	-0,031	-4,462E-14	-0,0699	-7,500E-4	-1,066E-15	1,2	0,01	88,050	2,641	0,000	0,000	0,0630	0,000	0,000	32,8	0,33
88,100	-2,928	-0,031	-4,462E-14	-0,0699	-7,500E-4	-1,066E-15	1,2	0,01	88,100	2,641	0,000	0,000	0,0630	0,000	0,000	33,3	0,33
88,150	-2,930	-0,031	0,000	-0,0699	-7,500E-4	0,000	1,2	0,01	88,150	2,641	0,000	0,157	0,0630	0,000	0,004	33,4	0,33
88,200	-2,931	-0,031	4,462E-14	-0,0700	-7,500E-4	1,066E-15	1,1	0,01	88,200	2,641	0,016	0,157	0,0630	3,750E-4	0,004	34,1	0,34
88,250	-2,933	-0,031	4,462E-14	-0,0700	-7,500E-4	1,066E-15	1,1	0,01	88,250	2,642	0,016	-0,157	0,0631	3,750E-4	-0,004	34,4	0,34
88,300	-2,934	-0,031	-4,462E-14	-0,0701	-7,500E-4	-1,066E-15	1,0	0,01	88,300	2,642	0,000	-0,157	0,0631	0,000	-0,004	35,3	0,35
88,350	-2,936	-0,031	-4,462E-14	-0,0701	-7,500E-4	-1,066E-15	0,9	0,01	88,350	2,642	0,000	0,000	0,0631	0,000	0,000	35,5	0,35
88,400	-2,937	-0,031	0,000	-0,0701	-7,500E-4	0,000	0,9	0,01	88,400	2,642	0,000	0,000	0,0631	0,000	0,000	35,6	0,36
88,450	-2,939	-0,031	4,462E-14	-0,0702	-7,500E-4	1,066E-15	0,9	0,01	88,450	2,642	0,000	0,000	0,0631	0,000	0,000	36,1	0,36
88,500	-2,941	-0,031	4,462E-14	-0,0702	-7,500E-4	1,066E-15	0,9	0,01	88,500	2,642	0,000	0,000	0,0631	0,000	0,000	36,5	0,36
88,550	-2,942	-0,031	-4,462E-14	-0,0702	-7,500E-4	-1,066E-15	0,9	0,01	88,550	2,642	0,000	0,000	0,0631	0,000	0,000	37,3	0,37
88,600	-2,944	-0,031	-4,462E-14	-0,0703	-7,500E-4	-1,066E-15	0,9	0,01	88,600	2,642	0,000	0,000	0,0631	0,000	0,000	37,5	0,38
88,650	-2,945	-0,031	0,000	-0,0703	-7,500E-4	0,000	0,9	0,01	88,650	2,642	0,000	0,000	0,0631	0,000	0,000	38,0	0,38
88,700	-2,947	-0,031	0,000	-0,0704	-7,500E-4	0,000	1,0	0,01	88,700	2,642	0,000	0,000	0,0631	0,000	0,000	38,0	0,38
88,750	-2,948	-0,031	-0,157	-0,0704	-7,500E-4	-0,004	1,0	0,01	88,750	2,642	0,000	0,157	0,0631	0,000	0,004	38,8	0,39
88,800	-2,950	-0,047	-0,157	-0,0704	-0,001	-0,004	1,1	0,01	88,800	2,642	0,016	0,157	0,0631	3,750E-4	0,004	39,1	0,39
88,850	-2,953	-0,047	0,314	-0,0705	-0,001	0,007	1,1	0,01	88,850	2,644	0,016	-0,157	0,0631	3,750E-4	-0,004	39,3	0,39
88,900	-2,955	-0,016	0,314	-0,0705	-3,750E-4	0,007	1,1	0,01	88,900	2,644	0,000	-0,157	0,0631	0,000	-0,004	39,3	0,39
88,950	-2,955	-0,016	-0,157	-0,0705	-3,750E-4	-0,004	1,0	0,01	88,950	2,644	0,000	0,000	0,0631	0,000	0,000	39,5	0,39
89,000	-2,956	-0,031	-0,157	-0,0706	-7,500E-4	-0,004	1,0	0,01	89,000	2,644	0,000	0,000	0,0631	0,000	0,000	39,9	0,40
89,050	-2,958	-0,031	-4,462E-14	-0,0706	-7,500E-4	-1,066E-15	1,0	0,01	89,050	2,644	0,000	0,000	0,0631	0,000	0,000	39,9	0,40
89,100	-2,959	-0,031	-4,462E-14	-0,0707	-7,500E-4	-1,066E-15	0,9	0,01	89,100	2,644	0,000	0,000	0,0631	0,000	0,000	40,6	0,41
89,150	-2,961	-0,031	0,000	-0,0707	-7,500E-4	0,000	0,9	0,01	89,150	2,644	0,000	0,000	0,0631	0,000	0,000	40,8	0,41
89,200	-2,963	-0,031	4,462E-14	-0,0707	-7,500E-4	1,066E-15	0,8	0,01	89,200	2,644	0,000	0,000	0,0631	0,000	0,000	41,3	0,41
89,250	-2,964	-0,031	4,462E-14	-0,0708	-7,500E-4	1,066E-15	0,8	0,01	89,250	2,644	0,000	0,000	0,0631	0,000	0,000	41,5	0,42
89,300	-2,966	-0,031	-4,462E-14	-0,0708	-7,500E-4	-1,066E-15	0,8	0,01	89,300	2,644	0,000	0,000	0,0631	0,000	0,000	41,8	0,42
89,350	-2,967	-0,031	-4,462E-14	-0,0708	-7,500E-4	-1,066E-15	0,8	0,01	89,350	2,644	0,000	0,000	0,0631	0,000	0,000	42,5	0,42
89,400	-2,969	-0,031	0,000	-0,0709	-7,500E-4	0,000	0,7	0,01	89,400	2,644	0,000	0,157	0,0631	0,000	0,004	42,9	0,43
89,450	-2,970	-0,031	4,462E-14	-0,0709	-7,500E-4	1,066E-15	0,7	0,01	89,450	2,644	0,016	0,157	0,0631	3,750E-4	0,004	43,4	0,43
89,500	-2,972	-0,031	4,462E-14	-0,0710	-7,500E-4	1,066E-15	0,7	0,01	89,500	2,645	0,016	-0,157	0,0632	3,750E-4	-0,004	43,8	0,44
89,550	-2,974	-0,031	-4,462E-14	-0,0710	-7,500E-4	-1,066E-15	0,8	0,01	89,550	2,645	0,000	-0,157	0,0632	0,000	-0,004	44,3	0,44
89,600	-2,975	-0,031	-0,157	-0,0710	-7,500E-4	-0,004	0,8	0,01	89,600	2,645	0,000	0,000	0,0632	0,000	0,000	44,5	0,45
89,650	-2,977	-0,047	-0,157	-0,0711	-0,001	-0,004	0,8	0,01	89,650	2,645	0,000	0,000	0,0632	0,000	0,000	45,2	0,45
89,700	-2,980	-0,047	0,157	-0,0711	-0,001	0,004	0,8	0,01	89,700	2,645	0,000	0,000	0,0632	0,000	0,000	45,5	0,46
89,750	-2,981	-0,031	0,157	-0,0712	-7,500E-4	0,004	0,8	0,01	89,750	2,645	0,000	0,000	0,0632	0,000	0,000	46,3	0,46
89,800	-2,983	-0,031	-4,462E-14	-0,0712	-7,500E-4	-1,066E-15	0,8	0,01	89,800	2,645	0,000	0,157	0,0632	0,000	0,004	46,9	0,47
89,850	-2,985	-0,031	-0,157	-0,0713	-7,500E-4	-0,004	0,7	0,01	89,850	2,645	0,016	0,157	0,0632	3,750E-4	0,004	47,8	0,48
89,900	-2,986	-0,047	-0,157	-0,0713	-0,001	-0,004	0,7	0,01	89,900	2,647	0,016	-0,157	0,0632	3,750E-4	-0,004	47,9	0,48
89,950	-2,989	-0,047	0,000	-0,0714	-0,001	0,000	0,6	0,01	89,950	2,647	0,000	-0,157	0,0632	0,000	-0,004	48,2	0,48
90,000	-2,991	-0,047	6,696E-14	-0,0714	-0,001	1,598E-15	0,6	0,01	90,000	2,647	0,000	0,000	0,0632	0,000	0,000	49,1	0,49
90,050	-2,994	-0,047	6,696E-14	-0,0715	-0,001	1,598E-15	0,6	0,01	90,050	2,647	0,000	0,000	0,0632	0,000	0,000	49,5	0,49
90,100	-2,996	-0,047	-6,696E-14	-0,0715	-0,001	-1,598E-15	0,6	0,01	90,100	2,647	0,000	0,000	0,0632	0,000	0,000	50,2	0,50
90,150	-2,999	-0,047	-6,696E-14	-0,0716	-0,001	-1,598E-15	0,6	0,01	90,150	2,647	0,000	0,000	0,0632	0,000	0,000	50,5	0,50
90,200	-3,000	-0,047	6,696E-14	-0,0716	-0,001	1,598E-15	0,7	0,01	90,200	2,647	0,000	0,000	0,0632	0,000	0,000	51,0	0,51
90,250	-3,003	-0,047	0,157	-0,0717	-0,001	0,004	0,7	0,01	90,250	2,647	0,000	0,157	0,0632	0,000	0,004	51,1	0,51
90,300	-3,005	-0,031	0,314	-0,0717	-7,500E-4	0,007	0,7	0,01	90,300	2,647	0,016	0,157	0,0632	3,750E-4	0,004	52,0	0,52
90,350	-3,007	-0,016	-8,903E-14	-0,0718	-3,750E-4	-2,454E-15	0,7	0,01	90,350	2,648	0,016	-0,157	0,0632	3,750E-4	-0,004	52,2	0,52
90,400	-3,007	-0,031	-0,314	-0,0718	-7,500E-4	-0,008	0,7	0,01	90,400	2,648	0,000	-0,157	0,0632	0,000	-0,004	52,6	0,53
90,450	-3,010	-0,047	8,903E-14	-0,0719	-0,001	2,454E-15	0,7	0,01	90,450	2,648	0,000	0,000	0,0632	0,000	0,000	52,7	0,53
90,500	-3,011	-0,031	6,696E-14	-0,0719	-7,500E-4	1,598E-15	0,6	0,01	90,500	2,648	0,000	0,000	0,0632	0,000	0,000	53,3	0,53
90,550	-3,013	-0,047	-0,157	-0,0719	-0,001	-0,004	0,6	0,01	90,550	2,648	0,000	0,000	0,0632	0,000	0,000	53,6	0,54
90,600	-3,016	-0,047	0,157	-0,0720	-0,001	0,004	0,6	0,01	90,600	2,648	0,000	0,000	0,0632	0,000	0,000	53,8	0,54
90,650	-3,018	-0,031	0,000	-0,0720	-7,500E-4	0,000	0,6	0,01	90,650	2,648	0,000	0,000	0,0632	0,000	0,000	54,4	0,54
90,700	-3,019	-0,047	-0,314	-0,0721	-0,001	-0,008	0,6	0,01	90,700	2,648	0,000	0,000	0,0632	0,000	0,000	54,8	0,55
90,750	-3,022	-0,063	6,696E-14	-0,0722	-0,001	1,598E-15	0,6	0,01	90,750	2,648	0,000	0,157	0,0632	0,000	0,004	55,5	0,55
90,800	-3,025	-0,047	0,314	-0,0722	-0,001	0,007	0,6	0,01	90,800	2,648	0,016	0,157	0,0632	3,750E-4	0,004	55,8	0,56
90,850	-3,027	-0,031	0,157	-0,0723	-7,500E-4	0,004	0,7	0,01	90,850	2,650	0,016	-0,157	0,0633	3,750E-4	-0,004	56,6	0,57
90,900	-3,028	-0,031	-0,157	-0,0723	-7,500E-4	-0,004	0,7	0,01	90,900	2,650	0,000	-0,157	0,0633	0,000	-0,004	56,8	0,57
90,950	-3,030	-0,047	-0,314	-0,0723	-0,001	-0,008	0,8	0,01	90,950	2,650	0,000	0,000	0,0633	0,000	0,000	57,3	0,57
91,000	-3,033	-0,063	6,696E-14	-0,0724	-0,002	1,598E-15	0,8	0,01	91,000	2,650	0,000	0,000	0,0633	0,000	0,000	57,3	0,57
91,050	-3,036	-0,047	0,157	-0,0725	-0,001	0,004	0,8	0,01	91,050	2,650	0,000	0,000	0,0633	0,000	0,000	57,6	0,58
91,100	-3,038	-0,047	-6,696E-14	-0,0725	-0,001	-1,598E-15	0,8	0,01	91,100	2,650	0,000	0,000	0,0633	0,000	0,000	57,5	0,58
91,150	-3,041	-0,047	0,157	-0,0726	-0,001	0,004	0,7	0,01	91,150	2,650	0,000	0,157	0,0633	0,000	0,004	58,2	0,58
91,200	-3,043	-0,031	0,157	-0,0726	-7,500E-4	0,004	0,7	0,01	91,200	2,650	0,016	0,157	0,0633	3,750E-4	0,004	58,6	0,59
91,250	-3,044	-0,031	4,462E-14	-0,0727	-7,500E-4	1,066E-15	0,6	0,01	91,250	2,652	0,016	-0,157	0,0633	3,750E-4	-0,004	58,6	0,59
91,300	-3,046	-0,031	-4,462E-14	-0,0727	-7,500E-4	-1,066E-15	0,6	0,01	91,300	2,652	0,000	-0,157	0,0633	0,000	-0,004	59,5	0,59
91,350	-3,047	-0,031	-4,462E-14	-0,0728	-7,500E-4	-1,066E-15	0,6	0,01	91,350	2,652	0,000	0,000	0,0633	0,000	0,000	59,6	0,60
91,400	-3,049	-0,031	-0,157	-0,0728	-7,500E-4	-0,004	0,6	0,01	91,400	2,652	0,000	0,000	0,0633	0,000	0,000	59,3	0,59
91,450	-3,050	-0,047	-0,157	-0,0728	-0,001	-0,004	0,6	0,01	91,450	2,652	0,000	0,000	0,0633	0,000	0,000	59,6	0,60
91,500	-3,054	-0,047	6,696E-14	-0,0729	-0,001	1,598E-15	0,7	0,01	91,500	2,652	0,000	0,000	0,0633	0,000	0,000	59,8	0,60
91,550	-3,055	-0,047	-6,696E-14	-0,0729	-0,001	-1,598E-15	0,8	0,01	91,550	2,652	0,000	0,000	0,0633	0,000	0,000	60,4	0,60
91,600	-3,058	-0,047	-6,696E-14	-0,0730	-0,001	-1,598E-15	0,8	0,01	91,600	2,652	0,000	0,000	0,0633	0,000	0,000	60,4	0,60
91,650	-3,060	-0,047	-0,157	-0,0730	-0,001	-0,004	0,8	0,01	91,650	2,652	0,000	0,157	0,0633	0,000	0,004	60,7	0,61
91,700	-3,063	-0,063	0,000	-0,0731	-0,002	0,000	0,8	0,01	91,700	2,652	0,016	0,157	0,0633	3,750E-4	0,004	60,9	0,61
91,750	-3,066	-0,047	0,157	-0,0732	-0,001	0,004	0,8	0,01	91,750	2,653	0,016	-0,157	0,0633	3,750E-4	-0,004	61,0	0,61
91,800	-3,068	-0,047	6,696E-14	-0,0732	-0,001	1,598E-15	0,8	0,01	91,800	2,653	0,000	-0,157	0,0633	0,000	-0,004	61,1	0,61
91,850	-3,071	-0,047	0,157	-0,0733	-0,001	0,004	0,7	0,01	91,850	2,653	0,000	0,000	0,0633	0,000	0,000	61,0	0,61
91,900	-3,072	-0,031	0,157	-0,0734	-7,500E-4	0,004	0,7	0,01	91,900	2,653	0,000	0,000	0,0633	0,000	0,000	61,0	0,61
91,950	-3,074	-0,031	-0,157	-0,0734	-7,500E-4	-0,004	0,7	0,01	91,950	2,653	0,000	0,000	0,0633	0,000	0,000	61,5	0,62
92,000	-3,076	-0,047	-0,157	-0,0734	-0,001	-0,004	0,6	0,01	92,000	2,653	0,000	0,000	0,0633	0,000	0,000	61,4	0,61
92,050	-3,079	-0,047	0,157	-0,0735	-0,001	0,004	0,6	0,01	92,050	2,653	0,000	0,000	0,0633	0,000	0,000	61,4	0,61
92,100	-3,080	-0,031	-6,696E-14	-0,0735	-7,500E-4	-1,598E-15	0,6	0,01	92,100	2,653	0,000	0,000	0,0633	0,000	0,000	61,4	0,61
92,150	-3,082	-0,047	-0,157	-0,0736	-0,001	-0,004	0,6	0,01	92,150	2,653	0,000	0,000	0,0633	0,000	0,000	61,2	0,61
92,200	-3,085	-0,047	0,157	-0,0737	-0,001	0,004	0,7	0,01	92,200	2,653	0,000	0,157	0,0633	0,000	0,004	61,6	0,62
92,250	-3,087	-0,031	0,157	-0,0737	-7,500E-4	0,004	0,7	0,01	92,250	2,653	0,016	0,157	0,0633	3,750E-4	0,004	61,4	0,61
92,300	-3,088	-0,031	-4,462E-14	-0,0737	-7,500E-4	-1,066E-15	0,7	0,01	92,300	2,655	0,016	-0,157	0,0634	3,750E-4	-0,004	62,3	0,62
92,350	-3,090	-0,031	-0,157	-0,0738	-7,500E-4	-0,004	0,7	0,01	92,350	2,655	0,000	-0,157	0,0634	0,000	-0,004	62,3	0,62
92,400	-3,091	-0,047	-4,441E-14	-0,0738	-0,001	-1,388E-15	0,7	0,01	92,400	2,655	0,000	0,000	0,0634	0,000	0,000	62,5	0,63
92,450	-3,094	-0,031	0,157	-0,0739	-7,500E-4	0,004	0,7	0,01	92,450	2,655	0,000	0,000	0,0634	0,000	0,000	62,4	0,62
92,500	-3,094	-0,031	-0,314	-0,0739	-7,500E-4	-0,007	0,6	0,01	92,500	2,655	0,000	0,000	0,0634	0,000	0,000	62,6	0,63
92,550	-3,098	-0,063	-0,314	-0,0739	-0,001	-0,008	0,6	0,01	92,550	2,655	0,000	0,000	0,0634	0,000	0,000	62,4	0,62
92,600	-3,101	-0,063	0,157	-0,0740	-0,002	0,004	0,5	0,01	92,600	2,655	0,000	0,157	0,0634	0,000	0,004	61,9	0,62
92,650	-3,104	-0,047	0,314	-0,0741	-0,001	0,008	0,5	0,01	92,650	2,655	0,016	0,157	0,0634	3,750E-4	0,004	61,7	0,62
92,700	-3,105	-0,031	0,157	-0,0741	-7,500E-4	0,004	0,5	0,01	92,700	2,656	0,016	-0,157	0,0634	3,750E-4	-0,004	61,8	0,62
92,750	-3,107	-0,031	-0,157	-0,0742	-7,500E-4	-0,004	0,5	0,01	92,750	2,656	0,000	-0,157	0,0634	0,000	-0,004	61,6	0,62
92,800	-3,109	-0,047	-0,157	-0,0742	-0,001	-0,004	0,5	0,01	92,800	2,656	0,000	0,000	0,0634	0,000	0,000	61,7	0,62
92,850	-3,112	-0,047	-0,157	-0,0743	-0,001	-0,004	0,5	0,01	92,850	2,656	0,000	0,000	0,0634	0,000	0,000	62,0	0,62
92,900	-3,113	-0,063	-0,157	-0,0743	-0,002	-0,004	0,5	0,01	92,900	2,656	0,000	0,157	0,0634	0,000	0,004	62,1	0,62
92,950	-3,118	-0,063	0,157	-0,0744	-0,002	0,004	0,5	0,01	92,950	2,656	0,016	0,157	0,0634	3,750E-4	0,004	61,8	0,62
93,000	-3,120	-0,047	4,483E-14	-0,0745	-0,001	7,438E-16	0,5	0,00	93,000	2,658	0,016	-0,157	0,0635	3,750E-4	-0,004	61,3	0,61
93,050	-3,123	-0,063	-0,157	-0,0745	-0,001	-0,004	0,5	0,00	93,050	2,658	0,000	-0,157	0,0635	0,000	-0,004	61,3	0,61
93,100	-3,126	-0,063	0,157	-0,0746	-0,002	0,004	0,4	0,00	93,100	2,658	0,000	0,000	0,0635	0,000	0,000	60,9	0,61
93,150	-3,129	-0,047	0,314	-0,0747	-0,001	0,008	0,4	0,00	93,150	2,658	0,000	0,000	0,0635	0,000	0,000	60,9	0,61
93,200	-3,131	-0,031	0,157	-0,0747	-7,500E-4	0,004	0,4	0,00	93,200	2,658	0,000	0,000	0,0635	0,000	0,000	60,8	0,61
93,250	-3,132	-0,031	-0,157	-0,0748	-7,500E-4	-0,004	0,4	0,00	93,250	2,658	0,000	0,000	0,0635	0,000	0,000	60,8	0,61
93,300	-3,134	-0,047	-0,157	-0,0748	-0,001	-0,004	0,4	0,00	93,300	2,658	0,000	0,157	0,0635	0,000	0,004	60,6	0,61
93,350	-3,137	-0,047	-6,696E-14	-0,0749	-0,001	-1,598E-15	0,5	0,00	93,350	2,658	0,016	0,157	0,0635	3,750E-4	0,004	60,6	0,61
93,400	-3,138	-0,047	-0,157	-0,0749	-0,001	-0,004	0,5	0,00	93,400	2,659	0,016	-0,157	0,0635	3,750E-4	-0,004	60,4	0,60
93,450	-3,142	-0,063	-0,314	-0,0750	-0,002	-0,007	0,5	0,00	93,450	2,659	0,000	-0,157	0,0635	0,000	-0,004	60,4	0,60
93,500	-3,145	-0,079	1,336E-13	-0,0751	-0,002	3,519E-15	0,5	0,00	93,500	2,659	0,000	0,000	0,0635	0,000	0,000	60,3	0,60
93,550	-3,149	-0,063	0,157	-0,0752	-0,001	0,004	0,5	0,00	93,550	2,659	0,000	0,000	0,0635	0,000	0,000	60,2	0,60
93,600	-3,151	-0,063	-0,157	-0,0752	-0,002	-0,004	0,4	0,00	93,600	2,659	0,000	0,000	0,0635	0,000	0,000	59,6	0,60
93,650	-3,156	-0,079	-0,157	-0,0753	-0,002	-0,004	0,4	0,00	93,650	2,659	0,000	0,000	0,0635	0,000	0,000	59,1	0,59
93,700	-3,159	-0,079	1,117E-13	-0,0754	-0,002	2,665E-15	0,4	0,00	93,700	2,659	0,000	0,000	0,0635	0,000	0,000	59,5	0,60
93,750	-3,164	-0,079	0,157	-0,0755	-0,002	0,004	0,5	0,01	93,750	2,659	0,000	0,000	0,0635	0,000	0,000	59,1	0,59
93,800	-3,167	-0,063	0,471	-0,0756	-0,001	0,011	0,5	0,01	93,800	2,659	0,000	0,000	0,0635	0,000	0,000	58,9	0,59
93,850	-3,170	-0,031	0,314	-0,0757	-7,500E-4	0,007	0,6	0,01	93,850	2,659	0,000	0,000	0,0635	0,000	0,000	59,0	0,59
93,900	-3,170	-0,031	-0,471	-0,0757	-7,500E-4	-0,011	0,6	0,01	93,900	2,659	0,000	0,157	0,0635	0,000	0,004	57,6	0,58
93,950	-3,173	-0,079	-0,471	-0,0758	-0,002	-0,011	0,6	0,01	93,950	2,659	0,016	0,157	0,0635	3,750E-4	0,004	57,0	0,57
94,000	-3,178	-0,079	0,157	-0,0759	-0,002	0,004	0,5	0,01	94,000	2,661	0,016	-0,157	0,0635	3,750E-4	-0,004	56,6	0,57
94,050	-3,181	-0,063	-1,117E-13	-0,0759	-0,001	-2,665E-15	0,5	0,00	94,050	2,661	0,000	-0,157	0,0635	0,000	-0,004	56,8	0,57
94,100	-3,184	-0,079	-0,314	-0,0760	-0,002	-0,008	0,5	0,00	94,100	2,661	0,000	0,000	0,0635	0,000	0,000	56,3	0,56
94,150	-3,189	-0,094	0,000	-0,0761	-0,002	0,000	0,5	0,00	94,150	2,661	0,000	0,000	0,0635	0,000	0,000	56,0	0,56
94,200	-3,193	-0,079	0,157	-0,0762	-0,002	0,004	0,5	0,01	94,200	2,661	0,000	0,000	0,0635	0,000	0,000	55,6	0,56
94,250	-3,197	-0,079	-0,157	-0,0763	-0,002	-0,004	0,6	0,01	94,250	2,661	0,000	0,000	0,0635	0,000	0,000	55,1	0,55
94,300	-3,201	-0,094	-0,157	-0,0764	-0,002	-0,004	0,5	0,01	94,300	2,661	0,000	0,000	0,0635	0,000	0,000	55,0	0,55
94,350	-3,206	-0,094	0,157	-0,0765	-0,002	0,004	0,5	0,00	94,350	2,661	0,000	0,157	0,0635	0,000	0,004	54,4	0,54
94,400	-3,211	-0,079	0,314	-0,0767	-0,002	0,008	0,4	0,00	94,400	2,661	0,016	0,157	0,0635	3,750E-4	0,004	54,4	0,54
94,450	-3,214	-0,063	0,157	-0,0767	-0,002	0,004	0,4	0,00	94,450	2,663	0,016	-0,157	0,0636	3,750E-4	-0,004	54,1	0,54
94,500	-3,217	-0,063	-0,157	-0,0768	-0,001	-0,004	0,4	0,00	94,500	2,663	0,000	-0,157	0,0636	0,000	-0,004	53,7	0,54
94,550	-3,220	-0,079	-0,157	-0,0769	-0,002	-0,004	0,4	0,00	94,550	2,663	0,000	0,000	0,0636	0,000	0,000	52,6	0,53
94,600	-3,225	-0,079	-1,117E-13	-0,0770	-0,002	-2,665E-15	0,4	0,00	94,600	2,663	0,000	0,000	0,0636	0,000	0,000	52,4	0,52
94,650	-3,228	-0,079	0,314	-0,0771	-0,002	0,008	0,4	0,00	94,650	2,663	0,000	0,157	0,0636	0,000	0,004	51,4	0,51
94,700	-3,233	-0,047	0,628	-0,0772	-0,001	0,015	0,4	0,00	94,700	2,663	0,016	0,157	0,0636	3,750E-4	0,004	51,1	0,51
94,750	-3,233	-0,016	-0,157	-0,0772	-3,750E-4	-0,004	0,4	0,00	94,750	2,664	0,016	-0,157	0,0636	3,750E-4	-0,004	50,1	0,50
94,800	-3,234	-0,063	-0,314	-0,0772	-0,001	-0,008	0,4	0,00	94,800	2,664	0,000	-0,157	0,0636	0,000	-0,004	49,7	0,50
94,850	-3,239	-0,047	0,628	-0,0773	-0,001	0,015	0,4	0,00	94,850	2,664	0,000	0,000	0,0636	0,000	0,000	49,3	0,49
94,900	-3,239	0,000	0,157	-0,0773	0,000	0,004	0,4	0,00	94,900	2,664	0,000	0,000	0,0636	0,000	0,000	48,4	0,48
94,950	-3,239	-0,031	-0,471	-0,0773	-7,500E-4	-0,011	0,4	0,00	94,950	2,664	0,000	0,000	0,0636	0,000	0,000	47,9	0,48
95,000	-3,242	-0,047	-0,314	-0,0774	-0,001	-0,007	0,4	0,00	95,000	2,664	0,000	0,157	0,0636	0,000	0,004	47,0	0,47
95,050	-3,244	-0,063	-0,314	-0,0774	-0,001	-0,007	0,4	0,00	95,050	2,664	0,016	0,157	0,0636	3,750E-4	0,004	46,8	0,47
95,100	-3,248	-0,079	-1,336E-13	-0,0776	-0,002	-3,519E-15	0,4	0,00	95,100	2,666	0,016	-0,157	0,0636	3,750E-4	-0,004	46,2	0,46
95,150	-3,252	-0,063	0,157	-0,0776	-0,002	0,004	0,4	0,00	95,150	2,666	0,000	-0,157	0,0636	0,000	-0,004	45,6	0,46
95,200	-3,255	-0,063	8,923E-14	-0,0777	-0,002	2,132E-15	0,4	0,00	95,200	2,666	0,000	0,000	0,0636	0,000	0,000	45,3	0,45
95,250	-3,258	-0,063	8,923E-14	-0,0778	-0,001	2,132E-15	0,3	0,00	95,250	2,666	0,000	0,000	0,0636	0,000	0,000	45,0	0,45
95,300	-3,261	-0,063	-8,923E-14	-0,0779	-0,001	-2,132E-15	0,3	0,00	95,300	2,666	0,000	0,000	0,0636	0,000	0,000	43,6	0,44
95,350	-3,264	-0,063	-0,157	-0,0779	-0,002	-0,004	0,3	0,00	95,350	2,666	0,000	0,000	0,0636	0,000	0,000	43,0	0,43
95,400	-3,267	-0,079	-0,314	-0,0780	-0,002	-0,008	0,4	0,00	95,400	2,666	0,000	0,157	0,0636	0,000	0,004	42,4	0,42
95,450	-3,272	-0,094	-0,314	-0,0781	-0,002	-0,007	0,4	0,00	95,450	2,666	0,016	0,157	0,0636	3,750E-4	0,004	41,5	0,42
95,500	-3,277	-0,110	-0,157	-0,0782	-0,003	-0,004	0,4	0,00	95,500	2,667	0,016	-0,157	0,0637	3,750E-4	-0,004	41,4	0,41
95,550	-3,283	-0,110	0,471	-0,0784	-0,003	0,011	0,4	0,00	95,550	2,667	0,000	-0,157	0,0637	0,000	-0,004	40,9	0,41
95,600	-3,288	-0,063	0,314	-0,0785	-0,002	0,007	0,4	0,00	95,600	2,667	0,000	0,000	0,0637	0,000	0,000	40,4	0,40
95,650	-3,289	-0,079	-0,471	-0,0785	-0,002	-0,011	0,4	0,00	95,650	2,667	0,000	0,000	0,0637	0,000	0,000	39,7	0,40
95,700	-3,296	-0,110	6,731E-14	-0,0787	-0,003	1,277E-15	0,4	0,00	95,700	2,667	0,000	0,000	0,0637	0,000	0,000	39,2	0,39
95,750	-3,300	-0,079	0,314	-0,0788	-0,002	0,008	0,4	0,00	95,750	2,667	0,000	0,000	0,0637	0,000	0,000	38,0	0,38
95,800	-3,303	-0,079	-0,314	-0,0789	-0,002	-0,008	0,5	0,00	95,800	2,667	0,000	0,157	0,0637	0,000	0,004	37,1	0,37
95,850	-3,308	-0,110	-0,471	-0,0790	-0,003	-0,011	0,5	0,00	95,850	2,667	0,016	0,157	0,0637	3,750E-4	0,004	35,7	0,36
95,900	-3,314	-0,126	0,000	-0,0791	-0,003	0,000	0,4	0,00	95,900	2,669	0,016	-0,157	0,0637	3,750E-4	-0,004	35,1	0,35
95,950	-3,321	-0,110	0,157	-0,0793	-0,003	0,004	0,4	0,00	95,950	2,669	0,000	-0,157	0,0637	0,000	-0,004	34,6	0,35
96,000	-3,325	-0,110	-0,157	-0,0794	-0,003	-0,004	0,4	0,00	96,000	2,669	0,000	0,000	0,0637	0,000	0,000	34,0	0,34
96,050	-3,332	-0,126	-1,563E-13	-0,0795	-0,003	-3,730E-15	0,4	0,00	96,050	2,669	0,000	0,000	0,0637	0,000	0,000	33,6	0,34
