Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit2 (s)	Winkel2 (rad)	Winkelgeschwindigkeit2 (rad/s)	Winkelbeschleunigung2 (rad/s²)	Position2 (m)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beleuchtungsstärke2 (lux)	Relative Intensität2	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Beleuchtungsstärke (lux)	Relative Intensität
0,000							0,1	8,70E-4	0,000							0,3	0,00
0,050	0,000			0,0000			0,1	8,54E-4	0,050	0,000			0,0000			0,3	0,00
0,100	0,000	0,000		0,0000	0,000		0,1	8,54E-4	0,100	0,000	0,000		0,0000	0,000		0,3	0,00
0,150	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,150	0,000	0,000	0,000	0,0000	0,000	0,000	0,3	0,00
0,200	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,70E-4	0,200	0,000	0,000	0,000	0,0000	0,000	0,000	0,3	0,00
0,250	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,250	0,000	0,000	-0,157	0,0000	0,000	-0,004	0,3	0,00
0,300	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,39E-4	0,300	0,000	-0,016	-0,471	0,0000	-3,750E-4	-0,011	0,3	0,00
0,350	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,350	-0,002	-0,047	-0,785	-3,7500E-5	-0,001	-0,019	0,3	0,00
0,400	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,400	-0,005	-0,094	-0,785	-1,1250E-4	-0,002	-0,019	0,3	0,00
0,450	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,39E-4	0,450	-0,011	-0,126	0,314	-2,6250E-4	-0,003	0,008	0,3	0,00
0,500	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,500	-0,017	-0,063	1,257	-4,1250E-4	-0,001	0,030	0,3	0,00
0,550	0,000	0,000	-0,157	0,0000	0,000	-0,004	0,1	8,54E-4	0,550	-0,017	0,000	0,628	-4,1250E-4	0,000	0,015	0,3	0,00
0,600	0,000	-0,016	0,000	0,0000	-3,750E-4	0,000	0,1	8,54E-4	0,600	-0,017	0,000	2,199	-4,1250E-4	0,000	0,052	0,3	0,00
0,650	-0,002	0,000	0,314	-3,7500E-5	0,000	0,008	0,1	8,39E-4	0,650	-0,017	0,220	1,728	-4,1250E-4	0,005	0,041	0,3	0,00
0,700	0,000	0,016	0,000	0,0000	3,750E-4	0,000	0,1	8,54E-4	0,700	0,005	0,173	-2,513	1,1250E-4	0,004	-0,060	0,3	0,00
0,750	0,000	0,000	-0,157	0,0000	0,000	-0,004	0,1	8,54E-4	0,750	2,602E-18	-0,031	-2,042	9,4868E-20	-7,500E-4	-0,049	0,3	0,00
0,800	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,70E-4	0,800	0,002	-0,031	-0,157	3,7500E-5	-7,500E-4	-0,004	0,3	0,00
0,850	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,39E-4	0,850	-0,003	-0,047	0,785	-7,5000E-5	-0,001	0,019	0,3	0,00
0,900	0,000	0,000	0,000	0,0000	0,000	0,000	0,1	8,54E-4	0,900	-0,003	0,047	1,728	-7,5000E-5	0,001	0,041	0,3	0,00
0,950	0,000	0,000	0,314	0,0000	0,000	0,008	0,1	8,39E-4	0,950	0,002	0,126	0,157	3,7500E-5	0,003	0,004	0,3	0,00
1,000	0,000	0,031	0,000	0,0000	7,500E-4	0,000	0,1	8,54E-4	1,000	0,009	0,063	-1,100	2,2500E-4	0,002	-0,026	0,3	0,00
1,050	0,003	0,000	-1,257	7,5000E-5	0,000	-0,030	0,1	8,54E-4	1,050	0,008	0,016	-0,157	1,8750E-4	3,750E-4	-0,004	0,3	0,00
1,100	0,000	-0,094	-1,100	0,0000	-0,002	-0,026	0,1	8,54E-4	1,100	0,011	0,047	0,942	2,6250E-4	0,001	0,022	0,3	0,00
1,150	-0,006	-0,110	-0,314	-1,5000E-4	-0,003	-0,007	0,1	8,39E-4	1,150	0,013	0,110	0,471	3,0000E-4	0,003	0,011	0,3	0,00
1,200	-0,011	-0,126	0,628	-2,6250E-4	-0,003	0,015	0,1	8,54E-4	1,200	0,022	0,094	-0,157	5,2500E-4	0,002	-0,004	0,3	0,00
1,250	-0,019	-0,047	1,571	-4,5000E-4	-0,001	0,037	0,1	8,39E-4	1,250	0,022	0,094	0,628	5,2500E-4	0,002	0,015	0,3	0,00
1,300	-0,016	0,031	-0,157	-3,7500E-4	7,500E-4	-0,004	0,1	8,39E-4	1,300	0,031	0,157	0,157	7,5000E-4	0,004	0,004	0,3	0,00
1,350	-0,016	-0,063	-1,728	-3,7500E-4	-0,001	-0,041	0,1	8,39E-4	1,350	0,038	0,110	-0,471	9,0000E-4	0,003	-0,011	0,3	0,00
1,400	-0,022	-0,141	-0,785	-5,2500E-4	-0,003	-0,019	0,1	8,70E-4	1,400	0,042	0,110	-0,157	0,0010	0,003	-0,004	0,3	0,00
1,450	-0,030	-0,141	0,314	-7,1250E-4	-0,003	0,007	0,1	8,54E-4	1,450	0,049	0,094	-0,314	0,0012	0,002	-0,007	0,3	0,00
1,500	-0,036	-0,110	-0,157	-8,6250E-4	-0,003	-0,004	0,1	8,85E-4	1,500	0,052	0,079	0,314	0,0012	0,002	0,007	0,3	0,00
1,550	-0,041	-0,157	-0,471	-9,7500E-4	-0,004	-0,011	0,1	8,70E-4	1,550	0,057	0,126	0,471	0,0013	0,003	0,011	0,3	0,00
1,600	-0,052	-0,157	0,628	-0,0012	-0,004	0,015	0,1	8,70E-4	1,600	0,064	0,126	-0,157	0,0015	0,003	-0,004	0,3	0,00
1,650	-0,057	-0,094	1,100	-0,0013	-0,002	0,026	0,1	8,70E-4	1,650	0,069	0,110	0,314	0,0016	0,003	0,008	0,3	0,00
1,700	-0,061	-0,047	0,628	-0,0015	-0,001	0,015	0,1	8,70E-4	1,700	0,075	0,157	0,314	0,0018	0,004	0,008	0,3	0,00
1,750	-0,061	-0,031	-0,314	-0,0015	-7,500E-4	-0,008	0,1	8,85E-4	1,750	0,085	0,141	-0,314	0,0020	0,003	-0,007	0,3	0,00
1,800	-0,064	-0,079	-1,100	-0,0015	-0,002	-0,026	0,1	8,70E-4	1,800	0,090	0,126	-0,785	0,0021	0,003	-0,019	0,3	0,00
1,850	-0,069	-0,141	-0,628	-0,0016	-0,003	-0,015	0,1	8,85E-4	1,850	0,097	0,063	-1,100	0,0023	0,001	-0,026	0,3	0,00
1,900	-0,079	-0,141	-0,157	-0,0019	-0,003	-0,004	0,1	9,16E-4	1,900	0,096	0,016	0,785	0,0023	3,750E-4	0,019	0,3	0,00
1,950	-0,083	-0,157	-0,628	-0,0020	-0,004	-0,015	0,1	9,00E-4	1,950	0,099	0,141	2,513	0,0024	0,003	0,060	0,3	0,00
2,000	-0,094	-0,204	0,942	-0,0022	-0,005	0,023	0,1	8,85E-4	2,000	0,110	0,267	0,628	0,0026	0,006	0,015	0,3	0,00
2,050	-0,104	-0,063	1,885	-0,0025	-0,001	0,045	0,1	9,16E-4	2,050	0,126	0,204	-1,257	0,0030	0,005	-0,030	0,3	0,00
2,100	-0,101	-0,016	-0,471	-0,0024	-3,750E-4	-0,011	0,1	9,16E-4	2,100	0,130	0,141	-1,571	0,0031	0,003	-0,037	0,3	0,00
2,150	-0,105	-0,110	-1,414	-0,0025	-0,003	-0,034	0,1	9,00E-4	2,150	0,140	0,047	-1,414	0,0033	0,001	-0,034	0,3	0,00
2,200	-0,112	-0,157	-1,257	-0,0027	-0,004	-0,030	0,1	9,00E-4	2,200	0,135	0,000	1,414	0,0032	0,000	0,034	0,3	0,00
2,250	-0,121	-0,236	-0,785	-0,0029	-0,006	-0,019	0,1	9,00E-4	2,250	0,140	0,188	3,142	0,0033	0,005	0,075	0,3	0,00
2,300	-0,135	-0,236	1,257	-0,0032	-0,006	0,030	0,1	9,00E-4	2,300	0,154	0,314	-0,628	0,0037	0,007	-0,015	0,3	0,00
2,350	-0,145	-0,110	2,042	-0,0035	-0,003	0,049	0,1	9,00E-4	2,350	0,171	0,126	-2,670	0,0041	0,003	-0,064	0,3	0,00
2,400	-0,146	-0,031	0,785	-0,0035	-7,500E-4	0,019	0,1	9,16E-4	2,400	0,167	0,047	-0,157	0,0040	0,001	-0,004	0,3	0,00
2,450	-0,148	-0,031	-1,100	-0,0035	-7,500E-4	-0,026	0,1	9,16E-4	2,450	0,176	0,110	0,314	0,0042	0,003	0,008	0,3	0,00
2,500	-0,149	-0,141	-2,199	-0,0036	-0,003	-0,053	0,1	9,31E-4	2,500	0,178	0,079	0,628	0,0042	0,002	0,015	0,3	0,00
2,550	-0,162	-0,251	-0,942	-0,0039	-0,006	-0,022	0,1	9,00E-4	2,550	0,184	0,173	1,728	0,0044	0,004	0,041	0,3	0,00
2,600	-0,174	-0,236	0,471	-0,0042	-0,006	0,011	0,1	9,16E-4	2,600	0,195	0,251	-0,471	0,0047	0,006	-0,011	0,3	0,00
2,650	-0,185	-0,204	0,942	-0,0044	-0,005	0,022	0,1	9,31E-4	2,650	0,209	0,126	-1,414	0,0050	0,003	-0,034	0,3	0,00
2,700	-0,195	-0,141	1,414	-0,0047	-0,003	0,034	0,1	9,16E-4	2,700	0,207	0,110	-0,157	0,0050	0,003	-0,004	0,3	0,00
2,750	-0,199	-0,063	0,942	-0,0048	-0,001	0,023	0,1	9,31E-4	2,750	0,220	0,110	-0,785	0,0052	0,003	-0,019	0,3	0,00
2,800	-0,201	-0,047	-0,942	-0,0048	-0,001	-0,022	0,1	9,16E-4	2,800	0,218	0,031	0,628	0,0052	7,500E-4	0,015	0,3	0,00
2,850	-0,204	-0,157	-1,257	-0,0049	-0,004	-0,030	0,1	9,31E-4	2,850	0,223	0,173	2,042	0,0053	0,004	0,049	0,3	0,00
2,900	-0,217	-0,173	-6,939E-15	-0,0052	-0,004	-8,240E-17	0,1	9,31E-4	2,900	0,236	0,236	-0,314	0,0056	0,006	-0,007	0,3	0,00
2,950	-0,221	-0,157	0,471	-0,0053	-0,004	0,011	0,1	9,16E-4	2,950	0,247	0,141	-1,571	0,0059	0,003	-0,037	0,3	0,00
3,000	-0,232	-0,126	1,257	-0,0055	-0,003	0,030	0,1	9,31E-4	3,000	0,250	0,079	-0,471	0,0060	0,002	-0,011	0,3	0,00
3,050	-0,234	-0,031	0,314	-0,0056	-7,500E-4	0,008	0,1	9,16E-4	3,050	0,254	0,094	0,157	0,0061	0,002	0,004	0,3	0,00
3,100	-0,236	-0,094	-1,885	-0,0056	-0,002	-0,045	0,1	9,16E-4	3,100	0,259	0,094	0,785	0,0062	0,002	0,019	0,3	0,00
3,150	-0,243	-0,220	-1,257	-0,0058	-0,005	-0,030	0,1	9,46E-4	3,150	0,264	0,173	0,785	0,0063	0,004	0,019	0,3	0,00
3,200	-0,258	-0,220	0,628	-0,0062	-0,005	0,015	0,1	9,46E-4	3,200	0,276	0,173	-1,100	0,0066	0,004	-0,026	0,3	0,00
3,250	-0,265	-0,157	1,100	-0,0063	-0,004	0,026	0,1	9,46E-4	3,250	0,281	0,063	-0,471	0,0067	0,002	-0,011	0,3	0,00
3,300	-0,273	-0,110	0,942	-0,0065	-0,003	0,022	0,1	9,31E-4	3,300	0,283	0,126	0,942	0,0067	0,003	0,022	0,3	0,00
3,350	-0,276	-0,063	-0,157	-0,0066	-0,002	-0,004	0,1	9,77E-4	3,350	0,294	0,157	-0,157	0,0070	0,004	-0,004	0,3	0,00
3,400	-0,280	-0,126	-1,100	-0,0067	-0,003	-0,026	0,1	9,77E-4	3,400	0,298	0,110	-0,471	0,0071	0,003	-0,011	0,3	0,00
3,450	-0,289	-0,173	-0,785	-0,0069	-0,004	-0,019	0,1	9,61E-4	3,450	0,305	0,110	0,157	0,0073	0,003	0,004	0,3	0,00
3,500	-0,297	-0,204	-0,157	-0,0071	-0,005	-0,004	0,1	9,77E-4	3,500	0,309	0,126	0,785	0,0074	0,003	0,019	0,3	0,00
3,550	-0,309	-0,188	1,100	-0,0074	-0,004	0,026	0,1	9,61E-4	3,550	0,317	0,188	0,314	0,0076	0,005	0,007	0,3	0,00
3,600	-0,316	-0,094	1,257	-0,0075	-0,002	0,030	0,1	9,77E-4	3,600	0,328	0,157	-1,100	0,0078	0,004	-0,026	0,3	0,00
3,650	-0,319	-0,063	-8,327E-15	-0,0076	-0,002	-2,862E-16	0,1	9,77E-4	3,650	0,333	0,079	-1,100	0,0079	0,002	-0,026	0,3	0,00
3,700	-0,322	-0,094	-0,785	-0,0077	-0,002	-0,019	0,1	9,61E-4	3,700	0,336	0,047	0,000	0,0080	0,001	0,000	0,3	0,00
3,750	-0,328	-0,141	-0,785	-0,0078	-0,003	-0,019	0,1	9,61E-4	3,750	0,338	0,079	1,414	0,0081	0,002	0,034	0,3	0,00
3,800	-0,336	-0,173	-0,157	-0,0080	-0,004	-0,004	0,1	9,61E-4	3,800	0,344	0,188	2,670	0,0082	0,005	0,064	0,3	0,00
3,850	-0,346	-0,157	0,471	-0,0083	-0,004	0,011	0,1	9,46E-4	3,850	0,357	0,346	-0,785	0,0085	0,008	-0,019	0,3	0,00
3,900	-0,352	-0,126	0,157	-0,0084	-0,003	0,004	0,1	9,46E-4	3,900	0,379	0,110	-3,927	0,0090	0,003	-0,094	0,3	0,00
3,950	-0,358	-0,141	-0,314	-0,0086	-0,003	-0,008	0,1	9,31E-4	3,950	0,368	-0,047	-0,471	0,0088	-0,001	-0,011	0,3	0,00
4,000	-0,366	-0,157	1,249E-14	-0,0087	-0,004	2,992E-16	0,1	9,31E-4	4,000	0,374	0,063	1,728	0,0089	0,002	0,041	0,3	0,00
4,050	-0,374	-0,141	0,471	-0,0089	-0,003	0,011	0,1	9,46E-4	4,050	0,374	0,126	1,885	0,0089	0,003	0,045	0,3	0,00
4,100	-0,380	-0,110	0,157	-0,0091	-0,003	0,004	0,1	9,31E-4	4,100	0,386	0,251	1,885	0,0092	0,006	0,045	0,3	0,00
4,150	-0,385	-0,126	0,157	-0,0092	-0,003	0,004	0,1	9,46E-4	4,150	0,399	0,314	-1,257	0,0095	0,008	-0,030	0,3	0,00
4,200	-0,393	-0,094	0,000	-0,0094	-0,002	0,000	0,1	9,46E-4	4,200	0,418	0,126	-3,456	0,0100	0,003	-0,083	0,3	0,00
4,250	-0,394	-0,126	-0,942	-0,0094	-0,003	-0,022	0,1	9,31E-4	4,250	0,412	-0,031	-0,314	0,0098	-7,500E-4	-0,008	0,3	0,00
4,300	-0,405	-0,188	-0,314	-0,0097	-0,004	-0,007	0,1	9,61E-4	4,300	0,415	0,094	1,100	0,0099	0,002	0,026	0,3	0,00
4,350	-0,413	-0,157	0,471	-0,0099	-0,004	0,011	0,1	9,77E-4	4,350	0,421	0,079	0,942	0,0101	0,002	0,023	0,3	0,00
4,400	-0,421	-0,141	-1,388E-14	-0,0101	-0,003	-3,339E-16	0,1	9,77E-4	4,400	0,423	0,188	2,042	0,0101	0,005	0,049	0,3	0,00
4,450	-0,427	-0,157	0,157	-0,0102	-0,004	0,004	0,1	9,61E-4	4,450	0,440	0,283	0,314	0,0105	0,007	0,008	0,3	0,00
4,500	-0,437	-0,126	0,628	-0,0104	-0,003	0,015	0,1	9,77E-4	4,500	0,451	0,220	-1,728	0,0108	0,005	-0,041	0,3	0,00
4,550	-0,440	-0,094	-0,157	-0,0105	-0,002	-0,004	0,1	9,77E-4	4,550	0,462	0,110	-1,571	0,0110	0,003	-0,038	0,3	0,00
4,600	-0,446	-0,141	-0,471	-0,0107	-0,003	-0,011	0,1	9,61E-4	4,600	0,462	0,063	0,314	0,0110	0,002	0,008	0,3	0,00
4,650	-0,454	-0,141	-0,157	-0,0108	-0,003	-0,004	0,1	9,61E-4	4,650	0,468	0,141	0,942	0,0112	0,003	0,023	0,3	0,00
4,700	-0,460	-0,157	-0,628	-0,0110	-0,004	-0,015	0,1	0,00	4,700	0,476	0,157	0,157	0,0114	0,004	0,004	0,3	0,00
4,750	-0,470	-0,204	1,388E-14	-0,0112	-0,005	3,339E-16	0,1	0,00	4,750	0,484	0,157	-1,388E-14	0,0116	0,004	-3,339E-16	0,3	0,00
4,800	-0,481	-0,157	1,414	-0,0115	-0,004	0,034	0,1	0,00	4,800	0,492	0,157	-0,471	0,0117	0,004	-0,011	0,3	0,00
4,850	-0,485	-0,063	0,785	-0,0116	-0,001	0,019	0,1	0,00	4,850	0,500	0,110	-0,471	0,0119	0,003	-0,011	0,3	0,00
4,900	-0,487	-0,079	-0,785	-0,0116	-0,002	-0,019	0,1	9,61E-4	4,900	0,503	0,110	0,628	0,0120	0,003	0,015	0,3	0,00
4,950	-0,493	-0,141	-0,785	-0,0118	-0,003	-0,019	0,1	9,31E-4	4,950	0,511	0,173	0,471	0,0122	0,004	0,011	0,3	0,00
5,000	-0,501	-0,157	-0,157	-0,0120	-0,004	-0,004	0,1	9,16E-4	5,000	0,520	0,157	0,471	0,0124	0,004	0,011	0,3	0,00
5,050	-0,509	-0,157	0,628	-0,0122	-0,004	0,015	0,1	9,16E-4	5,050	0,526	0,220	0,157	0,0126	0,005	0,004	0,3	0,00
5,100	-0,517	-0,094	0,471	-0,0123	-0,002	0,011	0,1	9,00E-4	5,100	0,542	0,173	-1,885	0,0129	0,004	-0,045	0,3	0,00
5,150	-0,518	-0,110	-1,100	-0,0124	-0,003	-0,026	0,1	9,00E-4	5,150	0,543	0,031	-0,942	0,0130	7,500E-4	-0,023	0,3	0,00
5,200	-0,528	-0,204	-0,628	-0,0126	-0,005	-0,015	0,1	9,16E-4	5,200	0,545	0,079	1,257	0,0130	0,002	0,030	0,3	0,00
5,250	-0,539	-0,173	0,785	-0,0129	-0,004	0,019	0,1	9,16E-4	5,250	0,551	0,157	0,628	0,0132	0,004	0,015	0,3	0,00
5,300	-0,545	-0,126	0,628	-0,0130	-0,003	0,015	0,1	9,31E-4	5,300	0,561	0,141	0,628	0,0134	0,003	0,015	0,3	0,00
5,350	-0,551	-0,110	0,157	-0,0132	-0,003	0,004	0,1	9,46E-4	5,350	0,565	0,220	-0,785	0,0135	0,005	-0,019	0,3	0,00
5,400	-0,556	-0,110	-0,157	-0,0133	-0,003	-0,004	0,1	9,61E-4	5,400	0,583	0,063	-2,670	0,0139	0,001	-0,064	0,3	0,00
5,450	-0,562	-0,126	-0,157	-0,0134	-0,003	-0,004	0,1	9,46E-4	5,450	0,572	-0,047	0,471	0,0137	-0,001	0,011	0,3	0,00
5,500	-0,569	-0,126	0,157	-0,0136	-0,003	0,004	0,1	9,61E-4	5,500	0,578	0,110	1,728	0,0138	0,003	0,041	0,3	0,00
5,550	-0,575	-0,110	-0,314	-0,0137	-0,003	-0,008	0,1	9,77E-4	5,550	0,583	0,126	0,942	0,0139	0,003	0,023	0,3	0,00
5,600	-0,580	-0,157	-0,942	-0,0138	-0,004	-0,023	0,1	9,92E-4	5,600	0,591	0,204	1,728	0,0141	0,005	0,041	0,3	0,00
5,650	-0,591	-0,204	0,471	-0,0141	-0,005	0,011	0,1	9,92E-4	5,650	0,603	0,298	-0,157	0,0144	0,007	-0,004	0,3	0,00
5,700	-0,600	-0,110	1,100	-0,0143	-0,003	0,026	0,1	9,77E-4	5,700	0,620	0,188	-2,199	0,0148	0,005	-0,053	0,3	0,00
5,750	-0,602	-0,094	-0,314	-0,0144	-0,002	-0,007	0,1	9,92E-4	5,750	0,622	0,079	-1,414	0,0149	0,002	-0,034	0,3	0,00
5,800	-0,609	-0,141	-0,314	-0,0146	-0,003	-0,008	0,1	9,92E-4	5,800	0,628	0,047	-0,471	0,0150	0,001	-0,011	0,3	0,00
5,850	-0,616	-0,126	-0,157	-0,0147	-0,003	-0,004	0,1	9,92E-4	5,850	0,627	0,031	1,414	0,0150	7,500E-4	0,034	0,3	0,00
5,900	-0,622	-0,157	-0,471	-0,0149	-0,004	-0,011	0,1	9,92E-4	5,900	0,631	0,188	2,827	0,0151	0,005	0,068	0,3	0,00
5,950	-0,631	-0,173	0,471	-0,0151	-0,004	0,011	0,1	9,77E-4	5,950	0,646	0,314	-0,314	0,0154	0,008	-0,008	0,3	0,00
6,000	-0,639	-0,110	1,257	-0,0153	-0,003	0,030	0,1	9,92E-4	6,000	0,663	0,157	-2,513	0,0158	0,004	-0,060	0,3	0,00
6,050	-0,642	-0,047	0,157	-0,0153	-0,001	0,004	0,1	9,92E-4	6,050	0,661	0,063	-0,785	0,0158	0,002	-0,019	0,3	0,00
6,100	-0,644	-0,094	-1,257	-0,0154	-0,002	-0,030	0,1	0,00	6,100	0,669	0,079	5,551E-15	0,0160	0,002	1,344E-16	0,3	0,00
6,150	-0,652	-0,173	-0,942	-0,0156	-0,004	-0,023	0,1	9,77E-4	6,150	0,669	0,063	1,100	0,0160	0,002	0,026	0,3	0,00
6,200	-0,661	-0,188	-0,157	-0,0158	-0,005	-0,004	0,1	9,77E-4	6,200	0,675	0,188	2,827	0,0161	0,005	0,067	0,3	0,00
6,250	-0,671	-0,188	0,314	-0,0160	-0,004	0,008	0,1	9,77E-4	6,250	0,688	0,346	-0,628	0,0164	0,008	-0,015	0,3	0,00
6,300	-0,680	-0,157	0,942	-0,0162	-0,004	0,022	0,1	9,77E-4	6,300	0,710	0,126	-3,927	0,0170	0,003	-0,094	0,3	0,00
6,350	-0,686	-0,094	0,785	-0,0164	-0,002	0,019	0,1	9,77E-4	6,350	0,701	-0,047	-0,471	0,0167	-0,001	-0,011	0,3	0,00
6,400	-0,690	-0,079	-0,314	-0,0165	-0,002	-0,008	0,1	9,77E-4	6,400	0,705	0,079	1,728	0,0168	0,002	0,041	0,3	0,00
6,450	-0,694	-0,126	-0,628	-0,0166	-0,003	-0,015	0,1	0,00	6,450	0,708	0,126	1,257	0,0169	0,003	0,030	0,3	0,00
6,500	-0,702	-0,141	-0,314	-0,0168	-0,003	-0,007	0,1	9,77E-4	6,500	0,718	0,204	1,728	0,0171	0,005	0,041	0,3	0,00
6,550	-0,708	-0,157	-0,314	-0,0169	-0,004	-0,008	0,1	9,77E-4	6,550	0,729	0,298	-0,785	0,0174	0,007	-0,019	0,3	0,00
6,600	-0,718	-0,173	0,157	-0,0171	-0,004	0,004	0,1	9,92E-4	6,600	0,748	0,126	-3,142	0,0179	0,003	-0,075	0,3	0,00
6,650	-0,726	-0,141	0,942	-0,0173	-0,003	0,023	0,1	9,92E-4	6,650	0,741	-0,016	-0,314	0,0177	-3,750E-4	-0,007	0,3	0,00
6,700	-0,732	-0,079	0,785	-0,0175	-0,002	0,019	0,1	9,61E-4	6,700	0,746	0,094	1,728	0,0178	0,002	0,041	0,3	0,00
6,750	-0,734	-0,063	-0,471	-0,0175	-0,002	-0,011	0,1	9,61E-4	6,750	0,751	0,157	1,100	0,0179	0,004	0,026	0,3	0,00
6,800	-0,738	-0,126	-1,100	-0,0176	-0,003	-0,026	0,1	9,61E-4	6,800	0,762	0,204	2,513	0,0182	0,005	0,060	0,3	0,00
6,850	-0,746	-0,173	-0,471	-0,0178	-0,004	-0,011	0,1	9,61E-4	6,850	0,771	0,408	1,804E-14	0,0184	0,010	7,806E-16	0,3	0,00
6,900	-0,756	-0,173	0,157	-0,0180	-0,004	0,004	0,1	9,77E-4	6,900	0,803	0,204	-5,812	0,0192	0,005	-0,139	0,3	0,00
6,950	-0,763	-0,157	0,628	-0,0182	-0,004	0,015	0,1	9,46E-4	6,950	0,792	-0,173	-2,356	0,0189	-0,004	-0,056	0,3	0,00
7,000	-0,771	-0,110	0,942	-0,0184	-0,003	0,023	0,1	9,46E-4	7,000	0,785	-0,031	3,613	0,0188	-7,500E-4	0,086	0,3	0,00
7,050	-0,774	-0,063	0,314	-0,0185	-0,001	0,007	0,1	9,61E-4	7,050	0,789	0,188	3,456	0,0188	0,004	0,083	0,3	0,00
7,100	-0,778	-0,079	-0,785	-0,0186	-0,002	-0,019	0,1	9,46E-4	7,100	0,804	0,314	1,257	0,0192	0,008	0,030	0,3	0,00
7,150	-0,782	-0,141	-1,414	-0,0187	-0,003	-0,034	0,1	9,77E-4	7,150	0,820	0,314	-1,885	0,0196	0,008	-0,045	0,3	0,00
7,200	-0,792	-0,220	-0,942	-0,0189	-0,005	-0,022	0,1	9,61E-4	7,200	0,836	0,126	-3,770	0,0200	0,003	-0,090	0,3	0,00
7,250	-0,804	-0,236	1,257	-0,0192	-0,006	0,030	0,1	9,92E-4	7,250	0,833	-0,063	-1,100	0,0199	-0,001	-0,026	0,3	0,00
7,300	-0,815	-0,094	1,885	-0,0195	-0,002	0,045	0,1	9,92E-4	7,300	0,829	0,016	2,356	0,0198	3,750E-4	0,056	0,3	0,00
7,350	-0,814	-0,047	-0,628	-0,0194	-0,001	-0,015	0,1	9,92E-4	7,350	0,834	0,173	2,356	0,0199	0,004	0,056	0,3	0,00
7,400	-0,820	-0,157	-1,257	-0,0196	-0,004	-0,030	0,1	0,00	7,400	0,847	0,251	0,471	0,0202	0,006	0,011	0,3	0,00
7,450	-0,829	-0,173	-0,471	-0,0198	-0,004	-0,011	0,1	0,00	7,450	0,859	0,220	-1,414	0,0205	0,005	-0,034	0,3	0,00
7,500	-0,837	-0,204	-0,157	-0,0200	-0,005	-0,004	0,1	0,00	7,500	0,869	0,110	-1,728	0,0207	0,003	-0,041	0,3	0,00
7,550	-0,850	-0,188	1,257	-0,0203	-0,005	0,030	0,1	0,00	7,550	0,870	0,047	-0,314	0,0208	0,001	-0,008	0,3	0,00
7,600	-0,856	-0,079	1,100	-0,0204	-0,002	0,026	0,1	0,00	7,600	0,873	0,079	1,257	0,0209	0,002	0,030	0,3	0,00
7,650	-0,858	-0,079	-0,628	-0,0205	-0,002	-0,015	0,1	0,00	7,650	0,878	0,173	1,414	0,0210	0,004	0,034	0,3	0,00
7,700	-0,864	-0,141	-0,785	-0,0206	-0,003	-0,019	0,1	0,00	7,700	0,891	0,220	0,628	0,0213	0,005	0,015	0,3	0,00
7,750	-0,872	-0,157	-0,157	-0,0208	-0,004	-0,004	0,1	0,00	7,750	0,900	0,236	-0,785	0,0215	0,006	-0,019	0,3	0,00
7,800	-0,880	-0,157	-0,157	-0,0210	-0,004	-0,004	0,1	0,00	7,800	0,914	0,141	-2,356	0,0218	0,003	-0,056	0,3	0,00
7,850	-0,888	-0,173	-0,314	-0,0212	-0,004	-0,008	0,1	0,00	7,850	0,914	0,000	-1,100	0,0218	0,000	-0,026	0,3	0,00
7,900	-0,897	-0,188	0,314	-0,0214	-0,005	0,007	0,1	0,00	7,900	0,914	0,031	1,414	0,0218	7,500E-4	0,034	0,3	0,00
7,950	-0,906	-0,141	0,785	-0,0216	-0,003	0,019	0,1	0,00	7,950	0,917	0,141	2,513	0,0219	0,003	0,060	0,3	0,00
8,000	-0,911	-0,110	-0,157	-0,0218	-0,003	-0,004	0,1	0,00	8,000	0,928	0,283	2,042	0,0222	0,007	0,049	0,3	0,00
8,050	-0,917	-0,157	-0,157	-0,0219	-0,004	-0,004	0,1	0,00	8,050	0,946	0,346	-1,728	0,0226	0,008	-0,041	0,3	0,00
8,100	-0,927	-0,126	0,628	-0,0221	-0,003	0,015	0,1	0,00	8,100	0,963	0,110	-4,398	0,0230	0,003	-0,105	0,3	0,00
