4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
22,480	47,93	-0,11	-1,29E-4	22,480	50,74	-0,01	-0,43	22,480	53,22	-0,12	-2,38
22,500	47,73	-0,10	0,01	22,500	50,71	-0,02	-0,42	22,500	52,98	-0,20	-2,40
22,520	47,52	-0,11	-0,22	22,520	50,66	-0,03	-0,54	22,520	52,41	-0,21	1,18
22,540	47,30	-0,11	-0,12	22,540	50,59	-0,04	-0,55	22,540	52,12	-0,15	-0,22
22,560	47,07	-0,11	0,11	22,560	50,49	-0,05	-0,43	22,560	51,80	-0,22	-1,92
22,580	46,85	-0,11	0,12	22,580	50,39	-0,06	-0,43	22,580	51,23	-0,23	0,88
22,600	46,64	-0,11	-0,11	22,600	50,25	-0,07	-0,43	22,600	50,87	-0,19	0,73
22,620	46,42	-0,11	-0,01	22,620	50,12	-0,08	-0,44	22,620	50,48	-0,20	-0,44
22,640	46,20	-0,11	0,11	22,640	49,94	-0,09	-0,32	22,640	50,06	-0,21	-0,32
22,660	45,99	-0,11	-0,01	22,660	49,77	-0,09	-0,43	22,660	49,65	-0,21	-0,33
22,680	45,77	-0,11	0,11	22,680	49,59	-0,10	-0,45	22,680	49,21	-0,22	-0,21
22,700	45,56	-0,10	0,11	22,700	49,36	-0,11	-0,09	22,700	48,78	-0,22	-0,34
22,720	45,35	-0,10	-0,01	22,720	49,16	-0,11	-0,31	22,720	48,31	-0,23	-0,12
22,740	45,15	-0,10	0,10	22,740	48,94	-0,12	-0,45	22,740	47,85	-0,23	0,12
22,760	44,94	-0,10	0,22	22,760	48,68	-0,12	-0,10	22,760	47,40	-0,23	-0,10
22,780	44,75	-0,09	0,11	22,780	48,44	-0,12	-0,22	22,780	46,94	-0,23	-0,23
22,800	44,56	-0,09	0,10	22,800	48,18	-0,13	-0,23	22,800	46,47	-0,24	-0,01
22,820	44,37	-0,09	0,22	22,820	47,90	-0,13	0,01	22,820	45,99	-0,23	0,11
22,840	44,20	-0,09	0,11	22,840	47,65	-0,13	-0,11	22,840	45,54	-0,23	-0,01
22,860	44,03	-0,09	0,09	22,860	47,37	-0,14	-0,12	22,860	45,06	-0,23	0,21
22,880	43,85	-0,08	0,32	22,880	47,10	-0,14	3,41E-13	22,880	44,61	-0,22	0,33
22,900	43,70	-0,07	0,34	22,900	46,82	-0,14	-0,01	22,900	44,16	-0,22	0,22
22,920	43,56	-0,07	0,11	22,920	46,54	-0,14	0,11	22,920	43,73	-0,22	0,21
22,940	43,42	-0,07	0,10	22,940	46,27	-0,13	0,11	22,940	43,30	-0,21	0,32
22,960	43,28	-0,06	0,22	22,960	46,01	-0,13	-0,01	22,960	42,89	-0,20	0,43
22,980	43,16	-0,06	0,21	22,980	45,73	-0,13	0,10	22,980	42,49	-0,19	0,43
23,000	43,04	-0,06	0,32	23,000	45,48	-0,13	0,22	23,000	42,11	-0,19	0,42
23,020	42,94	-0,05	0,33	23,020	45,22	-0,13	0,22	23,020	41,75	-0,18	0,53
23,040	42,85	-0,04	0,22	23,040	44,98	-0,12	0,21	23,040	41,40	-0,16	0,66
23,060	42,76	-0,04	0,22	23,060	44,73	-0,12	0,32	23,060	41,09	-0,15	0,43
23,080	42,69	-0,03	0,21	23,080	44,51	-0,11	0,44	23,080	40,80	-0,15	0,41
23,100	42,62	-0,03	0,32	23,100	44,30	-0,10	0,33	23,100	40,50	-0,13	0,76
23,120	42,57	-0,02	0,44	23,120	44,11	-0,09	0,21	23,120	40,26	-0,12	0,65
23,140	42,54	-0,01	0,34	23,140	43,92	-0,09	0,32	23,140	40,04	-0,11	0,53
23,160	42,52	-0,01	0,10	23,160	43,75	-0,08	0,43	23,160	39,83	-0,10	0,64
23,180	42,50	-0,01	0,21	23,180	43,59	-0,07	0,43	23,180	39,65	-0,08	0,75
23,200	42,48	-2,66E-4	0,33	23,200	43,45	-0,07	0,43	23,200	39,50	-0,07	0,87
23,220	42,50	0,00	0,21	23,220	43,33	-0,06	0,43	23,220	39,39	-0,05	0,65
23,240	42,50	0,01	0,32	23,240	43,23	-0,05	0,43	23,240	39,31	-0,04	0,53
23,260	42,53	0,02	0,33	23,260	43,14	-0,04	0,42	23,260	39,24	-0,03	0,75
23,280	42,57	0,02	0,21	23,280	43,07	-0,03	0,54	23,280	39,20	-0,01	0,86
23,300	42,62	0,03	0,32	23,300	43,02	-0,02	0,54	23,300	39,20	0,01	0,87
23,320	42,67	0,03	0,33	23,320	43,00	-0,01	0,43	23,320	39,23	0,03	0,65
23,340	42,75	0,04	0,21	23,340	42,98	-5,38E-4	0,43	23,340	39,30	0,03	0,52
23,360	42,82	0,04	0,33	23,360	43,00	0,01	0,42	23,360	39,36	0,05	0,87
23,380	42,92	0,05	0,22	23,380	43,01	0,02	0,54	23,380	39,48	0,07	0,76
23,400	43,03	0,05	0,09	23,400	43,06	0,03	0,54	23,400	39,64	0,08	0,53
23,420	43,13	0,06	0,32	23,420	43,13	0,04	0,43	23,420	39,79	0,09	0,64
23,440	43,25	0,06	0,34	23,440	43,22	0,05	0,43	23,440	40,00	0,10	0,64
23,460	43,39	0,07	0,10	23,460	43,32	0,06	0,43	23,460	40,20	0,12	0,76
23,480	43,52	0,07	0,21	23,480	43,44	0,06	0,44	23,480	40,46	0,13	0,55
23,500	43,66	0,08	0,34	23,500	43,57	0,07	0,32	23,500	40,73	0,14	0,31
23,520	43,83	0,08	0,11	23,520	43,73	0,08	0,32	23,520	41,00	0,15	0,54
23,540	43,99	0,08	0,10	23,540	43,88	0,09	0,44	23,540	41,31	0,16	0,54
23,560	44,16	0,09	0,21	23,560	44,07	0,09	0,32	23,560	41,64	0,17	0,43
23,580	44,33	0,09	0,24	23,580	44,26	0,10	0,32	23,580	41,98	0,18	0,43
23,600	44,52	0,10	-0,12	23,600	44,46	0,11	0,33	23,600	42,34	0,18	0,44
23,620	44,71	0,09	0,07	23,620	44,69	0,11	0,21	23,620	42,72	0,19	0,33
23,640	44,86	0,10	0,68	23,640	44,91	0,12	0,21	23,640	43,11	0,20	0,21
23,660	45,10	0,11	0,13	23,660	45,15	0,12	0,21	23,660	43,51	0,20	0,21
23,680	45,31	0,10	-0,24	23,680	45,39	0,12	0,23	23,680	43,92	0,21	0,21
23,700	45,51	0,10	0,11	23,700	45,65	0,13	-1,55E-4	23,700	44,33	0,21	0,22
23,720	45,72	0,11	0,11	23,720	45,91	0,12	-0,01	23,720	44,76	0,21	0,12
23,740	45,94	0,11	-0,01	23,740	46,15	0,13	0,23	23,740	45,19	0,22	-0,11
23,760	46,15	0,11	0,11	23,760	46,42	0,13	0,01	23,760	45,62	0,21	-0,01
23,780	46,37	0,11	0,11	23,780	46,68	0,13	-0,11	23,780	46,03	0,21	0,24
23,800	46,60	0,11	0,01	23,800	46,94	0,13	3,47E-14	23,800	46,48	0,22	-0,10
23,820	46,82	0,11	-0,11	23,820	47,20	0,13	0,01	23,820	46,91	0,21	-0,22
23,840	47,05	0,11	-0,11	23,840	47,45	0,13	-0,10	23,840	47,32	0,21	-0,10
23,860	47,25	0,11	0,01	23,860	47,71	0,12	-0,22	23,860	47,75	0,21	-0,21
23,880	47,47	0,11	-0,11	23,880	47,95	0,12	-0,10	23,880	48,15	0,20	-0,21
23,900	47,68	0,10	-0,01	23,900	48,19	0,12	-0,21	23,900	48,56	0,20	-0,32
23,920	47,89	0,11	0,12	23,920	48,44	0,11	-0,33	23,920	48,94	0,19	-0,33
23,940	48,11	0,11	-0,10	23,940	48,64	0,11	-0,21	23,940	49,32	0,19	-0,21
23,960	48,32	0,10	-0,22	23,960	48,87	0,10	-0,21	23,960	49,68	0,18	-0,31
23,980	48,53	0,10	-0,11	23,980	49,06	0,10	-0,20	23,980	50,05	0,17	-0,54
24,000	48,71	0,10	-0,10	24,000	49,27	0,10	-0,42	24,000	50,37	0,16	-0,44
24,020	48,92	0,09	-0,22	24,020	49,44	0,08	-0,55	24,020	50,68	0,16	-0,39
24,040	49,09	0,09	-0,11	24,040	49,59	0,07	-0,33	24,040	50,99	0,14	0,54
24,060	49,28	0,09	-0,10	24,060	49,73	0,07	-0,20	24,060	51,26	0,18	0,70
24,080	49,45	0,09	-0,21	24,080	49,87	0,07	-0,42	24,080	51,70	0,17	-1,60
24,100	49,63	0,08	-0,21	24,100	49,99	0,05	-0,55	24,100	51,95	0,11	-2,03
24,120	49,78	0,08	-0,21	24,120	50,08	0,04	-0,42	24,120	52,15	0,09	0,84
24,140	49,94	0,07	-0,21	24,140	50,17	0,04	-0,55	24,140	52,31	0,15	1,42
24,160	50,08	0,07	-0,21	24,160	50,22	0,02	-0,44	24,160	52,74	0,15	-1,91
24,180	50,22	0,06	-0,21	24,180	50,26	0,02	-0,31	24,180	52,90	0,07	-2,37
24,200	50,34	0,06	-0,21	24,200	50,29	0,01	-0,54	24,200	53,02	0,05	-0,77
24,220	50,46	0,06	-0,21	24,220	50,29	0,00	-0,55	24,220	53,11	0,04	-0,54
24,240	50,56	0,05	-0,21	24,240	50,28	-0,01	-0,43	24,240	53,18	0,03	-0,53
24,260	50,66	0,05	-0,32	24,260	50,24	-0,02	-0,43	24,260	53,23	0,02	-0,64
24,280	50,75	0,04	-0,33	24,280	50,19	-0,03	-0,43	24,280	53,25	0,01	-0,64
24,300	50,82	0,03	-0,21	24,300	50,13	-0,04	-0,43	24,300	53,25	-0,01	-0,76
24,320	50,89	0,03	-0,32	24,320	50,04	-0,05	-0,43	24,320	53,22	-0,03	-0,67
24,340	50,94	0,02	-0,33	24,340	49,94	-0,06	-0,44	24,340	53,15	-0,03	-0,18
24,360	50,98	0,02	-0,21	24,360	49,82	-0,06	-0,32	24,360	53,09	-0,03	-2,14
24,380	51,01	0,01	-0,32	24,380	49,68	-0,07	-0,31	24,380	53,02	-0,12	-2,52
24,400	51,03	0,00	-0,33	24,400	49,55	-0,08	-0,43	24,400	52,61	-0,13	1,20
24,420	51,03	3,19E-4	-0,21	24,420	49,38	-0,09	-0,44	24,420	52,49	-0,07	1,08
24,440	51,03	0,00	-0,21	24,440	49,21	-0,09	-0,33	24,440	52,32	-0,09	-0,56
24,460	51,02	-0,01	-0,32	24,460	49,00	-0,10	-0,21	24,460	52,13	-0,09	-0,12
24,480	51,00	-0,02	-0,33	24,480	48,81	-0,10	-0,33	24,480	51,94	-0,09	-1,50
24,500	50,95	-0,02	-0,21	24,500	48,59	-0,11	-0,22	24,500	51,75	-0,15	-1,80
24,520	50,92	-0,03	-0,32	24,520	48,36	-0,11	-0,11	24,520	51,33	-0,17	0,86
24,540	50,85	-0,03	-0,32	24,540	48,14	-0,12	-0,12	24,540	51,08	-0,12	0,96
24,560	50,78	-0,04	-0,32	24,560	47,90	-0,12	0,01	24,560	50,85	-0,13	-0,45
24,580	50,70	-0,05	-0,34	24,580	47,68	-0,12	-0,21	24,580	50,57	-0,14	-0,22
24,600	50,59	-0,05	-0,11	24,600	47,44	-0,12	-0,34	24,600	50,30	-0,14	-0,10
24,620	50,49	-0,05	-0,09	24,620	47,18	-0,13	-0,01	24,620	50,02	-0,14	-0,22
24,640	50,39	-0,06	-0,32	24,640	46,92	-0,12	0,11	24,640	49,73	-0,15	-0,12
24,660	50,27	-0,06	-0,33	24,660	46,68	-0,12	-0,01	24,660	49,44	-0,15	-6,94E-14
24,680	50,13	-0,07	-0,22	24,680	46,42	-0,13	0,11	24,680	49,14	-0,15	0,01
24,700	49,99	-0,07	-0,22	24,700	46,18	-0,12	0,11	24,700	48,85	-0,15	-0,11
24,720	49,84	-0,08	-0,22	24,720	45,94	-0,12	0,10	24,720	48,56	-0,15	-0,12
24,740	49,69	-0,08	-0,22	24,740	45,70	-0,12	0,22	24,740	48,25	-0,15	0,11
24,760	49,51	-0,09	-0,11	24,760	45,47	-0,11	0,11	24,760	47,96	-0,15	0,12
24,780	49,34	-0,09	-0,09	24,780	45,25	-0,11	0,09	24,780	47,66	-0,15	-0,01
24,800	49,17	-0,09	-0,33	24,800	45,03	-0,11	0,32	24,800	47,37	-0,15	0,09
24,820	48,98	-0,10	-0,23	24,820	44,82	-0,10	0,33	24,820	47,08	-0,14	0,32
24,840	48,78	-0,10	-6,94E-14	24,840	44,63	-0,09	0,21	24,840	46,80	-0,13	0,34
24,860	48,59	-0,10	0,01	24,860	44,44	-0,09	0,32	24,860	46,54	-0,13	0,11
24,880	48,38	-0,10	-0,10	24,880	44,27	-0,08	0,44	24,880	46,29	-0,13	0,09
24,900	48,19	-0,10	-0,22	24,900	44,11	-0,07	0,32	24,900	46,03	-0,13	0,32
24,920	47,97	-0,11	-0,12	24,920	43,97	-0,07	0,32	24,920	45,78	-0,12	0,32
24,940	47,76	-0,11	-2,04E-13	24,940	43,83	-0,06	0,44	24,940	45,56	-0,11	0,32
24,960	47,54	-0,11	0,01	24,960	43,73	-0,05	0,32	24,960	45,33	-0,10	0,33
24,980	47,33	-0,11	-0,11	24,980	43,62	-0,05	0,42	24,980	45,15	-0,10	0,21
25,000	47,11	-0,11	-0,01	25,000	43,54	-0,03	0,54	25,000	44,94	-0,10	0,32
25,020	46,88	-0,11	0,12	25,020	43,48	-0,03	0,43	25,020	44,77	-0,09	0,43
25,040	46,68	-0,11	-0,11	25,040	43,43	-0,02	0,43	25,040	44,59	-0,08	0,43
25,060	46,46	-0,11	-0,01	25,060	43,41	-0,01	0,43	25,060	44,45	-0,07	0,43
25,080	46,23	-0,11	0,23	25,080	43,39	-5,43E-4	0,43	25,080	44,31	-0,06	0,44
25,100	46,02	-0,10	0,01	25,100	43,41	0,01	0,43	25,100	44,21	-0,05	0,33
25,120	45,82	-0,11	-0,12	25,120	43,43	0,02	0,43	25,120	44,11	-0,05	0,21
25,140	45,59	-0,11	0,11	25,140	43,48	0,03	0,42	25,140	44,02	-0,04	0,31
25,160	45,39	-0,10	0,11	25,160	43,53	0,03	0,54	25,160	43,93	-0,04	0,54
25,180	45,18	-0,10	0,10	25,180	43,61	0,05	0,44	25,180	43,88	-0,02	0,55
25,200	44,97	-0,10	0,22	25,200	43,72	0,05	0,32	25,200	43,84	-0,01	0,33
25,220	44,78	-0,09	0,22	25,220	43,82	0,06	0,44	25,220	43,83	-0,01	0,21
25,240	44,59	-0,09	0,11	25,240	43,95	0,07	0,32	25,240	43,81	0,00	0,32
25,260	44,42	-0,09	-0,01	25,260	44,09	0,07	0,32	25,260	43,81	0,00	0,44
25,280	44,23	-0,09	0,21	25,280	44,24	0,08	0,44	25,280	43,82	0,01	0,33
25,300	44,06	-0,08	0,34	25,300	44,42	0,09	0,33	25,300	43,86	0,02	0,21
25,320	43,90	-0,08	0,11	25,320	44,60	0,09	0,21	25,320	43,89	0,02	0,32
25,340	43,75	-0,08	0,09	25,340	44,79	0,10	0,32	25,340	43,94	0,03	0,33
25,360	43,59	-0,07	0,33	25,360	45,00	0,11	0,34	25,360	44,01	0,03	0,21
25,380	43,45	-0,06	0,22	25,380	45,22	0,11	0,11	25,380	44,08	0,04	0,21
25,400	43,34	-0,06	0,09	25,400	45,44	0,11	0,11	25,400	44,16	0,04	0,21
25,420	43,20	-0,06	0,32	25,420	45,67	0,12	0,11	25,420	44,25	0,05	0,22
25,440	43,09	-0,05	0,33	25,440	45,91	0,12	0,10	25,440	44,35	0,05	0,11
25,460	42,99	-0,05	0,22	25,460	46,13	0,12	0,23	25,460	44,46	0,05	0,10
25,480	42,90	-0,04	0,22	25,480	46,39	0,12	-1,50E-4	25,480	44,56	0,06	0,22
25,500	42,82	-0,04	0,22	25,500	46,63	0,12	-0,01	25,500	44,68	0,06	0,11
25,520	42,75	-0,03	0,21	25,520	46,87	0,12	0,12	25,520	44,80	0,06	-0,01
25,540	42,68	-0,03	0,32	25,540	47,13	0,12	-0,11	25,540	44,92	0,06	0,11
25,560	42,62	-0,02	0,44	25,560	47,37	0,12	-0,11	25,560	45,04	0,06	0,12
25,580	42,59	-0,01	0,33	25,580	47,61	0,12	-0,10	25,580	45,18	0,06	-0,11
25,600	42,57	-0,01	0,22	25,600	47,85	0,12	-0,22	25,600	45,30	0,06	-0,11
25,620	42,55	0,00	0,22	25,620	48,08	0,11	-0,11	25,620	45,42	0,06	9,91E-14
25,640	42,55	-2,66E-4	0,21	25,640	48,30	0,11	-0,09	25,640	45,54	0,06	0,00
25,660	42,55	0,00	0,32	25,660	48,52	0,11	-0,32	25,660	45,66	0,06	0,01
25,680	42,57	0,01	0,33	25,680	48,73	0,10	-0,33	25,680	45,78	0,06	-0,21
25,700	42,60	0,02	0,21	25,700	48,92	0,09	-0,21	25,700	45,90	0,05	-0,34
25,720	42,64	0,02	0,21	25,720	49,11	0,09	-0,32	25,720	45,99	0,05	6,48E-5
25,740	42,69	0,03	0,32	25,740	49,28	0,08	-0,33	25,740	46,09	0,05	0,01
25,760	42,74	0,03	0,44	25,760	49,44	0,08	-0,20	25,760	46,19	0,05	-0,21
25,780	42,82	0,04	0,22	25,780	49,59	0,07	-0,42	25,780	46,28	0,04	-0,21
25,800	42,91	0,04	0,10	25,800	49,73	0,06	-0,55	25,800	46,37	0,04	-0,21
25,820	42,99	0,05	0,21	25,820	49,84	0,05	-0,32	25,820	46,44	0,03	-0,21
25,840	43,10	0,05	0,32	25,840	49,94	0,05	-0,31	25,840	46,51	0,03	-0,21
25,860	43,20	0,06	0,34	25,860	50,03	0,04	-0,42	25,860	46,56	0,03	-0,21
25,880	43,34	0,06	0,10	25,880	50,10	0,03	-0,54	25,880	46,61	0,02	-0,21
25,900	43,46	0,06	0,21	25,900	50,15	0,02	-0,55	25,900	46,64	0,02	-0,21
25,920	43,59	0,07	0,34	25,920	50,17	0,01	-0,31	25,920	46,68	0,01	-0,21
25,940	43,75	0,08	0,11	25,940	50,19	0,01	-0,42	25,940	46,70	0,01	-0,21
25,960	43,90	0,08	0,09	25,960	50,19	-0,01	-0,55	25,960	46,72	0,00	-0,21
25,980	44,06	0,08	0,33	25,980	50,16	-0,02	-0,43	25,980	46,72	2,92E-4	-0,21
26,000	44,23	0,09	0,23	26,000	50,13	-0,03	-0,43	26,000	46,72	0,00	-0,22
26,020	44,42	0,09	-0,01	26,020	50,06	-0,03	-0,43	26,020	46,70	-0,01	-0,22
26,040	44,59	0,09	0,10	26,040	49,99	-0,04	-0,43	26,040	46,68	-0,01	-0,22
26,060	44,78	0,09	0,21	26,060	49,89	-0,05	-0,43	26,060	46,65	-0,02	-0,22
26,080	44,96	0,10	0,23	26,080	49,79	-0,06	-0,44	26,080	46,62	-0,02	-0,22
26,100	45,17	0,10	-1,23E-4	26,100	49,65	-0,07	-0,32	26,100	46,56	-0,03	-0,11
26,120	45,38	0,10	-0,01	26,120	49,51	-0,07	-0,31	26,120	46,51	-0,03	0,01
26,140	45,57	0,10	0,23	26,140	49,36	-0,08	-0,44	26,140	46,46	-0,03	-0,11
26,160	45,79	0,11	-1,29E-4	26,160	49,19	-0,09	-0,33	26,160	46,41	-0,03	-0,11
26,180	46,00	0,10	-0,01	26,180	49,00	-0,09	-0,21	26,180	46,34	-0,03	0,01
26,200	46,20	0,11	0,12	26,200	48,81	-0,10	-0,32	26,200	46,29	-0,03	-0,22
26,220	46,43	0,11	-0,11	26,220	48,61	-0,11	-0,33	26,220	46,22	-0,04	-0,24
26,240	46,63	0,10	-0,01	26,240	48,38	-0,11	-0,22	26,240	46,14	-0,04	0,11
26,260	46,84	0,11	0,11	26,260	48,16	-0,12	-0,22	26,260	46,07	-0,03	0,11
26,280	47,06	0,11	3,08E-13	26,280	47,92	-0,12	-0,12	26,280	46,00	-0,03	7,65E-14
26,300	47,27	0,11	0,01	26,300	47,68	-0,12	0,01	26,300	45,93	-0,03	-1,46E-13
26,320	47,49	0,11	-0,11	26,320	47,44	-0,12	-0,11	26,320	45,86	-0,03	-0,01
26,340	47,70	0,10	-0,11	26,340	47,20	-0,12	-0,11	26,340	45,79	-0,03	0,10
26,360	47,90	0,10	-0,11	26,360	46,94	-0,12	0,01	26,360	45,72	-0,03	0,22
26,380	48,11	0,10	-0,11	26,380	46,70	-0,12	-0,11	26,380	45,67	-0,03	0,11
26,400	48,30	0,10	-0,11	26,400	46,44	-0,13	-0,01	26,400	45,62	-0,03	0,10
26,420	48,51	0,09	-0,11	26,420	46,18	-0,12	0,11	26,420	45,57	-0,02	0,22
26,440	48,68	0,09	0,01	26,440	45,94	-0,12	-0,01	26,440	45,53	-0,02	0,11
26,460	48,89	0,09	-0,10	26,460	45,68	-0,13	0,21	26,460	45,50	-0,02	0,10
26,480	49,06	0,09	-0,21	26,480	45,44	-0,12	0,34	26,480	45,46	-0,01	0,22
26,500	49,25	0,09	-0,21	26,500	45,22	-0,11	0,11	26,500	45,44	-0,01	0,22
26,520	49,40	0,08	-0,21	26,520	44,99	-0,11	0,09	26,520	45,43	0,00	0,21
26,540	49,58	0,08	-0,22	26,540	44,77	-0,11	0,32	26,540	45,43	-5,68E-4	0,32
26,560	49,71	0,07	-0,10	26,560	44,56	-0,10	0,33	26,560	45,42	0,01	0,44
26,580	49,87	0,07	-0,21	26,580	44,37	-0,09	0,21	26,580	45,46	0,02	0,22
26,600	50,01	0,06	-0,33	26,600	44,18	-0,09	0,32	26,600	45,49	0,02	0,09
26,620	50,13	0,06	-0,21	26,620	44,01	-0,08	0,44	26,620	45,52	0,02	0,32
26,640	50,25	0,06	-0,21	26,640	43,85	-0,07	0,32	26,640	45,58	0,03	0,33
26,660	50,35	0,05	-0,21	26,660	43,71	-0,07	0,32	26,660	45,64	0,03	0,21
26,680	50,46	0,05	-0,21	26,680	43,57	-0,06	0,43	26,680	45,71	0,04	0,32
26,700	50,54	0,04	-0,21	26,700	43,47	-0,05	0,43	26,700	45,80	0,05	0,33
26,720	50,63	0,04	-0,32	26,720	43,37	-0,04	0,43	26,720	45,90	0,05	0,21
26,740	50,70	0,03	-0,33	26,740	43,30	-0,03	0,43	26,740	46,00	0,06	0,21
26,760	50,75	0,03	-0,21	26,760	43,23	-0,03	0,43	26,760	46,12	0,06	0,21
26,780	50,81	0,02	-0,21	26,780	43,19	-0,02	0,42	26,780	46,24	0,06	0,32
26,800	50,84	0,02	-0,32	26,800	43,15	-0,01	0,54	26,800	46,38	0,07	0,33
26,820	50,88	0,01	-0,33	26,820	43,15	0,00	0,54	26,820	46,53	0,08	0,21
26,840	50,88	0,00	-0,21	26,840	43,17	0,01	0,43	26,840	46,69	0,08	0,33
26,860	50,90	6,36E-4	-0,33	26,860	43,20	0,02	0,43	26,860	46,86	0,09	0,23
26,880	50,88	-0,01	-0,22	26,880	43,25	0,03	0,43	26,880	47,05	0,09	-0,01
26,900	50,86	-0,01	-0,20	26,900	43,32	0,04	0,43	26,900	47,22	0,09	0,21
26,920	50,85	-0,02	-0,44	26,920	43,41	0,05	0,43	26,920	47,41	0,10	0,23
26,940	50,80	-0,03	-0,33	26,940	43,51	0,06	0,43	26,940	47,61	0,10	-0,01
26,960	50,75	-0,03	-0,22	26,960	43,63	0,06	0,44	26,960	47,80	0,10	0,21
26,980	50,68	-0,03	-0,10	26,980	43,76	0,07	0,32	26,980	48,01	0,11	0,24
27,000	50,61	-0,03	-0,20	27,000	43,92	0,08	0,32	27,000	48,23	0,11	-0,11
27,020	50,54	-0,04	-0,45	27,020	44,07	0,09	0,44	27,020	48,44	0,10	-0,12
27,040	50,44	-0,05	-0,22	27,040	44,26	0,09	0,32	27,040	48,64	0,10	0,11
27,060	50,33	-0,05	-0,10	27,060	44,45	0,10	0,32	27,060	48,85	0,11	0,13
27,080	50,23	-0,06	-0,22	27,080	44,65	0,11	0,34	27,080	49,07	0,11	-0,22
27,100	50,11	-0,06	-0,21	27,100	44,88	0,11	0,10	27,100	49,28	0,10	-0,12
27,120	49,99	-0,06	-0,33	27,120	45,10	0,11	0,21	27,120	49,47	0,10	0,13
27,140	49,86	-0,07	-0,22	27,140	45,32	0,12	0,34	27,140	49,69	0,10	-0,21
27,160	49,70	-0,07	-0,10	27,160	45,58	0,12	0,11	27,160	49,88	0,09	-0,33
27,180	49,57	-0,08	-0,22	27,180	45,82	0,12	0,11	27,180	50,07	0,09	-0,21
27,200	49,39	-0,08	-0,22	27,200	46,08	0,13	0,11	27,200	50,25	0,09	-0,21
27,220	49,24	-0,09	-0,22	27,220	46,34	0,13	-0,01	27,220	50,42	0,08	-0,21
27,240	49,05	-0,09	-0,12	27,240	46,59	0,13	0,11	27,240	50,57	0,08	-0,21
27,260	48,88	-0,09	0,01	27,260	46,85	0,13	0,12	27,260	50,73	0,07	-0,31
27,280	48,69	-0,09	-0,10	27,280	47,13	0,13	-0,11	27,280	50,87	0,07	-0,44
27,300	48,52	-0,09	-0,22	27,300	47,39	0,13	-0,11	27,300	50,99	0,06	-0,41
27,320	48,31	-0,10	-0,11	27,320	47,64	0,13	-0,10	27,320	51,09	0,05	0,96
27,340	48,12	-0,10	-0,11	27,340	47,90	0,12	-0,22	27,340	51,19	0,09	-0,25
27,360	47,92	-0,10	-1,23E-4	27,360	48,14	0,12	-0,11	27,360	51,47	0,04	-3,05
27,380	47,71	-0,10	0,01	27,380	48,38	0,12	-0,10	27,380	51,34	-0,03	0,55
27,400	47,52	-0,10	-0,12	27,400	48,63	0,12	-0,21	27,400	51,36	0,06	2,19
27,420	47,30	-0,10	-2,64E-13	27,420	48,85	0,11	-0,21	27,420	51,58	0,06	-1,49
27,440	47,11	-0,10	-3,47E-14	27,440	49,07	0,11	-0,31	27,440	51,60	9,67E-4	-1,81
27,460	46,88	-0,10	0,00	27,460	49,28	0,10	-0,44	27,460	51,59	-0,01	-0,54
27,480	46,70	-0,10	-0,01	27,480	49,47	0,09	-0,33	27,480	51,55	-0,02	-0,45
27,500	46,47	-0,10	0,12	27,500	49,64	0,09	-0,20	27,500	51,50	-0,03	-1,73
27,520	46,28	-0,10	-0,11	27,520	49,82	0,08	-0,42	27,520	51,43	-0,09	-1,78
27,540	46,08	-0,11	-0,14	27,540	49,97	0,07	-0,55	27,540	51,14	-0,10	0,64
27,560	45,85	-0,10	0,34	27,560	50,09	0,06	-0,32	27,560	51,03	-0,06	0,84
27,580	45,66	-0,09	0,12	27,580	50,22	0,06	-0,31	27,580	50,89	-0,07	-0,42
27,600	45,47	-0,10	-0,13	27,600	50,32	0,05	-0,54	27,600	50,75	-0,08	-0,55
27,620	45,27	-0,10	0,21	27,620	50,41	0,04	-0,55	27,620	50,56	-0,09	-0,42
27,640	45,08	-0,09	0,34	27,640	50,46	0,03	-0,43	27,640	50,40	-0,10	-0,54
27,660	44,90	-0,09	0,01	27,660	50,52	0,02	-0,43	27,660	50,17	-0,11	-0,55
27,680	44,73	-0,09	-0,13	27,680	50,53	0,01	-0,42	27,680	49,95	-0,12	-0,44
27,700	44,54	-0,09	0,21	27,700	50,55	9,48E-4	-0,55	27,700	49,69	-0,13	-0,32
27,720	44,37	-0,08	0,34	27,720	50,54	-0,01	-0,44	27,720	49,44	-0,13	-0,32
27,740	44,21	-0,08	0,11	27,740	50,50	-0,02	-0,30	27,740	49,16	-0,14	-0,44
