4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-in Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-gegen Phase- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl	4-b-Kopplung-Schwebung- Edelstahl
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
								78,820	48,33	-0,14	-0,11
								78,840	48,06	-0,14	-0,11
								78,860	47,77	-0,14	-0,10
								78,880	47,49	-0,15	-0,23
								78,900	47,18	-0,15	-0,01
								78,920	46,89	-0,15	0,22
								78,940	46,60	-0,14	0,12
								78,960	46,32	-0,14	-0,12
								78,980	46,03	-0,15	0,09
								79,000	45,73	-0,14	0,34
								79,020	45,48	-0,13	0,11
								79,040	45,20	-0,13	-0,01
								79,060	44,94	-0,13	0,20
								79,080	44,67	-0,13	0,44
								79,100	44,44	-0,12	0,22
								79,120	44,20	-0,12	0,21
								79,140	43,98	-0,11	0,32
								79,160	43,77	-0,10	0,32
								79,180	43,56	-0,09	0,32
								79,200	43,39	-0,09	0,31
								79,220	43,20	-0,08	0,54
								79,240	43,06	-0,07	0,44
								79,260	42,92	-0,06	0,21
								79,280	42,80	-0,06	0,31
								79,300	42,68	-0,05	0,54
								79,320	42,59	-0,04	0,44
								79,340	42,52	-0,03	0,59
								79,360	42,45	-0,02	-3,96
								79,380	42,46	-0,19	-4,77
								79,400	41,68	-0,21	3,07
								79,420	41,64	-0,07	5,83
								79,440	41,40	0,03	5,82
								79,460	41,74	0,16	0,17
								79,480	42,05	0,03	-4,79
								79,500	41,88	-0,03	-1,94
								79,520	41,93	-0,04	-0,26
								79,540	41,70	-0,04	4,31
								79,560	41,77	0,13	4,30
								79,580	42,22	0,13	2,76
								79,600	42,30	0,24	-3,66
								79,620	43,17	-0,01	-8,13
								79,640	42,24	-0,09	7,72
								79,660	42,83	0,29	6,97
								79,680	43,42	0,19	-7,87
								79,700	43,60	-0,02	-0,65
								79,720	43,34	0,17	7,44
								79,740	44,26	0,28	-3,39
								79,760	44,45	0,03	-10,46
								79,780	44,38	-0,14	4,05
								79,800	43,89	0,19	12,73
								79,820	45,15	0,37	-4,10
								79,840	45,36	0,03	-6,20
								79,860	45,27	0,12	4,14
								79,880	45,84	0,19	-0,23
								79,900	46,05	0,11	-1,82
								79,920	46,29	0,12	-0,10
								79,940	46,53	0,11	-2,09
								79,960	46,72	0,04	0,23
								79,980	46,68	0,12	3,59
								80,000	47,18	0,18	-0,32
								80,020	47,41	0,10	-2,17
								80,040	47,60	0,09	-0,11
								80,060	47,78	0,10	0,02
								80,080	47,99	0,10	-0,33
								80,100	48,17	0,09	-0,21
								80,120	48,34	0,09	-0,21
								80,140	48,51	0,08	-0,33
								80,160	48,65	0,07	-0,21
								80,180	48,81	0,07	-0,32
								80,200	48,93	0,06	-0,33
								80,220	49,05	0,06	-0,21
								80,240	49,15	0,05	-0,31
								80,260	49,26	0,04	-0,44
								80,280	49,32	0,03	-0,33
								80,300	49,39	0,03	-0,21
								80,320	49,45	0,03	-0,21
								80,340	49,50	0,02	-0,32
								80,360	49,53	0,01	-0,33
								80,380	49,55	0,01	-0,21
								80,400	49,57	0,00	-0,31
								80,420	49,57	0,00	-0,44
								80,440	49,56	-0,01	-0,33
								80,460	49,52	-0,02	-0,22
								80,480	49,49	-0,02	-0,22
								80,500	49,44	-0,03	-0,11
								80,520	49,38	-0,03	-0,09
								80,540	49,33	-0,03	-0,31
								80,560	49,27	-0,04	-0,45
								80,580	49,18	-0,05	-0,23
								80,600	49,08	-0,05	0,01
								80,620	48,99	-0,05	-0,10
								80,640	48,89	-0,05	-0,22
								80,660	48,79	-0,06	-0,12
								80,680	48,67	-0,06	0,01
								80,700	48,56	-0,06	-0,11
								80,720	48,44	-0,06	-0,12
								80,740	48,32	-0,06	0,01
								80,760	48,20	-0,06	-0,11
								80,780	48,08	-0,06	-0,12
								80,800	47,94	-0,06	0,11
								80,820	47,82	-0,06	0,11
								80,840	47,70	-0,06	0,11
								80,860	47,58	-0,06	0,12
								80,880	47,48	-0,06	-0,11
								80,900	47,36	-0,06	-0,13
								80,920	47,24	-0,06	0,21
								80,940	47,12	-0,05	0,34
								80,960	47,03	-0,05	6,49E-5
								80,980	46,93	-0,05	-0,01
								81,000	46,82	-0,05	0,22
								81,020	46,74	-0,04	0,11
								81,040	46,65	-0,04	0,02
								81,060	46,57	-0,04	-0,24
								81,080	46,48	-0,05	-1,68
								81,100	46,36	-0,11	0,89
								81,120	46,05	-0,02	4,14
								81,140	46,29	0,06	0,01
								81,160	46,27	-0,02	-1,96
								81,180	46,22	-0,02	0,10
								81,200	46,18	-0,01	0,23
								81,220	46,17	-0,01	0,02
								81,240	46,13	-0,01	-0,33
								81,260	46,12	-0,03	-0,30
								81,280	46,03	-0,02	1,09
								81,300	46,02	0,02	0,96
								81,320	46,10	0,01	-0,70
								81,340	46,08	-0,01	0,09
								81,360	46,06	0,02	0,62
								81,380	46,15	0,01	-2,36
								81,400	46,11	-0,08	-4,47
								81,420	45,84	-0,16	-0,34
								81,440	45,46	-0,09	5,22
								81,460	45,48	0,04	2,69
								81,480	45,64	0,02	0,85
								81,500	45,55	0,08	2,93
								81,520	45,95	0,13	-0,95
								81,540	46,09	0,04	-1,31
								81,560	46,11	0,08	1,08
								81,580	46,42	0,08	-3,98
								81,600	46,44	-0,08	-6,01
								81,620	46,12	-0,16	-1,28
								81,640	45,82	-0,13	1,96
								81,660	45,60	-0,08	3,28
								81,680	45,50	0,00	4,48
								81,700	45,61	0,10	-0,13
								81,720	45,91	0,00	0,09
								81,740	45,61	0,10	2,49
								81,760	46,32	0,10	-4,91
								81,780	46,00	-0,09	-2,33
								81,800	45,95	0,00	2,55
								81,820	46,01	0,01	-2,06
								81,840	45,99	-0,08	-2,18
								81,860	45,70	-0,08	3,62
								81,880	45,68	0,07	1,05
								81,900	45,97	-0,04	-4,09
								81,920	45,54	-0,10	2,46
								81,940	45,58	0,06	8,26
								81,960	45,79	0,23	2,30
								81,980	46,52	0,15	-8,89
								82,000	46,41	-0,12	-6,43
								82,020	46,03	-0,10	0,24
								82,040	46,00	-0,11	-2,21
								82,060	45,58	-0,19	1,77
								82,080	45,24	-0,04	9,95
								82,100	45,42	0,21	4,64
								82,120	46,07	0,14	-7,98
								82,140	46,00	-0,11	-4,61
								82,160	45,62	-0,04	4,01
								82,180	45,84	0,05	0,26
								82,200	45,81	-0,03	-2,28
								82,220	45,72	-0,04	-0,24
								82,240	45,64	-0,04	0,12
								82,260	45,57	-0,04	0,00
								82,280	45,48	-0,04	-1,71
								82,300	45,41	-0,11	-2,18
								82,320	45,05	-0,13	3,51
								82,340	44,91	0,03	4,46
								82,360	45,19	0,05	-1,57
								82,380	45,12	-0,03	-2,29
								82,400	45,07	-0,04	-1,84
								82,420	44,96	-0,10	-1,72
								82,440	44,66	-0,11	-0,15
								82,460	44,53	-0,11	2,37
								82,480	44,22	-0,01	2,51
								82,500	44,48	-0,01	-1,95
								82,520	44,19	-0,09	1,72
								82,540	44,12	0,06	3,99
								82,560	44,43	0,07	-3,48
								82,580	44,39	-0,08	-1,40
								82,600	44,12	0,01	4,22
								82,620	44,44	0,09	0,30
								82,640	44,47	0,02	-1,28
								82,660	44,54	0,04	2,19
								82,680	44,63	0,11	1,74
								82,700	44,99	0,11	-1,92
								82,720	45,06	0,04	-4,13
								82,740	45,13	-0,06	-0,20
								82,760	44,83	0,03	5,09
								82,780	45,24	0,15	1,16
								82,800	45,42	0,07	-2,15
								82,820	45,54	0,06	-0,22
								82,840	45,66	0,07	-1,97
								82,860	45,80	-0,02	0,07
								82,880	45,58	0,07	4,35
								82,900	46,07	0,16	0,23
								82,920	46,20	0,08	-1,85
								82,940	46,38	0,08	0,35
								82,960	46,53	0,09	-1,95
								82,980	46,74	0,00	-0,27
								83,000	46,54	0,08	4,23
								83,020	47,06	0,17	0,35
								83,040	47,23	0,09	-1,94
								83,060	47,44	0,10	-0,23
								83,080	47,61	0,09	-0,02
								83,100	47,78	0,09	0,34
								83,120	47,99	0,10	0,02
								83,140	48,18	0,10	-0,34
								83,160	48,37	0,09	-0,13
								83,180	48,52	0,09	0,24
								83,200	48,73	0,10	-0,10
								83,220	48,90	0,09	-0,21
								83,240	49,08	0,09	-0,21
								83,260	49,25	0,08	-0,31
								83,280	49,39	0,07	-0,57
								83,300	49,55	0,05	-0,17
								83,320	49,61	0,07	0,84
								83,340	49,82	0,09	-0,39
								83,360	49,96	0,05	-1,04
								83,380	50,03	0,05	0,01
								83,400	50,15	0,05	-0,09
								83,420	50,23	0,04	-0,32
								83,440	50,32	0,04	-0,31
								83,460	50,39	0,03	-0,43
								83,480	50,45	0,02	-0,43
								83,500	50,48	0,01	-0,44
								83,520	50,50	0,00	-0,33
								83,540	50,50	3,16E-4	-0,17
								83,560	50,50	0,00	-0,86
								83,580	50,49	-0,03	-0,97
								83,600	50,36	-0,04	0,67
								83,620	50,33	-0,01	0,42
								83,640	50,33	-0,02	-1,00
								83,660	50,23	-0,05	-0,55
								83,680	50,15	-0,05	-0,31
								83,700	50,04	-0,06	-0,55
								83,720	49,91	-0,07	-0,33
								83,740	49,77	-0,07	-0,21
								83,760	49,62	-0,08	-0,31
								83,780	49,46	-0,09	-0,45
								83,800	49,27	-0,09	-0,22
								83,820	49,09	-0,09	-0,09
								83,840	48,90	-0,10	-0,32
								83,860	48,69	-0,11	-0,33
								83,880	48,47	-0,11	-0,22
								83,900	48,25	-0,12	-0,22
								83,920	48,00	-0,12	-0,11
								83,940	47,76	-0,12	-0,10
								83,960	47,52	-0,12	-0,22
								83,980	47,27	-0,13	-0,11
								84,000	47,01	-0,13	-0,08
								84,020	46,75	-0,13	-0,42
								84,040	46,48	-0,15	-2,47
								84,060	46,17	-0,23	0,60
								84,080	45,56	-0,12	5,37
								84,100	45,68	-0,02	-4,98
								84,120	45,49	-0,32	-5,21
								84,140	44,40	-0,22	9,94
								84,160	44,60	0,08	2,63
								84,180	44,71	-0,12	-7,48
								84,200	44,12	-0,22	0,38
								84,220	43,82	-0,10	3,27
								84,240	43,70	-0,09	-0,77
								84,260	43,45	-0,13	-4,56
								84,280	43,17	-0,27	3,39
								84,300	42,35	8,10E-4	6,85
								84,320	43,17	7,08E-5	-6,00
								84,340	42,35	-0,24	0,80
								84,360	42,21	0,03	4,04
								84,380	42,48	-0,08	-2,68
								84,400	41,90	-0,08	0,99
								84,420	42,18	-0,04	-1,48
								84,440	41,75	-0,13	1,68
								84,460	41,65	0,03	4,61
								84,480	41,87	0,05	-0,83
								84,500	41,85	0,00	-1,48
								84,520	41,85	-0,01	-0,05
								84,540	41,81	-0,01	0,73
								84,560	41,83	0,02	1,11
								84,580	41,89	0,04	0,60
								84,600	41,98	0,04	-0,56
								84,620	42,07	0,02	-0,26
								84,640	42,04	0,03	0,43
								84,660	42,21	0,03	2,44
								84,680	42,18	0,13	-0,61
								84,700	42,74	0,01	-1,44
								84,720	42,22	0,07	1,32
								84,740	43,03	0,06	-1,37
								84,760	42,46	0,02	3,76
								84,780	43,11	0,21	2,10
								84,800	43,31	0,10	-0,92
								84,820	43,52	0,18	2,26
								84,840	44,02	0,19	-3,20
								84,860	44,29	0,05	-2,19
								84,880	44,21	0,11	3,95
								84,900	44,72	0,21	1,07
								84,920	45,03	0,15	-4,34
								84,940	45,31	0,03	-0,54
								84,960	45,16	0,13	5,03
								84,980	45,82	0,23	0,26
								85,000	46,09	0,14	-2,40
								85,020	46,37	0,14	-3,47E-14
								85,040	46,64	0,14	-6,94E-14
								85,060	46,92	0,14	1,22E-12
								85,080	47,20	0,14	0,01
								85,100	47,47	0,14	-0,10
								85,120	47,75	0,13	-0,21
								85,140	48,00	0,13	-0,21
								85,160	48,26	0,12	-0,22
								85,180	48,50	0,12	-0,11
								85,200	48,74	0,12	-0,09
								85,220	48,99	0,12	-0,32
								85,240	49,21	0,11	-0,33
								85,260	49,42	0,10	-0,21
								85,280	49,63	0,10	-0,32
								85,300	49,82	0,09	-0,32
								85,320	49,99	0,09	-0,31
								85,340	50,16	0,08	-0,43
								85,360	50,30	0,07	-0,44
								85,380	50,44	0,06	-0,33
								85,400	50,54	0,06	-0,20
								85,420	50,66	0,05	-0,42
								85,440	50,75	0,04	-0,55
								85,460	50,82	0,03	-0,44
								85,480	50,88	0,02	-0,32
								85,500	50,91	0,02	-0,31
								85,520	50,95	0,01	-0,41
								85,540	50,95	0,00	-0,65
								85,560	50,95	-0,02	-0,70
								85,580	50,88	-0,03	0,12
								85,600	50,84	-0,01	0,06
								85,620	50,83	-0,02	-0,77
								85,640	50,75	-0,04	-0,55
								85,660	50,66	-0,05	-0,44
								85,680	50,56	-0,06	-0,35
								85,700	50,42	-0,06	0,03
								85,720	50,32	-0,06	-0,43
								85,740	50,18	-0,08	-0,45
								85,760	50,01	-0,08	-0,09
								85,780	49,88	-0,08	-0,31
								85,800	49,69	-0,09	-0,56
								85,820	49,52	-0,10	-0,24
								85,840	49,27	-0,10	0,12
								85,860	49,12	-0,10	-0,12
								85,880	48,88	-0,10	0,12
								85,900	48,71	-0,09	-0,09
								85,920	48,50	-0,11	-0,32
								85,940	48,28	-0,11	-0,45
								85,960	48,08	-0,13	-0,28
								85,980	47,78	-0,12	0,80
								86,000	47,61	-0,09	0,05
								86,020	47,40	-0,12	-0,80
								86,040	47,14	-0,13	0,12
								86,060	46,90	-0,11	-1,86
								86,080	46,70	-0,20	0,02
								86,100	46,10	-0,11	5,34
								86,120	46,26	0,01	-4,52
								86,140	46,16	-0,29	-3,21
								86,160	45,10	-0,11	5,32
								86,180	45,70	-0,08	1,17
								86,200	44,79	-0,07	-2,01
								86,220	45,43	-0,16	-3,14
								86,240	44,16	-0,19	6,24
								86,260	44,66	0,09	1,01
								86,280	44,52	-0,15	-1,61
								86,300	44,05	0,03	4,38
								86,320	44,63	0,02	-6,10
								86,340	44,14	-0,22	-3,62
								86,360	43,76	-0,12	6,88
								86,380	43,65	0,06	2,04
								86,400	43,99	-0,04	-5,40
								86,420	43,49	-0,16	0,25
								86,440	43,36	-0,03	3,42
								86,460	43,37	-0,02	0,04
								86,480	43,28	-0,03	1,06
								86,500	43,25	0,02	3,21
								86,520	43,36	0,10	1,83
								86,540	43,65	0,09	-1,79
								86,560	43,74	0,03	-2,61
								86,580	43,76	-0,01	-0,53
								86,600	43,70	0,01	2,95
								86,620	43,79	0,11	2,39
								86,640	44,13	0,10	-1,38
								86,660	44,20	0,05	-5,44
								86,680	44,34	-0,12	-3,24
								86,700	43,74	-0,08	7,77
								86,720	44,04	0,20	5,96
								86,740	44,52	0,16	-3,71
								86,760	44,68	0,05	-4,85
								86,780	44,71	-0,03	0,54
								86,800	44,56	0,07	4,39
								86,820	44,99	0,14	-0,55
								86,840	45,13	0,05	-2,08
								86,860	45,17	0,06	-1,50
								86,880	45,37	-0,01	-1,98
								86,900	45,12	-0,02	4,14
								86,920	45,30	0,15	1,74
								86,940	45,73	0,05	-2,44
								86,960	45,50	0,06	2,30
								86,980	45,95	0,14	0,01
								87,000	46,07	0,06	-2,07
								87,020	46,17	0,06	0,15
								87,040	46,31	0,06	-0,56
								87,060	46,42	0,04	-0,27
								87,080	46,46	0,05	0,70
								87,100	46,62	0,07	-0,08
								87,120	46,73	0,05	-0,57
								87,140	46,81	0,04	-0,11
								87,160	46,90	0,04	0,01
								87,180	46,98	0,04	-0,09
								87,200	47,07	0,04	-0,33
								87,220	47,14	0,03	-0,23
								87,240	47,19	0,03	0,01
								87,260	47,26	0,03	-0,21
								87,280	47,31	0,02	-0,34
								87,300	47,35	0,02	-0,11
								87,320	47,38	0,02	0,01
								87,340	47,42	0,02	-0,09
								87,360	47,45	0,01	-0,33
								87,380	47,47	0,00	-0,23
								87,400	47,47	0,00	0,01
								87,420	47,49	0,00	-0,10
								87,440	47,49	2,97E-4	-0,21
								87,460	47,49	0,00	-0,22
								87,480	47,47	-0,01	-0,11
								87,500	47,46	-0,01	4,17E-14
								87,520	47,44	-0,01	0,01
								87,540	47,42	-0,01	-0,10
								87,560	47,41	-0,01	-0,22
								87,580	47,37	-0,02	-0,11
								87,600	47,34	-0,02	0,01
								87,620	47,30	-0,02	-0,11
								87,640	47,27	-0,02	-0,01
								87,660	47,22	-0,02	0,11
								87,680	47,20	-0,02	-0,01
								87,700	47,15	-0,02	0,12
								87,720	47,13	-0,01	-0,11
								87,740	47,10	-0,02	-0,13
								87,760	47,04	-0,02	0,22
								87,780	47,03	-0,01	0,12
								87,800	46,99	-0,01	-0,11
								87,820	46,98	-0,02	0,01
								87,840	46,92	-0,01	-0,11
								87,860	46,93	-0,02	-0,01
								87,880	46,83	-0,01	0,23
								87,900	46,88	-0,01	-0,03
								87,920	46,78	-0,01	0,42
								87,940	46,82	0,00	0,69
								87,960	46,80	0,01	0,01
								87,980	46,87	0,00	-0,24
								88,000	46,81	0,00	0,24
								88,020	46,89	0,01	-0,13
								88,040	46,87	0,00	0,19
								88,060	46,88	0,02	0,70
								88,080	46,95	0,03	-0,11
								88,100	46,99	0,02	-0,12
								88,120	47,02	0,02	0,11
								88,140	47,07	0,02	-0,01
								88,160	47,11	0,02	0,10
								88,180	47,16	0,03	0,22
								88,200	47,21	0,03	0,11
								88,220	47,28	0,03	-3,02E-13
								88,240	47,33	0,03	-3,47E-14
								88,260	47,40	0,03	-0,01
								88,280	47,45	0,03	0,11
								88,300	47,52	0,03	0,11
								88,320	47,59	0,03	-3,40E-13
								88,340	47,66	0,03	2,71E-13
								88,360	47,73	0,03	0,00
								88,380	47,79	0,03	-2,36E-13
								88,400	47,86	0,03	3,75E-13
								88,420	47,93	0,03	0,01
								88,440	48,00	0,03	-0,10
								88,460	48,07	0,03	-0,22
								88,480	48,12	0,03	-0,11
								88,500	48,17	0,03	1,94E-13
								88,520	48,23	0,03	0,00
								88,540	48,28	0,03	0,01
								88,560	48,33	0,03	-0,09
								88,580	48,38	0,02	-0,32
								88,600	48,42	0,01	-0,34
								88,620	48,43	0,01	-0,12
								88,640	48,45	0,01	0,01
								88,660	48,47	0,01	-0,10
								88,680	48,49	0,00	-0,21
								88,700	48,49	3,03E-4	-0,21
								88,720	48,49	0,00	-0,32
								88,740	48,47	-0,01	-0,34
								88,760	48,44	-0,02	-0,11
								88,780	48,40	-0,02	-0,09
								88,800	48,37	-0,02	-0,33
								88,820	48,32	-0,03	-0,22
								88,840	48,25	-0,03	-0,09
								88,860	48,20	-0,03	-0,32
								88,880	48,11	-0,04	-0,33
								88,900	48,03	-0,05	-0,22
								88,920	47,93	-0,05	-0,11
								88,940	47,82	-0,05	-0,10
								88,960	47,72	-0,06	-0,22
								88,980	47,60	-0,06	-0,22
								89,000	47,48	-0,06	-0,22
								89,020	47,34	-0,07	-0,11
								89,040	47,21	-0,07	-0,10
								89,060	47,07	-0,07	-0,22
								89,080	46,91	-0,08	-0,11
								89,100	46,76	-0,08	0,01
								89,120	46,61	-0,08	-0,10
								89,140	46,45	-0,08	-0,23
								89,160	46,28	-0,09	-1,02E-4
								89,180	46,11	-0,08	0,02
								89,200	45,95	-0,09	-0,35
								89,220	45,76	-0,10	0,09
								89,240	45,57	-0,08	0,34
								89,260	45,44	-0,08	-0,01
								89,280	45,25	-0,08	0,23
								89,300	45,11	-0,07	-1,95
								89,320	44,96	-0,16	-0,23
								89,340	44,47	-0,08	3,77
								89,360	44,63	-0,01	0,20
								89,380	44,43	-0,07	-1,25
								89,400	44,33	-0,06	-2,04
								89,420	44,20	-0,16	-0,61
								89,440	43,71	-0,08	4,50
								89,460	43,86	0,02	-0,49
								89,480	43,81	-0,10	-3,41
								89,500	43,45	-0,11	1,27
								89,520	43,37	-0,05	3,54
								89,540	43,24	0,03	2,05
								89,560	43,49	0,03	-1,77
								89,580	43,36	-0,04	-1,08
								89,600	43,33	-0,01	0,78
								89,620	43,31	-0,01	0,34
								89,640	43,29	2,71E-4	0,11
								89,660	43,31	0,00	-0,03
								89,680	43,27	-8,12E-4	0,42
								89,700	43,31	0,01	0,54
								89,720	43,32	0,02	0,45
								89,740	43,39	0,03	0,22
								89,760	43,44	0,03	-1,65
								89,780	43,51	-0,04	-1,31
								89,800	43,30	-0,02	4,47
								89,820	43,42	0,14	3,79
								89,840	43,87	0,13	-2,11
								89,860	43,94	0,06	-2,80
								89,880	44,11	0,02	-1,25
								89,900	44,00	0,01	3,45
								89,920	44,14	0,16	3,53
								89,940	44,63	0,15	-1,53
								89,960	44,74	0,09	-1,26
								89,980	45,00	0,10	0,07
								90,000	45,13	0,10	0,80
								90,020	45,39	0,13	-1,81
								90,040	45,66	0,02	-0,62
								90,060	45,49	0,11	4,45
								90,080	46,08	0,20	0,37
								90,100	46,30	0,12	-2,30
								90,120	46,56	0,11	0,07
								90,140	46,75	0,12	0,70
								90,160	47,06	0,14	-0,09
								90,180	47,30	0,12	-0,46
								90,200	47,54	0,12	-1,14E-12
								90,220	47,78	0,12	-1,03E-12
								90,240	48,02	0,12	0,01
								90,260	48,26	0,12	-0,10
								90,280	48,51	0,12	-0,22
								90,300	48,73	0,11	-0,11
								90,320	48,95	0,11	-0,10
								90,340	49,18	0,11	-0,21
								90,360	49,38	0,10	-0,21
								90,380	49,59	0,10	-0,32
								90,400	49,78	0,09	-0,33
								90,420	49,95	0,09	-0,21
								90,440	50,13	0,08	-0,32
								90,460	50,28	0,07	-0,32
								90,480	50,42	0,07	-0,32
								90,500	50,56	0,06	-0,33
								90,520	50,66	0,06	-0,20
								90,540	50,79	0,05	-0,42
								90,560	50,87	0,04	-0,55
								90,580	50,94	0,03	-0,43
								90,600	51,00	0,02	-0,44
								90,620	51,03	0,01	-0,32
								90,640	51,05	0,01	-0,31
								90,660	51,07	9,57E-4	-0,54
								90,680	51,05	-0,01	-0,55
								90,700	51,02	-0,02	-0,32
								90,720	50,97	-0,03	-0,31
								90,740	50,92	-0,03	-0,44
								90,760	50,83	-0,04	-0,32
								90,780	50,75	-0,05	-0,31
								90,800	50,65	-0,06	-0,43
								90,820	50,53	-0,06	-0,43
								90,840	50,39	-0,07	-0,44
								90,860	50,24	-0,08	-0,33
								90,880	50,06	-0,09	-0,21
								90,900	49,89	-0,09	-0,32
								90,920	49,71	-0,10	-0,33
								90,940	49,50	-0,10	-0,22
								90,960	49,29	-0,11	-0,22
								90,980	49,07	-0,11	-0,22
								91,000	48,85	-0,12	-0,22
								91,020	48,61	-0,12	-0,22
								91,040	48,37	-0,12	-0,11
								91,060	48,11	-0,12	-0,11
								91,080	47,87	-0,13	-0,12
								91,100	47,59	-0,13	0,01
								91,120	47,35	-0,13	-0,11
								91,140	47,08	-0,13	-0,01
								91,160	46,82	-0,13	0,11
								91,180	46,56	-0,13	3,47E-14
								91,200	46,30	-0,13	-0,01
								91,220	46,04	-0,13	0,10
								91,240	45,79	-0,13	0,22
								91,260	45,54	-0,12	0,11
								91,280	45,30	-0,12	0,10
								91,300	45,06	-0,12	0,22
								91,320	44,84	-0,11	0,10
								91,340	44,61	-0,11	0,22
								91,360	44,39	-0,10	0,22
								91,380	44,20	-0,10	0,07
								91,400	43,97	-0,10	0,75
								91,420	43,80	-0,07	0,83
								91,440	43,68	-0,07	-0,33
								91,460	43,53	-0,09	-2,24
								91,480	43,33	-0,16	0,97
								91,500	42,90	-0,05	4,83
								91,520	43,14	0,04	-0,32
								91,540	43,04	-0,06	-4,18
								91,560	42,90	-0,13	-1,11
								91,580	42,52	-0,10	5,00
								91,600	42,48	0,07	4,45
								91,620	42,79	0,07	-1,83
								91,640	42,78	0,00	-1,73
								91,660	42,78	0,00	-1,46
								91,680	42,79	-0,06	-2,39
								91,700	42,52	-0,09	-0,44
								91,720	42,43	-0,08	5,28
								91,740	42,20	0,12	7,51
								91,760	42,90	0,22	-3,27
								91,780	43,08	-0,01	-4,76
								91,800	42,86	0,03	3,38
								91,820	43,20	0,12	-1,07
								91,840	43,35	-0,01	-1,53
								91,860	43,14	0,06	4,65
								91,880	43,61	0,17	-1,24
								91,900	43,83	0,01	-2,49
								91,920	43,66	0,07	3,39
								91,940	44,13	0,15	0,89
								91,960	44,26	0,11	-3,42
								91,980	44,56	0,01	-0,50
								92,000	44,30	0,09	4,46
								92,020	44,92	0,19	0,11
								92,040	45,07	0,09	-1,60
								92,060	45,29	0,13	-3,66
								92,080	45,57	-0,05	-0,63
								92,100	45,08	0,10	8,26
								92,120	45,98	0,28	0,03
								92,140	46,19	0,10	-4,12
								92,160	46,39	0,11	-1,83
								92,180	46,64	0,03	-0,36
								92,200	46,51	0,10	3,79
								92,220	47,03	0,18	0,02
								92,240	47,24	0,10	-2,17
								92,260	47,42	0,09	-0,11
								92,280	47,61	0,09	-0,10
								92,300	47,80	0,09	-0,21
								92,320	47,98	0,09	-0,21
								92,340	48,15	0,08	-0,21
								92,360	48,30	0,08	-0,21
								92,380	48,46	0,07	-0,21
								92,400	48,60	0,07	-0,21
								92,420	48,74	0,07	-0,32
								92,440	48,86	0,06	-0,34
								92,460	48,96	0,05	-0,10
								92,480	49,06	0,05	-0,20
								92,500	49,17	0,04	-0,44
								92,520	49,24	0,03	-0,33
								92,540	49,31	0,03	-0,21
								92,560	49,36	0,03	-0,21
								92,580	49,41	0,02	-0,31
								92,600	49,45	0,01	-0,44
								92,620	49,47	0,00	-0,33
								92,640	49,47	3,09E-4	-0,21
								92,660	49,47	0,00	-0,22
								92,680	49,45	-0,01	-0,21
								92,700	49,44	-0,01	-0,32
								92,720	49,40	-0,02	-0,34
								92,740	49,35	-0,03	-0,11
								92,760	49,30	-0,03	-0,09
								92,780	49,25	-0,03	-0,32
								92,800	49,18	-0,04	-0,34
								92,820	49,09	-0,04	-0,11
								92,840	49,01	-0,04	-0,10
								92,860	48,92	-0,05	-0,22
								92,880	48,82	-0,05	-0,12
								92,900	48,72	-0,05	0,01
								92,920	48,61	-0,05	-0,10
								92,940	48,51	-0,06	-0,22
								92,960	48,39	-0,06	-0,12
								92,980	48,27	-0,06	5,35E-13
								93,000	48,15	-0,06	5,35E-13
								93,020	48,03	-0,06	0,00
								93,040	47,91	-0,06	0,00
								93,060	47,79	-0,06	-5,35E-13
								93,080	47,67	-0,06	-5,35E-13
								93,100	47,55	-0,06	0,01
								93,120	47,43	-0,06	-0,12
								93,140	47,31	-0,07	0,09
								93,160	47,17	-0,06	0,45
								93,180	47,08	-0,05	0,12
								93,200	46,98	-0,05	-0,11
								93,220	46,88	-0,05	-0,01
								93,240	46,77	-0,05	0,23
								93,260	46,67	-0,04	-1,81
								93,280	46,60	-0,12	-0,62
								93,300	46,17	-0,07	4,28
								93,320	46,34	0,05	1,39
								93,340	46,36	-0,01	-2,03
								93,360	46,29	-0,03	-0,58
								93,380	46,22	-0,03	0,09
								93,400	46,15	-0,03	0,32
								93,420	46,10	-0,02	0,44
								93,440	46,06	-0,01	0,23
								93,460	46,05	-0,01	-0,01
								93,480	46,01	-0,01	0,10
								93,500	45,99	-0,01	0,22
								93,520	45,98	0,00	0,22
								93,540	45,98	0,00	0,11
								93,560	45,98	0,00	-0,01
								93,580	45,98	-2,87E-4	0,11
								93,600	45,97	0,00	0,11
								93,620	45,99	0,00	-0,01
								93,640	45,99	0,00	0,21
								93,660	46,01	0,01	0,23
								93,680	46,04	0,01	0,00
								93,700	46,06	0,01	-0,01
