4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl
Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²)
24.6;50.59;-0.05;-0.11;24.6;47.44;-0.12;-0.34;24.6;50.3;-0.14;-0.1
24.62;50.49;-0.05;-0.09;24.62;47.18;-0.13;-0.01;24.62;50.02;-0.14;-0.22
24.64;50.39;-0.06;-0.32;24.64;46.92;-0.12;0.11;24.64;49.73;-0.15;-0.12
24.66;50.27;-0.06;-0.33;24.66;46.68;-0.12;-0.01;24.66;49.44;-0.15;-6.94E-14
24.68;50.13;-0.07;-0.22;24.68;46.42;-0.13;0.11;24.68;49.14;-0.15;0.01
24.7;49.99;-0.07;-0.22;24.7;46.18;-0.12;0.11;24.7;48.85;-0.15;-0.11
24.72;49.84;-0.08;-0.22;24.72;45.94;-0.12;0.1;24.72;48.56;-0.15;-0.12
24.74;49.69;-0.08;-0.22;24.74;45.7;-0.12;0.22;24.74;48.25;-0.15;0.11
24.76;49.51;-0.09;-0.11;24.76;45.47;-0.11;0.11;24.76;47.96;-0.15;0.12
24.78;49.34;-0.09;-0.09;24.78;45.25;-0.11;0.09;24.78;47.66;-0.15;-0.01
24.8;49.17;-0.09;-0.33;24.8;45.03;-0.11;0.32;24.8;47.37;-0.15;0.09
24.82;48.98;-0.1;-0.23;24.82;44.82;-0.1;0.33;24.82;47.08;-0.14;0.32
24.84;48.78;-0.1;-6.94E-14;24.84;44.63;-0.09;0.21;24.84;46.8;-0.13;0.34
24.86;48.59;-0.1;0.01;24.86;44.44;-0.09;0.32;24.86;46.54;-0.13;0.11
24.88;48.38;-0.1;-0.1;24.88;44.27;-0.08;0.44;24.88;46.29;-0.13;0.09
24.9;48.19;-0.1;-0.22;24.9;44.11;-0.07;0.32;24.9;46.03;-0.13;0.32
24.92;47.97;-0.11;-0.12;24.92;43.97;-0.07;0.32;24.92;45.78;-0.12;0.32
24.94;47.76;-0.11;-2.04E-13;24.94;43.83;-0.06;0.44;24.94;45.56;-0.11;0.32
24.96;47.54;-0.11;0.01;24.96;43.73;-0.05;0.32;24.96;45.33;-0.1;0.33
24.98;47.33;-0.11;-0.11;24.98;43.62;-0.05;0.42;24.98;45.15;-0.1;0.21
25;47.11;-0.11;-0.01;25;43.54;-0.03;0.54;25;44.94;-0.1;0.32
25.02;46.88;-0.11;0.12;25.02;43.48;-0.03;0.43;25.02;44.77;-0.09;0.43
25.04;46.68;-0.11;-0.11;25.04;43.43;-0.02;0.43;25.04;44.59;-0.08;0.43
25.06;46.46;-0.11;-0.01;25.06;43.41;-0.01;0.43;25.06;44.45;-0.07;0.43
25.08;46.23;-0.11;0.23;25.08;43.39;-0.000543;0.43;25.08;44.31;-0.06;0.44
25.1;46.02;-0.1;0.01;25.1;43.41;0.01;0.43;25.1;44.21;-0.05;0.33
25.12;45.82;-0.11;-0.12;25.12;43.43;0.02;0.43;25.12;44.11;-0.05;0.21
25.14;45.59;-0.11;0.11;25.14;43.48;0.03;0.42;25.14;44.02;-0.04;0.31
25.16;45.39;-0.1;0.11;25.16;43.53;0.03;0.54;25.16;43.93;-0.04;0.54
25.18;45.18;-0.1;0.1;25.18;43.61;0.05;0.44;25.18;43.88;-0.02;0.55
25.2;44.97;-0.1;0.22;25.2;43.72;0.05;0.32;25.2;43.84;-0.01;0.33
25.22;44.78;-0.09;0.22;25.22;43.82;0.06;0.44;25.22;43.83;-0.01;0.21
25.24;44.59;-0.09;0.11;25.24;43.95;0.07;0.32;25.24;43.81;0;0.32
25.26;44.42;-0.09;-0.01;25.26;44.09;0.07;0.32;25.26;43.81;0;0.44
25.28;44.23;-0.09;0.21;25.28;44.24;0.08;0.44;25.28;43.82;0.01;0.33
25.3;44.06;-0.08;0.34;25.3;44.42;0.09;0.33;25.3;43.86;0.02;0.21
25.32;43.9;-0.08;0.11;25.32;44.6;0.09;0.21;25.32;43.89;0.02;0.32
25.34;43.75;-0.08;0.09;25.34;44.79;0.1;0.32;25.34;43.94;0.03;0.33
25.36;43.59;-0.07;0.33;25.36;45;0.11;0.34;25.36;44.01;0.03;0.21
25.38;43.45;-0.06;0.22;25.38;45.22;0.11;0.11;25.38;44.08;0.04;0.21
25.4;43.34;-0.06;0.09;25.4;45.44;0.11;0.11;25.4;44.16;0.04;0.21
25.42;43.2;-0.06;0.32;25.42;45.67;0.12;0.11;25.42;44.25;0.05;0.22
25.44;43.09;-0.05;0.33;25.44;45.91;0.12;0.1;25.44;44.35;0.05;0.11
25.46;42.99;-0.05;0.22;25.46;46.13;0.12;0.23;25.46;44.46;0.05;0.1
25.48;42.9;-0.04;0.22;25.48;46.39;0.12;-0.00015;25.48;44.56;0.06;0.22
25.5;42.82;-0.04;0.22;25.5;46.63;0.12;-0.01;25.5;44.68;0.06;0.11
25.52;42.75;-0.03;0.21;25.52;46.87;0.12;0.12;25.52;44.8;0.06;-0.01
25.54;42.68;-0.03;0.32;25.54;47.13;0.12;-0.11;25.54;44.92;0.06;0.11
25.56;42.62;-0.02;0.44;25.56;47.37;0.12;-0.11;25.56;45.04;0.06;0.12
25.58;42.59;-0.01;0.33;25.58;47.61;0.12;-0.1;25.58;45.18;0.06;-0.11
25.6;42.57;-0.01;0.22;25.6;47.85;0.12;-0.22;25.6;45.3;0.06;-0.11
25.62;42.55;0;0.22;25.62;48.08;0.11;-0.11;25.62;45.42;0.06;9.91E-14
25.64;42.55;-0.000266;0.21;25.64;48.3;0.11;-0.09;25.64;45.54;0.06;0
25.66;42.55;0;0.32;25.66;48.52;0.11;-0.32;25.66;45.66;0.06;0.01
25.68;42.57;0.01;0.33;25.68;48.73;0.1;-0.33;25.68;45.78;0.06;-0.21
25.7;42.6;0.02;0.21;25.7;48.92;0.09;-0.21;25.7;45.9;0.05;-0.34
25.72;42.64;0.02;0.21;25.72;49.11;0.09;-0.32;25.72;45.99;0.05;6.48E-05
25.74;42.69;0.03;0.32;25.74;49.28;0.08;-0.33;25.74;46.09;0.05;0.01
25.76;42.74;0.03;0.44;25.76;49.44;0.08;-0.2;25.76;46.19;0.05;-0.21
25.78;42.82;0.04;0.22;25.78;49.59;0.07;-0.42;25.78;46.28;0.04;-0.21
25.8;42.91;0.04;0.1;25.8;49.73;0.06;-0.55;25.8;46.37;0.04;-0.21
25.82;42.99;0.05;0.21;25.82;49.84;0.05;-0.32;25.82;46.44;0.03;-0.21
25.84;43.1;0.05;0.32;25.84;49.94;0.05;-0.31;25.84;46.51;0.03;-0.21
25.86;43.2;0.06;0.34;25.86;50.03;0.04;-0.42;25.86;46.56;0.03;-0.21
25.88;43.34;0.06;0.1;25.88;50.1;0.03;-0.54;25.88;46.61;0.02;-0.21
25.9;43.46;0.06;0.21;25.9;50.15;0.02;-0.55;25.9;46.64;0.02;-0.21
25.92;43.59;0.07;0.34;25.92;50.17;0.01;-0.31;25.92;46.68;0.01;-0.21
25.94;43.75;0.08;0.11;25.94;50.19;0.01;-0.42;25.94;46.7;0.01;-0.21
25.96;43.9;0.08;0.09;25.96;50.19;-0.01;-0.55;25.96;46.72;0;-0.21
25.98;44.06;0.08;0.33;25.98;50.16;-0.02;-0.43;25.98;46.72;0.000292;-0.21
26;44.23;0.09;0.23;26;50.13;-0.03;-0.43;26;46.72;0;-0.22
26.02;44.42;0.09;-0.01;26.02;50.06;-0.03;-0.43;26.02;46.7;-0.01;-0.22
26.04;44.59;0.09;0.1;26.04;49.99;-0.04;-0.43;26.04;46.68;-0.01;-0.22
26.06;44.78;0.09;0.21;26.06;49.89;-0.05;-0.43;26.06;46.65;-0.02;-0.22
26.08;44.96;0.1;0.23;26.08;49.79;-0.06;-0.44;26.08;46.62;-0.02;-0.22
26.1;45.17;0.1;-0.000123;26.1;49.65;-0.07;-0.32;26.1;46.56;-0.03;-0.11
26.12;45.38;0.1;-0.01;26.12;49.51;-0.07;-0.31;26.12;46.51;-0.03;0.01
26.14;45.57;0.1;0.23;26.14;49.36;-0.08;-0.44;26.14;46.46;-0.03;-0.11
26.16;45.79;0.11;-0.000129;26.16;49.19;-0.09;-0.33;26.16;46.41;-0.03;-0.11
26.18;46;0.1;-0.01;26.18;49;-0.09;-0.21;26.18;46.34;-0.03;0.01
26.2;46.2;0.11;0.12;26.2;48.81;-0.1;-0.32;26.2;46.29;-0.03;-0.22
26.22;46.43;0.11;-0.11;26.22;48.61;-0.11;-0.33;26.22;46.22;-0.04;-0.24
26.24;46.63;0.1;-0.01;26.24;48.38;-0.11;-0.22;26.24;46.14;-0.04;0.11
26.26;46.84;0.11;0.11;26.26;48.16;-0.12;-0.22;26.26;46.07;-0.03;0.11
26.28;47.06;0.11;3.08E-13;26.28;47.92;-0.12;-0.12;26.28;46;-0.03;7.65E-14
26.3;47.27;0.11;0.01;26.3;47.68;-0.12;0.01;26.3;45.93;-0.03;-1.46E-13
26.32;47.49;0.11;-0.11;26.32;47.44;-0.12;-0.11;26.32;45.86;-0.03;-0.01
26.34;47.7;0.1;-0.11;26.34;47.2;-0.12;-0.11;26.34;45.79;-0.03;0.1
26.36;47.9;0.1;-0.11;26.36;46.94;-0.12;0.01;26.36;45.72;-0.03;0.22
26.38;48.11;0.1;-0.11;26.38;46.7;-0.12;-0.11;26.38;45.67;-0.03;0.11
26.4;48.3;0.1;-0.11;26.4;46.44;-0.13;-0.01;26.4;45.62;-0.03;0.1
26.42;48.51;0.09;-0.11;26.42;46.18;-0.12;0.11;26.42;45.57;-0.02;0.22
26.44;48.68;0.09;0.01;26.44;45.94;-0.12;-0.01;26.44;45.53;-0.02;0.11
26.46;48.89;0.09;-0.1;26.46;45.68;-0.13;0.21;26.46;45.5;-0.02;0.1
26.48;49.06;0.09;-0.21;26.48;45.44;-0.12;0.34;26.48;45.46;-0.01;0.22
26.5;49.25;0.09;-0.21;26.5;45.22;-0.11;0.11;26.5;45.44;-0.01;0.22
26.52;49.4;0.08;-0.21;26.52;44.99;-0.11;0.09;26.52;45.43;0;0.21
26.54;49.58;0.08;-0.22;26.54;44.77;-0.11;0.32;26.54;45.43;-0.000568;0.32
26.56;49.71;0.07;-0.1;26.56;44.56;-0.1;0.33;26.56;45.42;0.01;0.44
26.58;49.87;0.07;-0.21;26.58;44.37;-0.09;0.21;26.58;45.46;0.02;0.22
26.6;50.01;0.06;-0.33;26.6;44.18;-0.09;0.32;26.6;45.49;0.02;0.09
26.62;50.13;0.06;-0.21;26.62;44.01;-0.08;0.44;26.62;45.52;0.02;0.32
26.64;50.25;0.06;-0.21;26.64;43.85;-0.07;0.32;26.64;45.58;0.03;0.33
26.66;50.35;0.05;-0.21;26.66;43.71;-0.07;0.32;26.66;45.64;0.03;0.21
26.68;50.46;0.05;-0.21;26.68;43.57;-0.06;0.43;26.68;45.71;0.04;0.32
26.7;50.54;0.04;-0.21;26.7;43.47;-0.05;0.43;26.7;45.8;0.05;0.33
26.72;50.63;0.04;-0.32;26.72;43.37;-0.04;0.43;26.72;45.9;0.05;0.21
26.74;50.7;0.03;-0.33;26.74;43.3;-0.03;0.43;26.74;46;0.06;0.21
26.76;50.75;0.03;-0.21;26.76;43.23;-0.03;0.43;26.76;46.12;0.06;0.21
26.78;50.81;0.02;-0.21;26.78;43.19;-0.02;0.42;26.78;46.24;0.06;0.32
26.8;50.84;0.02;-0.32;26.8;43.15;-0.01;0.54;26.8;46.38;0.07;0.33
26.82;50.88;0.01;-0.33;26.82;43.15;0;0.54;26.82;46.53;0.08;0.21
26.84;50.88;0;-0.21;26.84;43.17;0.01;0.43;26.84;46.69;0.08;0.33
26.86;50.9;0.000636;-0.33;26.86;43.2;0.02;0.43;26.86;46.86;0.09;0.23
26.88;50.88;-0.01;-0.22;26.88;43.25;0.03;0.43;26.88;47.05;0.09;-0.01
26.9;50.86;-0.01;-0.2;26.9;43.32;0.04;0.43;26.9;47.22;0.09;0.21
26.92;50.85;-0.02;-0.44;26.92;43.41;0.05;0.43;26.92;47.41;0.1;0.23
26.94;50.8;-0.03;-0.33;26.94;43.51;0.06;0.43;26.94;47.61;0.1;-0.01
26.96;50.75;-0.03;-0.22;26.96;43.63;0.06;0.44;26.96;47.8;0.1;0.21
26.98;50.68;-0.03;-0.1;26.98;43.76;0.07;0.32;26.98;48.01;0.11;0.24
27;50.61;-0.03;-0.2;27;43.92;0.08;0.32;27;48.23;0.11;-0.11
27.02;50.54;-0.04;-0.45;27.02;44.07;0.09;0.44;27.02;48.44;0.1;-0.12
27.04;50.44;-0.05;-0.22;27.04;44.26;0.09;0.32;27.04;48.64;0.1;0.11
27.06;50.33;-0.05;-0.1;27.06;44.45;0.1;0.32;27.06;48.85;0.11;0.13
27.08;50.23;-0.06;-0.22;27.08;44.65;0.11;0.34;27.08;49.07;0.11;-0.22
27.1;50.11;-0.06;-0.21;27.1;44.88;0.11;0.1;27.1;49.28;0.1;-0.12
27.12;49.99;-0.06;-0.33;27.12;45.1;0.11;0.21;27.12;49.47;0.1;0.13
27.14;49.86;-0.07;-0.22;27.14;45.32;0.12;0.34;27.14;49.69;0.1;-0.21
27.16;49.7;-0.07;-0.1;27.16;45.58;0.12;0.11;27.16;49.88;0.09;-0.33
27.18;49.57;-0.08;-0.22;27.18;45.82;0.12;0.11;27.18;50.07;0.09;-0.21
27.2;49.39;-0.08;-0.22;27.2;46.08;0.13;0.11;27.2;50.25;0.09;-0.21
27.22;49.24;-0.09;-0.22;27.22;46.34;0.13;-0.01;27.22;50.42;0.08;-0.21
27.24;49.05;-0.09;-0.12;27.24;46.59;0.13;0.11;27.24;50.57;0.08;-0.21
27.26;48.88;-0.09;0.01;27.26;46.85;0.13;0.12;27.26;50.73;0.07;-0.31
27.28;48.69;-0.09;-0.1;27.28;47.13;0.13;-0.11;27.28;50.87;0.07;-0.44
27.3;48.52;-0.09;-0.22;27.3;47.39;0.13;-0.11;27.3;50.99;0.06;-0.41
27.32;48.31;-0.1;-0.11;27.32;47.64;0.13;-0.1;27.32;51.09;0.05;0.96
27.34;48.12;-0.1;-0.11;27.34;47.9;0.12;-0.22;27.34;51.19;0.09;-0.25
27.36;47.92;-0.1;-0.000123;27.36;48.14;0.12;-0.11;27.36;51.47;0.04;-3.05
27.38;47.71;-0.1;0.01;27.38;48.38;0.12;-0.1;27.38;51.34;-0.03;0.55
27.4;47.52;-0.1;-0.12;27.4;48.63;0.12;-0.21;27.4;51.36;0.06;2.19
27.42;47.3;-0.1;-2.64E-13;27.42;48.85;0.11;-0.21;27.42;51.58;0.06;-1.49
27.44;47.11;-0.1;-3.47E-14;27.44;49.07;0.11;-0.31;27.44;51.6;0.000967;-1.81
27.46;46.88;-0.1;0;27.46;49.28;0.1;-0.44;27.46;51.59;-0.01;-0.54
27.48;46.7;-0.1;-0.01;27.48;49.47;0.09;-0.33;27.48;51.55;-0.02;-0.45
27.5;46.47;-0.1;0.12;27.5;49.64;0.09;-0.2;27.5;51.5;-0.03;-1.73
27.52;46.28;-0.1;-0.11;27.52;49.82;0.08;-0.42;27.52;51.43;-0.09;-1.78
27.54;46.08;-0.11;-0.14;27.54;49.97;0.07;-0.55;27.54;51.14;-0.1;0.64
27.56;45.85;-0.1;0.34;27.56;50.09;0.06;-0.32;27.56;51.03;-0.06;0.84
27.58;45.66;-0.09;0.12;27.58;50.22;0.06;-0.31;27.58;50.89;-0.07;-0.42
27.6;45.47;-0.1;-0.13;27.6;50.32;0.05;-0.54;27.6;50.75;-0.08;-0.55
27.62;45.27;-0.1;0.21;27.62;50.41;0.04;-0.55;27.62;50.56;-0.09;-0.42
27.64;45.08;-0.09;0.34;27.64;50.46;0.03;-0.43;27.64;50.4;-0.1;-0.54
27.66;44.9;-0.09;0.01;27.66;50.52;0.02;-0.43;27.66;50.17;-0.11;-0.55
27.68;44.73;-0.09;-0.13;27.68;50.53;0.01;-0.42;27.68;49.95;-0.12;-0.44
27.7;44.54;-0.09;0.21;27.7;50.55;0.000948;-0.55;27.7;49.69;-0.13;-0.32
27.72;44.37;-0.08;0.34;27.72;50.54;-0.01;-0.44;27.72;49.44;-0.13;-0.32
27.74;44.21;-0.08;0.11;27.74;50.5;-0.02;-0.3;27.74;49.16;-0.14;-0.44
27.76;44.06;-0.08;0.1;27.76;50.47;-0.02;-0.65;27.76;48.87;-0.15;-0.33
27.78;43.9;-0.07;0.22;27.78;50.4;-0.04;-0.68;27.78;48.56;-0.15;-0.21
27.8;43.77;-0.07;0.21;27.8;50.3;-0.05;-0.21;27.8;48.25;-0.16;-0.32
27.82;43.63;-0.07;0.33;27.82;50.2;-0.05;-0.3;27.82;47.93;-0.17;-0.34
27.84;43.51;-0.06;0.22;27.84;50.1;-0.06;-0.67;27.84;47.58;-0.17;-0.11
27.86;43.4;-0.06;0.09;27.86;49.94;-0.08;-0.33;27.86;47.24;-0.17;-0.1
27.88;43.28;-0.05;0.33;27.88;49.79;-0.08;-0.2;27.88;46.89;-0.18;-0.22
27.9;43.19;-0.04;0.22;27.9;49.64;-0.09;-0.43;27.9;46.53;-0.18;-0.22
27.92;43.11;-0.04;0.09;27.92;49.45;-0.09;-0.44;27.92;46.17;-0.18;-0.11
27.94;43.02;-0.04;0.32;27.94;49.26;-0.1;-0.33;27.94;45.79;-0.19;-4.8E-13
27.96;42.95;-0.03;0.34;27.96;49.03;-0.11;-0.21;27.96;45.43;-0.18;-0.01
27.98;42.9;-0.03;0.1;27.98;48.83;-0.11;-0.33;27.98;45.05;-0.19;0.1
28;42.85;-0.03;0.2;28;48.59;-0.12;-0.22;28;44.69;-0.18;0.22
28.02;42.79;-0.02;0.44;28.02;48.35;-0.12;-0.1;28.02;44.33;-0.18;0.11
28.04;42.78;-0.01;0.33;28.04;48.11;-0.12;-0.22;28.04;43.99;-0.18;-0.01
28.06;42.76;0;0.22;28.06;47.85;-0.13;-0.12;28.06;43.62;-0.18;0.21
28.08;42.76;0;0.1;28.08;47.59;-0.13;0.01;28.08;43.28;-0.17;0.33
28.1;42.76;-0.000534;0.2;28.1;47.33;-0.13;-0.1;28.1;42.95;-0.16;0.21
28.12;42.76;0.01;0.44;28.12;47.08;-0.13;-0.23;28.12;42.62;-0.16;0.32
28.14;42.79;0.02;0.34;28.14;46.8;-0.14;-0.01;28.14;42.31;-0.15;0.32
28.16;42.82;0.02;0.12;28.16;46.53;-0.13;0.22;28.16;42.02;-0.15;0.32
28.18;42.88;0.02;-0.13;28.18;46.27;-0.13;0.11;28.18;41.73;-0.14;0.42
28.2;42.91;0.02;0.29;28.2;46.01;-0.13;-0.01;28.2;41.47;-0.13;0.53
28.22;42.94;0.03;0.89;28.22;45.75;-0.13;0.1;28.22;41.21;-0.12;0.66
28.24;43.05;0.05;0.35;28.24;45.49;-0.13;0.22;28.24;41;-0.1;0.44
28.26;43.15;0.05;-0.13;28.26;45.25;-0.12;0.22;28.26;40.79;-0.1;0.31
28.28;43.23;0.05;0.21;28.28;45.01;-0.12;0.11;28.28;40.6;-0.09;0.53
28.3;43.34;0.06;0.22;28.3;44.79;-0.12;0.09;28.3;40.43;-0.08;0.65
28.32;43.46;0.06;0.09;28.32;44.54;-0.11;0.43;28.32;40.29;-0.07;0.65
28.34;43.56;0.06;0.32;28.34;44.34;-0.1;0.44;28.34;40.17;-0.05;0.65
28.36;43.7;0.07;0.34;28.36;44.15;-0.09;0.21;28.36;40.08;-0.04;0.65
28.38;43.83;0.07;0.11;28.38;43.96;-0.09;0.32;28.38;40.01;-0.03;0.65
28.4;43.99;0.07;-0.01;28.4;43.78;-0.08;0.43;28.4;39.97;-0.01;0.65
28.42;44.13;0.07;0.21;28.42;43.63;-0.07;0.43;28.42;39.95;-0.000749;0.64
28.44;44.28;0.08;0.34;28.44;43.49;-0.07;0.43;28.44;39.97;0.01;0.64
28.46;44.45;0.09;0.11;28.46;43.37;-0.06;0.43;28.46;40;0.03;0.64
28.48;44.62;0.09;-0.01;28.48;43.26;-0.05;0.43;28.48;40.07;0.04;0.64
28.5;44.79;0.09;0.1;28.5;43.18;-0.04;0.43;28.5;40.15;0.05;0.64
28.52;44.97;0.09;0.21;28.52;43.11;-0.03;0.43;28.52;40.27;0.06;0.64
28.54;45.15;0.09;0.22;28.54;43.05;-0.02;0.43;28.54;40.41;0.08;0.64
28.56;45.34;0.1;0.11;28.56;43.02;-0.01;0.43;28.56;40.58;0.09;0.64
28.58;45.55;0.1;2.54E-13;28.58;43;0;0.42;28.58;40.77;0.1;0.65
28.6;45.74;0.1;3.47E-14;28.6;43;0;0.54;28.6;40.99;0.12;0.54
28.62;45.95;0.1;-0.01;28.62;43.01;0.02;0.55;28.62;41.23;0.12;0.53
28.64;46.13;0.1;0.11;28.64;43.07;0.03;0.32;28.64;41.49;0.14;0.65
28.66;46.34;0.1;0.12;28.66;43.12;0.03;0.42;28.66;41.78;0.15;0.54
28.68;46.55;0.1;-0.11;28.68;43.18;0.04;0.66;28.68;42.09;0.16;0.43
28.7;46.75;0.1;-0.12;28.7;43.28;0.06;0.44;28.7;42.41;0.17;0.43
28.72;46.94;0.1;0.11;28.72;43.41;0.06;0.32;28.72;42.75;0.18;0.43
28.74;47.15;0.1;0.11;28.74;43.52;0.07;0.44;28.74;43.11;0.18;0.43
28.76;47.35;0.1;0.01;28.76;43.68;0.08;0.32;28.76;43.49;0.19;0.44
28.78;47.56;0.1;-0.11;28.78;43.83;0.08;0.32;28.78;43.89;0.2;0.33
28.8;47.77;0.1;-0.11;28.8;44;0.09;0.44;28.8;44.3;0.21;0.21
28.82;47.96;0.1;-0.1;28.82;44.19;0.1;0.33;28.82;44.71;0.21;0.22
28.84;48.17;0.09;-0.23;28.84;44.4;0.1;0.21;28.84;45.14;0.21;0.11
28.86;48.34;0.09;0.000119;28.86;44.6;0.11;0.21;28.86;45.57;0.21;0.1
28.88;48.53;0.09;0.02;28.88;44.83;0.11;0.21;28.88;46;0.22;0.22
28.9;48.72;0.09;-0.34;28.9;45.05;0.12;0.33;28.9;46.44;0.22;0.11
28.92;48.89;0.08;-0.11;28.92;45.29;0.12;0.23;28.92;46.89;0.22;-4.61E-13
28.94;49.04;0.09;0.02;28.94;45.55;0.12;-0.01;28.94;47.34;0.22;0.01
28.96;49.23;0.08;-0.34;28.96;45.79;0.12;0.11;28.96;47.78;0.22;-0.1
28.98;49.37;0.07;-0.12;28.98;46.04;0.13;0.11;28.98;48.23;0.22;-0.22
29;49.52;0.08;0.02;29;46.3;0.13;-0.01;29;48.66;0.21;-0.11
29.02;49.68;0.07;-0.32;29.02;46.56;0.13;0.11;29.02;49.09;0.22;-0.1
29.04;49.82;0.06;-0.33;29.04;46.82;0.13;0.13;29.04;49.52;0.21;-0.21
29.06;49.94;0.06;-0.21;29.06;47.09;0.13;-0.21;29.06;49.94;0.21;-0.2
29.08;50.06;0.06;-0.22;29.08;47.35;0.12;-0.23;29.08;50.35;0.2;-0.42
29.1;50.16;0.05;-0.11;29.1;47.59;0.12;0.01;29.1;50.75;0.19;-0.63
29.12;50.27;0.05;-0.09;29.12;47.85;0.12;-0.1;29.12;51.11;0.18;0.64
29.14;50.37;0.05;-0.31;29.14;48.09;0.12;-0.21;29.14;51.46;0.22;2.43
29.16;50.46;0.04;-0.44;29.16;48.33;0.12;-0.21;29.16;51.97;0.27;0.13
29.18;50.53;0.03;-0.34;29.18;48.56;0.11;-0.21;29.18;52.56;0.22;-3.29
29.2;50.58;0.03;-0.11;29.2;48.78;0.11;-0.21;29.2;52.85;0.14;-2.36
29.22;50.63;0.03;-0.09;29.22;48.99;0.1;-0.31;29.22;53.13;0.13;-0.73
29.24;50.69;0.02;-0.32;29.24;49.2;0.1;-0.44;29.24;53.36;0.11;-2.6
29.26;50.72;0.01;-0.33;29.26;49.37;0.09;-0.32;29.26;53.59;0.02;-2.8
29.28;50.74;0.01;-0.21;29.28;49.54;0.08;-0.32;29.28;53.44;0;3.23
29.3;50.76;0;-0.21;29.3;49.7;0.07;-0.32;29.3;53.6;0.15;3.68
29.32;50.76;0.000634;-0.32;29.32;49.84;0.07;-0.31;29.32;54.05;0.15;-4.21
29.34;50.76;-0.01;-0.33;29.34;49.98;0.06;-0.54;29.34;54.19;-0.02;-2.88
29.36;50.72;-0.01;-0.21;29.36;50.08;0.05;-0.55;29.36;53.98;0.03;2.95
29.38;50.71;-0.02;-0.33;29.38;50.17;0.04;-0.44;29.38;54.33;0.1;-0.5
29.4;50.66;-0.03;-0.22;29.4;50.24;0.03;-0.32;29.4;54.39;0.01;-2.61
29.42;50.61;-0.03;-0.21;29.42;50.29;0.03;-0.31;29.42;54.39;0;-0.63
29.44;50.56;-0.03;-0.34;29.44;50.34;0.02;-0.54;29.44;54.37;-0.01;-2.39
29.46;50.47;-0.04;-0.1;29.46;50.36;0;-0.55;29.46;54.34;-0.1;-0.79
29.48;50.4;-0.04;-0.2;29.48;50.36;0;-0.43;29.48;53.98;-0.04;2.96
29.5;50.32;-0.05;-0.44;29.5;50.35;-0.01;-0.43;29.5;54.17;0.02;-0.63
29.52;50.22;-0.06;-0.34;29.52;50.31;-0.02;-0.43;29.52;54.05;-0.07;-2.41
29.54;50.1;-0.06;-0.11;29.54;50.26;-0.03;-0.43;29.54;53.9;-0.08;-0.31
29.56;49.97;-0.06;-0.1;29.56;50.2;-0.04;-0.42;29.56;53.75;-0.08;-0.53
29.58;49.86;-0.06;-0.22;29.58;50.11;-0.05;-0.55;29.58;53.58;-0.1;-0.66
29.6;49.72;-0.07;-0.22;29.6;50.01;-0.06;-0.45;29.6;53.35;-0.11;-0.28
29.62;49.58;-0.07;-0.22;29.62;49.87;-0.06;-0.2;29.62;53.15;-0.11;-2.36
29.64;49.43;-0.08;-0.22;29.64;49.75;-0.07;-0.43;29.64;52.92;-0.2;-2.66
29.66;49.27;-0.08;-0.11;29.66;49.6;-0.08;-0.45;29.66;52.35;-0.22;-0.12
29.68;49.1;-0.08;-0.1;29.68;49.43;-0.09;-0.21;29.68;52.05;-0.21;-0.06
29.7;48.95;-0.09;-0.22;29.7;49.26;-0.09;-0.32;29.7;51.52;-0.22;0.75
29.72;48.76;-0.09;-0.11;29.72;49.07;-0.1;-0.33;29.72;51.18;-0.18;0.83
29.74;48.59;-0.09;-0.11;29.74;48.86;-0.1;-0.22;29.74;50.82;-0.18;-0.32
29.76;48.4;-0.09;-0.12;29.76;48.66;-0.11;-0.22;29.76;50.44;-0.19;-0.32
29.78;48.21;-0.09;0.01;29.78;48.43;-0.11;-0.22;29.78;50.06;-0.2;-0.35
29.8;48.02;-0.09;-0.11;29.8;48.21;-0.12;-0.22;29.8;49.65;-0.2;0.01
29.82;47.83;-0.1;-0.12;29.82;47.97;-0.12;-0.12;29.82;49.25;-0.2;-0.09
29.84;47.62;-0.1;0.01;29.84;47.73;-0.12;0.01;29.84;48.86;-0.21;-0.35
29.86;47.43;-0.1;-0.11;29.86;47.49;-0.12;-0.11;29.86;48.43;-0.21;-0.01
29.88;47.23;-0.1;-0.11;29.88;47.25;-0.12;-0.12;29.88;48.02;-0.21;0.12
29.9;47.02;-0.1;-2.99E-13;29.9;46.99;-0.12;0;29.9;47.6;-0.21;5.28E-13
29.92;46.82;-0.1;-1.95E-13;29.92;46.75;-0.12;-0.01;29.92;47.19;-0.21;-4.59E-13
