4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-in Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-gegen Phase- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl;4-b-Kopplung-Schwebung- Edelstahl
Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²);Zeit (s);Position (cm);Geschwindigkeit (m/s);Beschleunigung (m/s²)
;;;;;;;;76.2;48.38;0.04;-0.1
;;;;;;;;76.22;48.46;0.04;-0.22
;;;;;;;;76.24;48.53;0.03;-0.12
;;;;;;;;76.26;48.6;0.03;0.01
;;;;;;;;76.28;48.67;0.03;-0.1
;;;;;;;;76.3;48.74;0.03;-0.21
;;;;;;;;76.32;48.79;0.03;-0.21
;;;;;;;;76.34;48.85;0.02;-0.22
;;;;;;;;76.36;48.88;0.02;-0.11
;;;;;;;;76.38;48.91;0.02;-0.1
;;;;;;;;76.4;48.95;0.01;-0.21
;;;;;;;;76.42;48.97;0.01;-0.32
;;;;;;;;76.44;48.99;0.000306;-0.33
;;;;;;;;76.46;48.97;0;-0.22
;;;;;;;;76.48;48.97;-0.01;-0.22
;;;;;;;;76.5;48.94;-0.01;-0.21
;;;;;;;;76.52;48.92;-0.02;-0.32
;;;;;;;;76.54;48.87;-0.03;-0.33
;;;;;;;;76.56;48.82;-0.03;-0.22
;;;;;;;;76.58;48.75;-0.03;-0.21
;;;;;;;;76.6;48.68;-0.04;-0.32
;;;;;;;;76.62;48.6;-0.05;-0.45
;;;;;;;;76.64;48.5;-0.06;-0.23
;;;;;;;;76.66;48.37;-0.06;0.02
;;;;;;;;76.68;48.27;-0.06;-0.21
;;;;;;;;76.7;48.15;-0.06;-0.32
;;;;;;;;76.72;48.01;-0.07;-0.32
;;;;;;;;76.74;47.88;-0.08;-0.34
;;;;;;;;76.76;47.71;-0.08;-0.11
;;;;;;;;76.78;47.55;-0.08;-0.11
;;;;;;;;76.8;47.38;-0.09;-0.1
;;;;;;;;76.82;47.21;-0.09;-0.22
;;;;;;;;76.84;47.04;-0.09;-0.22
;;;;;;;;76.86;46.83;-0.09;-0.09
;;;;;;;;76.88;46.66;-0.1;-0.34
;;;;;;;;76.9;46.44;-0.11;-0.01
;;;;;;;;76.92;46.23;-0.1;0.24
;;;;;;;;76.94;46.04;-0.1;-0.11
;;;;;;;;76.96;45.83;-0.1;-0.01
;;;;;;;;76.98;45.63;-0.1;0.12
;;;;;;;;77;45.44;-0.1;-0.11
;;;;;;;;77.02;45.23;-0.1;-0.12
;;;;;;;;77.04;45.03;-0.1;0.1
;;;;;;;;77.06;44.82;-0.1;0.22
;;;;;;;;77.08;44.63;-0.09;0.11
;;;;;;;;77.1;44.44;-0.09;0.1
;;;;;;;;77.12;44.25;-0.09;0.22
;;;;;;;;77.14;44.08;-0.09;0.11
;;;;;;;;77.16;43.91;-0.09;0.09
;;;;;;;;77.18;43.73;-0.08;0.32
;;;;;;;;77.2;43.58;-0.07;0.33
;;;;;;;;77.22;43.44;-0.07;0.21
;;;;;;;;77.24;43.3;-0.07;0.32
;;;;;;;;77.26;43.18;-0.06;0.44
;;;;;;;;77.28;43.07;-0.05;0.22
;;;;;;;;77.3;42.99;-0.05;0.09
;;;;;;;;77.32;42.88;-0.04;0.42
;;;;;;;;77.34;42.81;-0.03;0.54
;;;;;;;;77.36;42.76;-0.02;0.44
;;;;;;;;77.38;42.73;-0.01;0.32
;;;;;;;;77.4;42.71;-0.01;0.32
;;;;;;;;77.42;42.69;-0.000534;0.43
;;;;;;;;77.44;42.71;0.01;0.43
;;;;;;;;77.46;42.72;0.02;0.44
;;;;;;;;77.48;42.77;0.03;0.32
;;;;;;;;77.5;42.82;0.03;0.32
;;;;;;;;77.52;42.89;0.04;0.43
;;;;;;;;77.54;42.98;0.05;0.43
;;;;;;;;77.56;43.08;0.06;0.44
;;;;;;;;77.58;43.2;0.06;0.32
;;;;;;;;77.6;43.34;0.07;0.32
;;;;;;;;77.62;43.47;0.08;0.43
;;;;;;;;77.64;43.64;0.09;0.44
;;;;;;;;77.66;43.81;0.09;0.33
;;;;;;;;77.68;44.02;0.1;0.21
;;;;;;;;77.7;44.21;0.1;0.21
;;;;;;;;77.72;44.43;0.11;0.2
;;;;;;;;77.74;44.64;0.11;0.44
;;;;;;;;77.76;44.88;0.12;0.34
;;;;;;;;77.78;45.13;0.12;0.1
;;;;;;;;77.8;45.37;0.13;0.22
;;;;;;;;77.82;45.65;0.13;0.11
;;;;;;;;77.84;45.91;0.13;0.11
;;;;;;;;77.86;46.18;0.14;0.11
;;;;;;;;77.88;46.46;0.14;0.11
;;;;;;;;77.9;46.73;0.14;0.12
;;;;;;;;77.92;47.02;0.14;-0.11
;;;;;;;;77.94;47.3;0.14;-0.01
;;;;;;;;77.96;47.57;0.14;0.12
;;;;;;;;77.98;47.87;0.14;-0.11
;;;;;;;;78;48.14;0.14;-0.11
;;;;;;;;78.02;48.42;0.14;-0.1
;;;;;;;;78.04;48.69;0.13;-0.22
;;;;;;;;78.06;48.95;0.13;-0.11
;;;;;;;;78.08;49.21;0.13;-0.09
;;;;;;;;78.1;49.47;0.13;-0.32
;;;;;;;;78.12;49.71;0.12;-0.33
;;;;;;;;78.14;49.93;0.11;-0.21
;;;;;;;;78.16;50.16;0.11;-0.32
;;;;;;;;78.18;50.36;0.1;-0.32
;;;;;;;;78.2;50.55;0.1;-0.31
;;;;;;;;78.22;50.75;0.09;-0.44
;;;;;;;;78.24;50.9;0.08;-0.31
;;;;;;;;78.26;51.06;0.07;-0.42
;;;;;;;;78.28;51.2;0.06;-0.55
;;;;;;;;78.3;51.3;0.05;-0.41
;;;;;;;;78.32;51.4;0.04;0.88
;;;;;;;;78.34;51.48;0.09;0.82
;;;;;;;;78.36;51.75;0.08;-1.73
;;;;;;;;78.38;51.79;0.02;-1.69
;;;;;;;;78.4;51.82;0.01;-0.54
;;;;;;;;78.42;51.82;0;-0.46
;;;;;;;;78.44;51.81;-0.01;-1.7
;;;;;;;;78.46;51.79;-0.07;-0.52
;;;;;;;;78.48;51.52;-0.03;0.92
;;;;;;;;78.5;51.67;-0.03;-1.59
;;;;;;;;78.52;51.38;-0.09;-0.5
;;;;;;;;78.54;51.3;-0.05;0.61
;;;;;;;;78.56;51.16;-0.07;-0.45
;;;;;;;;78.58;51.03;-0.07;-0.21
;;;;;;;;78.6;50.87;-0.08;-0.31
;;;;;;;;78.62;50.72;-0.09;-0.54
;;;;;;;;78.64;50.53;-0.1;-0.56
;;;;;;;;78.66;50.33;-0.11;-0.22
;;;;;;;;78.68;50.1;-0.11;-0.08
;;;;;;;;78.7;49.9;-0.11;-0.43
;;;;;;;;78.72;49.66;-0.12;-0.45
;;;;;;;;78.74;49.4;-0.13;-0.11
;;;;;;;;78.76;49.14;-0.13;-0.1
;;;;;;;;78.78;48.88;-0.13;-0.22
;;;;;;;;78.8;48.61;-0.14;-0.11
;;;;;;;;78.82;48.33;-0.14;-0.11
;;;;;;;;78.84;48.06;-0.14;-0.11
;;;;;;;;78.86;47.77;-0.14;-0.1
;;;;;;;;78.88;47.49;-0.15;-0.23
;;;;;;;;78.9;47.18;-0.15;-0.01
;;;;;;;;78.92;46.89;-0.15;0.22
;;;;;;;;78.94;46.6;-0.14;0.12
;;;;;;;;78.96;46.32;-0.14;-0.12
;;;;;;;;78.98;46.03;-0.15;0.09
;;;;;;;;79;45.73;-0.14;0.34
;;;;;;;;79.02;45.48;-0.13;0.11
;;;;;;;;79.04;45.2;-0.13;-0.01
;;;;;;;;79.06;44.94;-0.13;0.2
;;;;;;;;79.08;44.67;-0.13;0.44
;;;;;;;;79.1;44.44;-0.12;0.22
;;;;;;;;79.12;44.2;-0.12;0.21
;;;;;;;;79.14;43.98;-0.11;0.32
;;;;;;;;79.16;43.77;-0.1;0.32
;;;;;;;;79.18;43.56;-0.09;0.32
;;;;;;;;79.2;43.39;-0.09;0.31
;;;;;;;;79.22;43.2;-0.08;0.54
;;;;;;;;79.24;43.06;-0.07;0.44
;;;;;;;;79.26;42.92;-0.06;0.21
;;;;;;;;79.28;42.8;-0.06;0.31
;;;;;;;;79.3;42.68;-0.05;0.54
;;;;;;;;79.32;42.59;-0.04;0.44
;;;;;;;;79.34;42.52;-0.03;0.59
;;;;;;;;79.36;42.45;-0.02;-3.96
;;;;;;;;79.38;42.46;-0.19;-4.77
;;;;;;;;79.4;41.68;-0.21;3.07
;;;;;;;;79.42;41.64;-0.07;5.83
;;;;;;;;79.44;41.4;0.03;5.82
;;;;;;;;79.46;41.74;0.16;0.17
;;;;;;;;79.48;42.05;0.03;-4.79
;;;;;;;;79.5;41.88;-0.03;-1.94
;;;;;;;;79.52;41.93;-0.04;-0.26
;;;;;;;;79.54;41.7;-0.04;4.31
;;;;;;;;79.56;41.77;0.13;4.3
;;;;;;;;79.58;42.22;0.13;2.76
;;;;;;;;79.6;42.3;0.24;-3.66
;;;;;;;;79.62;43.17;-0.01;-8.13
;;;;;;;;79.64;42.24;-0.09;7.72
;;;;;;;;79.66;42.83;0.29;6.97
;;;;;;;;79.68;43.42;0.19;-7.87
;;;;;;;;79.7;43.6;-0.02;-0.65
;;;;;;;;79.72;43.34;0.17;7.44
;;;;;;;;79.74;44.26;0.28;-3.39
;;;;;;;;79.76;44.45;0.03;-10.46
;;;;;;;;79.78;44.38;-0.14;4.05
;;;;;;;;79.8;43.89;0.19;12.73
;;;;;;;;79.82;45.15;0.37;-4.1
;;;;;;;;79.84;45.36;0.03;-6.2
;;;;;;;;79.86;45.27;0.12;4.14
;;;;;;;;79.88;45.84;0.19;-0.23
;;;;;;;;79.9;46.05;0.11;-1.82
;;;;;;;;79.92;46.29;0.12;-0.1
;;;;;;;;79.94;46.53;0.11;-2.09
;;;;;;;;79.96;46.72;0.04;0.23
;;;;;;;;79.98;46.68;0.12;3.59
;;;;;;;;80;47.18;0.18;-0.32
;;;;;;;;80.02;47.41;0.1;-2.17
;;;;;;;;80.04;47.6;0.09;-0.11
;;;;;;;;80.06;47.78;0.1;0.02
;;;;;;;;80.08;47.99;0.1;-0.33
;;;;;;;;80.1;48.17;0.09;-0.21
;;;;;;;;80.12;48.34;0.09;-0.21
;;;;;;;;80.14;48.51;0.08;-0.33
;;;;;;;;80.16;48.65;0.07;-0.21
;;;;;;;;80.18;48.81;0.07;-0.32
;;;;;;;;80.2;48.93;0.06;-0.33
;;;;;;;;80.22;49.05;0.06;-0.21
;;;;;;;;80.24;49.15;0.05;-0.31
;;;;;;;;80.26;49.26;0.04;-0.44
;;;;;;;;80.28;49.32;0.03;-0.33
;;;;;;;;80.3;49.39;0.03;-0.21
;;;;;;;;80.32;49.45;0.03;-0.21
;;;;;;;;80.34;49.5;0.02;-0.32
;;;;;;;;80.36;49.53;0.01;-0.33
;;;;;;;;80.38;49.55;0.01;-0.21
;;;;;;;;80.4;49.57;0;-0.31
;;;;;;;;80.42;49.57;0;-0.44
;;;;;;;;80.44;49.56;-0.01;-0.33
;;;;;;;;80.46;49.52;-0.02;-0.22
;;;;;;;;80.48;49.49;-0.02;-0.22
;;;;;;;;80.5;49.44;-0.03;-0.11
;;;;;;;;80.52;49.38;-0.03;-0.09
;;;;;;;;80.54;49.33;-0.03;-0.31
;;;;;;;;80.56;49.27;-0.04;-0.45
;;;;;;;;80.58;49.18;-0.05;-0.23
;;;;;;;;80.6;49.08;-0.05;0.01
;;;;;;;;80.62;48.99;-0.05;-0.1
;;;;;;;;80.64;48.89;-0.05;-0.22
;;;;;;;;80.66;48.79;-0.06;-0.12
;;;;;;;;80.68;48.67;-0.06;0.01
;;;;;;;;80.7;48.56;-0.06;-0.11
;;;;;;;;80.72;48.44;-0.06;-0.12
;;;;;;;;80.74;48.32;-0.06;0.01
;;;;;;;;80.76;48.2;-0.06;-0.11
;;;;;;;;80.78;48.08;-0.06;-0.12
;;;;;;;;80.8;47.94;-0.06;0.11
;;;;;;;;80.82;47.82;-0.06;0.11
;;;;;;;;80.84;47.7;-0.06;0.11
;;;;;;;;80.86;47.58;-0.06;0.12
;;;;;;;;80.88;47.48;-0.06;-0.11
;;;;;;;;80.9;47.36;-0.06;-0.13
;;;;;;;;80.92;47.24;-0.06;0.21
;;;;;;;;80.94;47.12;-0.05;0.34
;;;;;;;;80.96;47.03;-0.05;6.49E-05
;;;;;;;;80.98;46.93;-0.05;-0.01
;;;;;;;;81;46.82;-0.05;0.22
;;;;;;;;81.02;46.74;-0.04;0.11
;;;;;;;;81.04;46.65;-0.04;0.02
;;;;;;;;81.06;46.57;-0.04;-0.24
;;;;;;;;81.08;46.48;-0.05;-1.68
;;;;;;;;81.1;46.36;-0.11;0.89
;;;;;;;;81.12;46.05;-0.02;4.14
;;;;;;;;81.14;46.29;0.06;0.01
;;;;;;;;81.16;46.27;-0.02;-1.96
;;;;;;;;81.18;46.22;-0.02;0.1
;;;;;;;;81.2;46.18;-0.01;0.23
;;;;;;;;81.22;46.17;-0.01;0.02
;;;;;;;;81.24;46.13;-0.01;-0.33
;;;;;;;;81.26;46.12;-0.03;-0.3
;;;;;;;;81.28;46.03;-0.02;1.09
;;;;;;;;81.3;46.02;0.02;0.96
;;;;;;;;81.32;46.1;0.01;-0.7
;;;;;;;;81.34;46.08;-0.01;0.09
;;;;;;;;81.36;46.06;0.02;0.62
;;;;;;;;81.38;46.15;0.01;-2.36
;;;;;;;;81.4;46.11;-0.08;-4.47
;;;;;;;;81.42;45.84;-0.16;-0.34
;;;;;;;;81.44;45.46;-0.09;5.22
;;;;;;;;81.46;45.48;0.04;2.69
;;;;;;;;81.48;45.64;0.02;0.85
;;;;;;;;81.5;45.55;0.08;2.93
;;;;;;;;81.52;45.95;0.13;-0.95
;;;;;;;;81.54;46.09;0.04;-1.31
;;;;;;;;81.56;46.11;0.08;1.08
;;;;;;;;81.58;46.42;0.08;-3.98
;;;;;;;;81.6;46.44;-0.08;-6.01
;;;;;;;;81.62;46.12;-0.16;-1.28
;;;;;;;;81.64;45.82;-0.13;1.96
;;;;;;;;81.66;45.6;-0.08;3.28
;;;;;;;;81.68;45.5;0;4.48
;;;;;;;;81.7;45.61;0.1;-0.13
;;;;;;;;81.72;45.91;0;0.09
;;;;;;;;81.74;45.61;0.1;2.49
;;;;;;;;81.76;46.32;0.1;-4.91
;;;;;;;;81.78;46;-0.09;-2.33
;;;;;;;;81.8;45.95;0;2.55
;;;;;;;;81.82;46.01;0.01;-2.06
;;;;;;;;81.84;45.99;-0.08;-2.18
;;;;;;;;81.86;45.7;-0.08;3.62
;;;;;;;;81.88;45.68;0.07;1.05
;;;;;;;;81.9;45.97;-0.04;-4.09
;;;;;;;;81.92;45.54;-0.1;2.46
;;;;;;;;81.94;45.58;0.06;8.26
;;;;;;;;81.96;45.79;0.23;2.3
;;;;;;;;81.98;46.52;0.15;-8.89
;;;;;;;;82;46.41;-0.12;-6.43
;;;;;;;;82.02;46.03;-0.1;0.24
;;;;;;;;82.04;46;-0.11;-2.21
;;;;;;;;82.06;45.58;-0.19;1.77
;;;;;;;;82.08;45.24;-0.04;9.95
;;;;;;;;82.1;45.42;0.21;4.64
;;;;;;;;82.12;46.07;0.14;-7.98
;;;;;;;;82.14;46;-0.11;-4.61
;;;;;;;;82.16;45.62;-0.04;4.01
;;;;;;;;82.18;45.84;0.05;0.26
;;;;;;;;82.2;45.81;-0.03;-2.28
;;;;;;;;82.22;45.72;-0.04;-0.24
;;;;;;;;82.24;45.64;-0.04;0.12
;;;;;;;;82.26;45.57;-0.04;0
;;;;;;;;82.28;45.48;-0.04;-1.71
;;;;;;;;82.3;45.41;-0.11;-2.18
;;;;;;;;82.32;45.05;-0.13;3.51
;;;;;;;;82.34;44.91;0.03;4.46
;;;;;;;;82.36;45.19;0.05;-1.57
;;;;;;;;82.38;45.12;-0.03;-2.29
;;;;;;;;82.4;45.07;-0.04;-1.84
;;;;;;;;82.42;44.96;-0.1;-1.72
;;;;;;;;82.44;44.66;-0.11;-0.15
;;;;;;;;82.46;44.53;-0.11;2.37
;;;;;;;;82.48;44.22;-0.01;2.51
;;;;;;;;82.5;44.48;-0.01;-1.95
;;;;;;;;82.52;44.19;-0.09;1.72
;;;;;;;;82.54;44.12;0.06;3.99
;;;;;;;;82.56;44.43;0.07;-3.48
;;;;;;;;82.58;44.39;-0.08;-1.4
;;;;;;;;82.6;44.12;0.01;4.22
;;;;;;;;82.62;44.44;0.09;0.3
;;;;;;;;82.64;44.47;0.02;-1.28
;;;;;;;;82.66;44.54;0.04;2.19
;;;;;;;;82.68;44.63;0.11;1.74
;;;;;;;;82.7;44.99;0.11;-1.92
;;;;;;;;82.72;45.06;0.04;-4.13
;;;;;;;;82.74;45.13;-0.06;-0.2
;;;;;;;;82.76;44.83;0.03;5.09
;;;;;;;;82.78;45.24;0.15;1.16
;;;;;;;;82.8;45.42;0.07;-2.15
;;;;;;;;82.82;45.54;0.06;-0.22
;;;;;;;;82.84;45.66;0.07;-1.97
;;;;;;;;82.86;45.8;-0.02;0.07
;;;;;;;;82.88;45.58;0.07;4.35
;;;;;;;;82.9;46.07;0.16;0.23
;;;;;;;;82.92;46.2;0.08;-1.85
;;;;;;;;82.94;46.38;0.08;0.35
;;;;;;;;82.96;46.53;0.09;-1.95
;;;;;;;;82.98;46.74;0;-0.27
;;;;;;;;83;46.54;0.08;4.23
;;;;;;;;83.02;47.06;0.17;0.35
;;;;;;;;83.04;47.23;0.09;-1.94
;;;;;;;;83.06;47.44;0.1;-0.23
;;;;;;;;83.08;47.61;0.09;-0.02
;;;;;;;;83.1;47.78;0.09;0.34
;;;;;;;;83.12;47.99;0.1;0.02
;;;;;;;;83.14;48.18;0.1;-0.34
;;;;;;;;83.16;48.37;0.09;-0.13
;;;;;;;;83.18;48.52;0.09;0.24
;;;;;;;;83.2;48.73;0.1;-0.1
;;;;;;;;83.22;48.9;0.09;-0.21
;;;;;;;;83.24;49.08;0.09;-0.21
;;;;;;;;83.26;49.25;0.08;-0.31
;;;;;;;;83.28;49.39;0.07;-0.57
;;;;;;;;83.3;49.55;0.05;-0.17
;;;;;;;;83.32;49.61;0.07;0.84
;;;;;;;;83.34;49.82;0.09;-0.39
;;;;;;;;83.36;49.96;0.05;-1.04
;;;;;;;;83.38;50.03;0.05;0.01
;;;;;;;;83.4;50.15;0.05;-0.09
;;;;;;;;83.42;50.23;0.04;-0.32
;;;;;;;;83.44;50.32;0.04;-0.31
;;;;;;;;83.46;50.39;0.03;-0.43
;;;;;;;;83.48;50.45;0.02;-0.43
;;;;;;;;83.5;50.48;0.01;-0.44
;;;;;;;;83.52;50.5;0;-0.33
;;;;;;;;83.54;50.5;0.000316;-0.17
;;;;;;;;83.56;50.5;0;-0.86
;;;;;;;;83.58;50.49;-0.03;-0.97
;;;;;;;;83.6;50.36;-0.04;0.67
;;;;;;;;83.62;50.33;-0.01;0.42
;;;;;;;;83.64;50.33;-0.02;-1
;;;;;;;;83.66;50.23;-0.05;-0.55
;;;;;;;;83.68;50.15;-0.05;-0.31
;;;;;;;;83.7;50.04;-0.06;-0.55
;;;;;;;;83.72;49.91;-0.07;-0.33
;;;;;;;;83.74;49.77;-0.07;-0.21
;;;;;;;;83.76;49.62;-0.08;-0.31
;;;;;;;;83.78;49.46;-0.09;-0.45
;;;;;;;;83.8;49.27;-0.09;-0.22
;;;;;;;;83.82;49.09;-0.09;-0.09
;;;;;;;;83.84;48.9;-0.1;-0.32
;;;;;;;;83.86;48.69;-0.11;-0.33
;;;;;;;;83.88;48.47;-0.11;-0.22
;;;;;;;;83.9;48.25;-0.12;-0.22
;;;;;;;;83.92;48;-0.12;-0.11
;;;;;;;;83.94;47.76;-0.12;-0.1
;;;;;;;;83.96;47.52;-0.12;-0.22
;;;;;;;;83.98;47.27;-0.13;-0.11
;;;;;;;;84;47.01;-0.13;-0.08
;;;;;;;;84.02;46.75;-0.13;-0.42
;;;;;;;;84.04;46.48;-0.15;-2.47
;;;;;;;;84.06;46.17;-0.23;0.6
;;;;;;;;84.08;45.56;-0.12;5.37
;;;;;;;;84.1;45.68;-0.02;-4.98
;;;;;;;;84.12;45.49;-0.32;-5.21
;;;;;;;;84.14;44.4;-0.22;9.94
;;;;;;;;84.16;44.6;0.08;2.63
;;;;;;;;84.18;44.71;-0.12;-7.48
;;;;;;;;84.2;44.12;-0.22;0.38
;;;;;;;;84.22;43.82;-0.1;3.27
;;;;;;;;84.24;43.7;-0.09;-0.77
;;;;;;;;84.26;43.45;-0.13;-4.56
;;;;;;;;84.28;43.17;-0.27;3.39
;;;;;;;;84.3;42.35;0.00081;6.85
;;;;;;;;84.32;43.17;7.08E-05;-6
;;;;;;;;84.34;42.35;-0.24;0.8
;;;;;;;;84.36;42.21;0.03;4.04
;;;;;;;;84.38;42.48;-0.08;-2.68
;;;;;;;;84.4;41.9;-0.08;0.99
;;;;;;;;84.42;42.18;-0.04;-1.48
;;;;;;;;84.44;41.75;-0.13;1.68
;;;;;;;;84.46;41.65;0.03;4.61
;;;;;;;;84.48;41.87;0.05;-0.83
;;;;;;;;84.5;41.85;0;-1.48
;;;;;;;;84.52;41.85;-0.01;-0.05
;;;;;;;;84.54;41.81;-0.01;0.73
;;;;;;;;84.56;41.83;0.02;1.11
;;;;;;;;84.58;41.89;0.04;0.6
;;;;;;;;84.6;41.98;0.04;-0.56
;;;;;;;;84.62;42.07;0.02;-0.26
;;;;;;;;84.64;42.04;0.03;0.43
;;;;;;;;84.66;42.21;0.03;2.44
;;;;;;;;84.68;42.18;0.13;-0.61
;;;;;;;;84.7;42.74;0.01;-1.44
;;;;;;;;84.72;42.22;0.07;1.32
;;;;;;;;84.74;43.03;0.06;-1.37
;;;;;;;;84.76;42.46;0.02;3.76
;;;;;;;;84.78;43.11;0.21;2.1
;;;;;;;;84.8;43.31;0.1;-0.92
;;;;;;;;84.82;43.52;0.18;2.26
;;;;;;;;84.84;44.02;0.19;-3.2
;;;;;;;;84.86;44.29;0.05;-2.19
;;;;;;;;84.88;44.21;0.11;3.95
;;;;;;;;84.9;44.72;0.21;1.07
;;;;;;;;84.92;45.03;0.15;-4.34
;;;;;;;;84.94;45.31;0.03;-0.54
;;;;;;;;84.96;45.16;0.13;5.03
;;;;;;;;84.98;45.82;0.23;0.26
;;;;;;;;85;46.09;0.14;-2.4
;;;;;;;;85.02;46.37;0.14;-3.47E-14
;;;;;;;;85.04;46.64;0.14;-6.94E-14
;;;;;;;;85.06;46.92;0.14;1.22E-12
;;;;;;;;85.08;47.2;0.14;0.01
;;;;;;;;85.1;47.47;0.14;-0.1
;;;;;;;;85.12;47.75;0.13;-0.21
;;;;;;;;85.14;48;0.13;-0.21
;;;;;;;;85.16;48.26;0.12;-0.22
;;;;;;;;85.18;48.5;0.12;-0.11
;;;;;;;;85.2;48.74;0.12;-0.09
;;;;;;;;85.22;48.99;0.12;-0.32
;;;;;;;;85.24;49.21;0.11;-0.33
;;;;;;;;85.26;49.42;0.1;-0.21
;;;;;;;;85.28;49.63;0.1;-0.32
;;;;;;;;85.3;49.82;0.09;-0.32
;;;;;;;;85.32;49.99;0.09;-0.31
;;;;;;;;85.34;50.16;0.08;-0.43
;;;;;;;;85.36;50.3;0.07;-0.44
;;;;;;;;85.38;50.44;0.06;-0.33
;;;;;;;;85.4;50.54;0.06;-0.2
;;;;;;;;85.42;50.66;0.05;-0.42
;;;;;;;;85.44;50.75;0.04;-0.55
;;;;;;;;85.46;50.82;0.03;-0.44
;;;;;;;;85.48;50.88;0.02;-0.32
;;;;;;;;85.5;50.91;0.02;-0.31
;;;;;;;;85.52;50.95;0.01;-0.41
;;;;;;;;85.54;50.95;0;-0.65
;;;;;;;;85.56;50.95;-0.02;-0.7
;;;;;;;;85.58;50.88;-0.03;0.12
;;;;;;;;85.6;50.84;-0.01;0.06
;;;;;;;;85.62;50.83;-0.02;-0.77
;;;;;;;;85.64;50.75;-0.04;-0.55
;;;;;;;;85.66;50.66;-0.05;-0.44
;;;;;;;;85.68;50.56;-0.06;-0.35
;;;;;;;;85.7;50.42;-0.06;0.03
;;;;;;;;85.72;50.32;-0.06;-0.43
;;;;;;;;85.74;50.18;-0.08;-0.45
;;;;;;;;85.76;50.01;-0.08;-0.09
;;;;;;;;85.78;49.88;-0.08;-0.31
;;;;;;;;85.8;49.69;-0.09;-0.56
;;;;;;;;85.82;49.52;-0.1;-0.24
;;;;;;;;85.84;49.27;-0.1;0.12
;;;;;;;;85.86;49.12;-0.1;-0.12
;;;;;;;;85.88;48.88;-0.1;0.12
;;;;;;;;85.9;48.71;-0.09;-0.09
;;;;;;;;85.92;48.5;-0.11;-0.32
;;;;;;;;85.94;48.28;-0.11;-0.45
;;;;;;;;85.96;48.08;-0.13;-0.28
;;;;;;;;85.98;47.78;-0.12;0.8
;;;;;;;;86;47.61;-0.09;0.05
;;;;;;;;86.02;47.4;-0.12;-0.8
;;;;;;;;86.04;47.14;-0.13;0.12
;;;;;;;;86.06;46.9;-0.11;-1.86
;;;;;;;;86.08;46.7;-0.2;0.02
;;;;;;;;86.1;46.1;-0.11;5.34
;;;;;;;;86.12;46.26;0.01;-4.52
;;;;;;;;86.14;46.16;-0.29;-3.21
;;;;;;;;86.16;45.1;-0.11;5.32
;;;;;;;;86.18;45.7;-0.08;1.17
;;;;;;;;86.2;44.79;-0.07;-2.01
;;;;;;;;86.22;45.43;-0.16;-3.14
;;;;;;;;86.24;44.16;-0.19;6.24
;;;;;;;;86.26;44.66;0.09;1.01
;;;;;;;;86.28;44.52;-0.15;-1.61
;;;;;;;;86.3;44.05;0.03;4.38
;;;;;;;;86.32;44.63;0.02;-6.1
;;;;;;;;86.34;44.14;-0.22;-3.62
;;;;;;;;86.36;43.76;-0.12;6.88
;;;;;;;;86.38;43.65;0.06;2.04
;;;;;;;;86.4;43.99;-0.04;-5.4
;;;;;;;;86.42;43.49;-0.16;0.25
;;;;;;;;86.44;43.36;-0.03;3.42
;;;;;;;;86.46;43.37;-0.02;0.04
;;;;;;;;86.48;43.28;-0.03;1.06
;;;;;;;;86.5;43.25;0.02;3.21
;;;;;;;;86.52;43.36;0.1;1.83
;;;;;;;;86.54;43.65;0.09;-1.79
;;;;;;;;86.56;43.74;0.03;-2.61
;;;;;;;;86.58;43.76;-0.01;-0.53
;;;;;;;;86.6;43.7;0.01;2.95
;;;;;;;;86.62;43.79;0.11;2.39
;;;;;;;;86.64;44.13;0.1;-1.38
;;;;;;;;86.66;44.2;0.05;-5.44
;;;;;;;;86.68;44.34;-0.12;-3.24
;;;;;;;;86.7;43.74;-0.08;7.77
;;;;;;;;86.72;44.04;0.2;5.96
;;;;;;;;86.74;44.52;0.16;-3.71
;;;;;;;;86.76;44.68;0.05;-4.85
;;;;;;;;86.78;44.71;-0.03;0.54
;;;;;;;;86.8;44.56;0.07;4.39
;;;;;;;;86.82;44.99;0.14;-0.55
;;;;;;;;86.84;45.13;0.05;-2.08
;;;;;;;;86.86;45.17;0.06;-1.5
;;;;;;;;86.88;45.37;-0.01;-1.98
;;;;;;;;86.9;45.12;-0.02;4.14
;;;;;;;;86.92;45.3;0.15;1.74
;;;;;;;;86.94;45.73;0.05;-2.44
;;;;;;;;86.96;45.5;0.06;2.3
;;;;;;;;86.98;45.95;0.14;0.01
;;;;;;;;87;46.07;0.06;-2.07
;;;;;;;;87.02;46.17;0.06;0.15
;;;;;;;;87.04;46.31;0.06;-0.56
