	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
	26,400	114,24	99,77	14,47	0,435	-7,092	47,085	0,0104	-0,169	1,124	-10,2
	26,500	182,16	99,77	82,38	0,589	7,854	35,343	0,0141	0,188	0,844	-10,2
	26,600	118,03	99,77	18,26	2,006	-0,024	-78,344	0,0479	-5,625E-4	-1,870	-10,1
	26,700	116,78	99,77	17,01	0,584	-7,815	35,147	0,0140	-0,187	0,839	-10,0
	26,800	180,20	99,78	80,42	0,443	7,006	46,613	0,0106	0,167	1,113	-10,0
	26,900	115,05	99,77	15,28	1,985	1,508	-76,773	0,0474	0,036	-1,833	-9,9
	27,000	105,08	99,78	5,30	0,745	-8,349	22,541	0,0178	-0,199	0,538	-9,8
	27,100	181,68	99,78	81,91	0,316	6,016	56,863	0,0075	0,144	1,357	-9,8
	27,200	134,18	99,77	34,41	1,948	3,024	-73,670	0,0465	0,072	-1,759	-9,7
	27,300	106,64	99,77	6,87	0,920	-8,718	9,032	0,0220	-0,208	0,216	-9,6
	27,400	168,69	99,78	68,92	0,204	4,830	65,856	0,0049	0,115	1,572	-9,5
	27,500	130,38	99,77	30,61	1,887	4,453	-68,408	0,0450	0,106	-1,633	-9,5
	27,600	99,98	99,77	0,21	1,095	-8,851	-4,398	0,0261	-0,211	-0,105	-9,4
	27,700	171,94	99,77	72,17	0,116	3,574	73,081	0,0028	0,085	1,745	-9,3
	27,800	152,39	99,77	52,61	1,810	5,765	-61,850	0,0432	0,138	-1,477	-9,3
	27,900	100,76	99,77	0,99	1,269	-8,796	-17,593	0,0303	-0,210	-0,420	-9,2
	28,000	153,15	99,77	53,37	0,050	2,246	78,226	0,0012	0,054	1,867	-9,1
	28,100	147,91	99,77	48,14	1,718	6,849	-53,957	0,0410	0,163	-1,288	-9,1
	28,200	99,07	99,77	-0,70	1,420	-8,545	-29,610	0,0339	-0,204	-0,707	-9,0
	28,300	156,88	99,78	57,10	0,009	0,927	81,603	2,2500E-4	0,022	1,948	-8,9
	28,400	168,85	99,77	69,07	1,605	7,775	-44,807	0,0383	0,186	-1,070	-8,9
	28,500	98,90	99,77	-0,87	1,565	-8,035	-41,037	0,0374	-0,192	-0,980	-8,8
	28,600	160,52	99,78	60,74	-0,002	-0,432	82,585	-3,7500E-5	-0,010	1,972	-8,7
	28,700	165,47	99,77	65,70	1,478	8,482	-34,518	0,0353	0,203	-0,824	-8,7
	28,800	98,98	99,77	-0,79	1,695	-7,336	-51,326	0,0405	-0,175	-1,225	-8,6
	28,900	139,81	99,77	40,04	0,011	-1,783	81,524	2,6250E-4	-0,043	1,946	-8,5
	29,000	162,17	99,77	62,40	1,338	8,969	-23,287	0,0320	0,214	-0,556	-8,5
	29,100	101,36	99,77	1,59	1,805	-6,440	-60,201	0,0431	-0,154	-1,437	-8,4
	29,200	143,55	99,78	43,77	0,050	-3,071	78,226	0,0012	-0,073	1,867	-8,3
	29,300	178,98	99,78	79,20	1,191	9,205	-11,467	0,0284	0,220	-0,274	-8,3
	29,400	100,46	99,77	0,69	1,891	-5,364	-67,348	0,0452	-0,128	-1,608	-8,2
	29,500	124,54	99,77	24,76	0,118	-4,265	72,610	0,0028	-0,102	1,733	-8,1
	29,600	176,37	99,77	76,60	1,038	9,158	0,471	0,0248	0,219	0,011	-8,1
	29,700	108,59	99,77	8,82	1,949	-4,170	-72,453	0,0465	-0,100	-1,730	-8,0
	29,800	127,99	99,77	28,22	0,204	-5,333	65,542	0,0049	-0,127	1,565	-7,9
	29,900	183,77	99,78	83,99	0,883	8,938	12,488	0,0211	0,213	0,298	-7,9
	30,000	106,42	99,77	6,66	1,992	-2,835	-76,301	0,0476	-0,068	-1,822	-7,8
	30,100	112,39	99,77	12,61	0,316	-6,322	56,470	0,0075	-0,151	1,348	-7,8
	30,200	183,48	99,78	83,70	0,727	8,459	24,662	0,0174	0,202	0,589	-7,7
	30,300	121,05	99,77	21,28	2,007	-1,390	-78,226	0,0479	-0,033	-1,868	-7,6
	30,400	114,72	99,77	14,95	0,449	-7,186	45,828	0,0107	-0,172	1,094	-7,6
	30,500	182,80	99,77	83,03	0,570	7,775	36,835	0,0136	0,186	0,879	-7,5
	30,600	118,16	99,77	18,39	2,004	0,181	-78,226	0,0479	0,004	-1,867	-7,4
	30,700	117,43	99,77	17,66	0,606	-7,870	33,497	0,0145	-0,188	0,800	-7,4
	30,800	180,96	99,77	81,18	0,430	6,880	47,909	0,0103	0,164	1,144	-7,3
	30,900	115,36	99,77	15,59	1,982	1,712	-76,419	0,0473	0,041	-1,824	-7,2
	31,000	105,35	99,77	5,58	0,773	-8,404	20,617	0,0185	-0,201	0,492	-7,2
	31,100	182,43	99,77	82,66	0,302	5,836	58,041	0,0072	0,139	1,386	-7,1
	31,200	134,24	99,77	34,47	1,940	3,204	-72,767	0,0463	0,077	-1,737	-7,0
	31,300	107,11	99,77	7,34	0,942	-8,718	7,540	0,0225	-0,208	0,180	-7,0
	31,400	169,92	99,78	70,14	0,196	4,712	66,248	0,0047	0,113	1,582	-6,9
	31,500	129,94	99,77	30,17	1,885	4,532	-67,937	0,0450	0,108	-1,622	-6,9
	31,600	100,22	99,77	0,45	1,103	-8,875	-5,066	0,0263	-0,212	-0,121	-6,8
	31,700	173,12	99,78	73,34	0,110	3,519	73,592	0,0026	0,084	1,757	-6,7
	31,800	152,16	99,77	52,39	1,806	5,843	-61,654	0,0431	0,140	-1,472	-6,7
	31,900	101,05	99,77	1,28	1,279	-8,812	-18,457	0,0305	-0,210	-0,441	-6,6
	32,000	154,06	99,77	54,29	0,044	2,152	78,775	0,0011	0,051	1,881	-6,5
	32,100	147,79	99,77	48,02	1,709	6,943	-53,289	0,0408	0,166	-1,272	-6,5
	32,200	99,17	99,77	-0,60	1,433	-8,506	-30,631	0,0342	-0,203	-0,731	-6,4
	32,300	157,89	99,77	58,12	0,008	0,817	81,956	1,8750E-4	0,020	1,957	-6,4
	32,400	169,30	99,78	69,52	1,596	7,885	-44,022	0,0381	0,188	-1,051	-6,3
	32,500	99,08	99,77	-0,69	1,585	-7,988	-42,294	0,0378	-0,191	-1,010	-6,2
	32,600	161,67	99,78	61,89	-0,002	-0,573	82,624	-3,7500E-5	-0,014	1,972	-6,2
	32,700	165,69	99,77	65,91	1,470	8,537	-33,537	0,0351	0,204	-0,801	-6,1
	32,800	99,22	99,77	-0,55	1,706	-7,281	-52,150	0,0407	-0,174	-1,245	-6,1
	32,900	140,83	99,77	41,06	0,014	-1,893	81,328	3,3750E-4	-0,045	1,942	-6,0
	33,000	162,07	99,77	62,30	1,327	8,985	-22,345	0,0317	0,214	-0,533	-5,9
	33,100	101,42	99,77	1,65	1,811	-6,362	-60,711	0,0432	-0,152	-1,449	-5,9
	33,200	144,63	99,77	44,86	0,055	-3,157	77,833	0,0013	-0,075	1,858	-5,8
	33,300	179,14	99,78	79,36	1,180	9,205	-10,642	0,0282	0,220	-0,254	-5,7
	33,400	100,52	99,77	0,75	1,896	-5,286	-67,858	0,0453	-0,126	-1,620	-5,7
	33,500	125,27	99,77	25,50	0,123	-4,367	72,296	0,0029	-0,104	1,726	-5,6
	33,600	176,76	99,78	76,98	1,023	9,173	1,610	0,0244	0,219	0,038	-5,6
	33,700	108,50	99,77	8,73	1,957	-4,045	-73,003	0,0467	-0,097	-1,743	-5,5
	33,800	128,94	99,77	29,17	0,214	-5,427	64,717	0,0051	-0,130	1,545	-5,4
	33,900	184,41	99,78	84,64	0,872	8,899	13,470	0,0208	0,212	0,322	-5,4
	34,000	106,35	99,77	6,58	1,993	-2,733	-76,419	0,0476	-0,065	-1,824	-5,3
	34,100	113,09	99,77	13,32	0,325	-6,385	55,724	0,0078	-0,152	1,330	-5,3
	34,200	183,99	99,78	84,21	0,716	8,412	25,525	0,0171	0,201	0,609	-5,2
	34,300	120,91	99,77	21,13	2,007	-1,280	-78,069	0,0479	-0,031	-1,864	-5,2
	34,400	115,69	99,77	15,92	0,460	-7,202	45,003	0,0110	-0,172	1,074	-5,1
	34,500	180,26	99,78	80,48	0,567	7,720	37,071	0,0135	0,184	0,885	-5,0
	34,600	117,71	99,77	17,94	2,004	0,212	-78,147	0,0479	0,005	-1,866	-5,0
	34,700	118,13	99,77	18,36	0,609	-7,909	33,183	0,0146	-0,189	0,792	-4,9
	34,800	181,84	99,78	82,06	0,423	6,849	48,538	0,0101	0,164	1,159	-4,9
	34,900	115,05	99,77	15,28	1,979	1,799	-76,419	0,0473	0,043	-1,824	-4,8
	35,000	105,75	99,77	5,98	0,782	-8,435	19,831	0,0187	-0,201	0,473	-4,7
	35,100	183,20	99,77	83,43	0,292	5,765	58,905	0,0070	0,138	1,406	-4,7
	35,200	134,28	99,77	34,51	1,935	3,346	-72,610	0,0462	0,080	-1,733	-4,6
	35,300	107,57	99,77	7,80	0,961	-8,757	5,969	0,0230	-0,209	0,143	-4,6
	35,400	170,36	99,77	70,58	0,184	4,540	67,701	0,0044	0,108	1,616	-4,5
	35,500	130,81	99,77	31,04	1,869	4,783	-66,995	0,0446	0,114	-1,599	-4,5
	35,600	100,39	99,77	0,62	1,140	-8,859	-7,658	0,0272	-0,211	-0,183	-4,4
	35,700	173,67	99,78	73,90	0,097	3,252	74,613	0,0023	0,078	1,781	-4,4
	35,800	152,81	99,77	53,03	1,791	6,063	-60,083	0,0428	0,145	-1,434	-4,3
	35,900	101,25	99,77	1,48	1,310	-8,765	-20,774	0,0313	-0,209	-0,496	-4,3
	36,000	154,50	99,77	54,72	0,038	1,909	79,365	9,0000E-4	0,046	1,895	-4,2
	36,100	148,26	99,77	48,49	1,692	7,108	-51,719	0,0404	0,170	-1,235	-4,2
	36,200	99,37	99,77	-0,40	1,459	-8,435	-32,516	0,0348	-0,201	-0,776	-4,1
	36,300	158,47	99,78	58,70	0,005	0,605	82,074	1,1250E-4	0,014	1,959	-4,0
	36,400	169,66	99,77	69,89	1,580	7,980	-42,529	0,0377	0,191	-1,015	-4,0
	36,500	99,32	99,77	-0,45	1,601	-7,901	-43,865	0,0382	-0,189	-1,047	-3,9
	36,600	137,53	99,77	37,76	1,110E-15	-0,793	82,742	5,5511E-17	-0,019	1,975	-3,9
	36,700	166,62	99,77	66,84	1,442	8,647	-31,612	0,0344	0,206	-0,755	-3,8
	36,800	99,36	99,77	-0,41	1,729	-7,116	-53,996	0,0413	-0,170	-1,289	-3,8
	36,900	141,05	99,78	41,27	0,019	-2,152	81,014	4,5000E-4	-0,051	1,934	-3,7
	37,000	163,38	99,77	63,61	1,299	9,087	-19,988	0,0310	0,217	-0,477	-3,7
	37,100	101,83	99,77	2,06	1,836	-6,150	-62,753	0,0438	-0,147	-1,498	-3,7
	37,200	144,52	99,77	44,74	0,069	-3,464	76,891	0,0017	-0,083	1,836	-3,6
	37,300	180,25	99,78	80,47	1,144	9,228	-7,658	0,0273	0,220	-0,183	-3,6
	37,400	100,87	99,77	1,10	1,915	-4,995	-69,429	0,0457	-0,119	-1,657	-3,5
	37,500	125,09	99,77	25,32	0,145	-4,657	70,568	0,0035	-0,111	1,685	-3,5
	37,600	177,94	99,78	78,16	0,983	9,118	4,830	0,0235	0,218	0,115	-3,4
	37,700	109,31	99,77	9,54	1,968	-3,691	-74,220	0,0470	-0,088	-1,772	-3,4
	37,800	128,26	99,77	28,49	0,245	-5,726	62,361	0,0059	-0,137	1,489	-3,3
	37,900	185,09	99,78	85,32	0,823	8,781	17,240	0,0197	0,210	0,412	-3,3
	38,000	107,17	99,77	7,40	2,001	-2,278	-77,323	0,0478	-0,054	-1,846	-3,2
	38,100	112,55	99,77	12,77	0,368	-6,684	52,425	0,0088	-0,160	1,252	-3,2
	38,200	184,98	99,77	85,20	0,664	8,207	29,531	0,0159	0,196	0,705	-3,1
	38,300	122,31	99,77	22,55	2,009	-0,778	-78,344	0,0480	-0,019	-1,870	-3,1
	38,400	115,05	99,77	15,27	0,509	-7,461	41,076	0,0122	-0,178	0,981	-3,1
	38,500	180,11	99,78	80,33	0,517	7,438	41,194	0,0123	0,178	0,983	-3,0
	38,600	119,34	99,77	19,57	1,996	0,778	-77,676	0,0477	0,019	-1,854	-3,0
	38,700	104,15	99,77	4,38	0,672	-8,097	28,471	0,0161	-0,193	0,680	-2,9
	38,800	182,10	99,78	82,32	0,377	6,472	52,111	0,0090	0,154	1,244	-2,9
	38,900	116,34	99,77	16,56	1,967	2,325	-75,123	0,0470	0,056	-1,793	-2,9
	39,000	105,56	99,77	5,79	0,842	-8,553	15,276	0,0201	-0,204	0,365	-2,8
	39,100	183,55	99,78	83,77	0,256	5,380	61,732	0,0061	0,128	1,474	-2,8
	39,200	135,81	99,77	36,04	1,918	3,793	-71,000	0,0458	0,091	-1,695	-2,7
	39,300	107,24	99,77	7,47	1,015	-8,820	1,846	0,0242	-0,211	0,044	-2,7
	39,400	170,06	99,77	70,28	0,154	4,163	70,018	0,0037	0,099	1,672	-2,7
	39,500	132,11	99,77	32,33	1,847	5,184	-65,149	0,0441	0,124	-1,555	-2,6
	39,600	100,40	99,77	0,63	1,191	-8,867	-11,742	0,0284	-0,212	-0,280	-2,6
	39,700	173,17	99,78	73,40	0,074	2,835	76,576	0,0018	0,068	1,828	-2,5
	39,800	154,64	99,77	54,86	1,758	6,448	-57,570	0,0420	0,154	-1,374	-2,5
	39,900	101,18	99,77	1,42	1,363	-8,679	-25,054	0,0326	-0,207	-0,598	-2,5
	40,000	153,54	99,78	53,76	0,022	1,437	80,818	5,2500E-4	0,034	1,929	-2,4
	40,100	150,77	99,77	51,00	1,651	7,485	-48,498	0,0394	0,179	-1,158	-2,4
	40,200	99,70	99,77	-0,07	1,519	-8,262	-37,071	0,0363	-0,197	-0,885	-2,4
	40,300	157,63	99,78	57,85	-0,002	0,071	82,663	-3,7500E-5	0,002	1,973	-2,3
	40,400	171,67	99,78	71,89	1,533	8,270	-38,563	0,0366	0,197	-0,921	-2,3
	40,500	99,47	99,77	-0,30	1,652	-7,642	-47,792	0,0395	-0,182	-1,141	-2,2
	40,600	136,62	99,77	36,84	0,005	-1,288	82,349	1,1250E-4	-0,031	1,966	-2,2
	40,700	168,40	99,77	68,63	1,395	8,828	-27,528	0,0333	0,211	-0,657	-2,2
	40,800	103,61	99,77	3,84	1,770	-6,794	-57,295	0,0423	-0,162	-1,368	-2,2
	40,900	140,02	99,77	40,25	0,036	-2,631	79,679	8,6250E-4	-0,063	1,902	-2,1
	41,000	165,19	99,77	65,42	1,244	9,142	-15,629	0,0297	0,218	-0,373	-2,1
	41,100	102,38	99,77	2,60	1,865	-5,757	-65,149	0,0445	-0,137	-1,555	-2,1
	41,200	143,52	99,77	43,75	0,093	-3,888	74,849	0,0022	-0,093	1,787	-2,0
	41,300	181,69	99,78	81,91	1,087	9,213	-3,377	0,0260	0,220	-0,081	-2,0
	41,400	101,37	99,77	1,60	1,935	-4,563	-71,118	0,0462	-0,109	-1,698	-2,0
	41,500	124,41	99,78	24,64	0,174	-5,011	68,055	0,0042	-0,120	1,625	-1,9
	41,600	179,49	99,78	79,71	0,933	9,048	8,757	0,0223	0,216	0,209	-1,9
	41,700	110,38	99,77	10,61	1,984	-3,259	-75,438	0,0474	-0,078	-1,801	-1,9
	41,800	127,75	99,77	27,98	0,281	-6,040	59,415	0,0067	-0,144	1,418	-1,8
	41,900	185,74	99,78	85,96	0,776	8,624	21,206	0,0185	0,206	0,506	-1,8
	42,000	108,21	99,77	8,44	2,006	-1,799	-77,833	0,0479	-0,043	-1,858	-1,8
	42,100	112,15	99,77	12,38	0,416	-6,943	48,773	0,0099	-0,166	1,164	-1,7
	42,200	185,70	99,78	85,92	0,617	7,956	33,419	0,0147	0,190	0,798	-1,7
	42,300	123,89	99,77	24,12	2,007	-0,259	-78,344	0,0479	-0,006	-1,870	-1,7
	42,400	114,29	99,77	14,52	0,565	-7,713	36,874	0,0135	-0,184	0,880	-1,7
	42,500	179,91	99,78	80,13	0,465	7,116	45,200	0,0111	0,170	1,079	-1,6
	42,600	120,75	99,77	20,98	1,989	1,327	-77,048	0,0475	0,032	-1,839	-1,6
	42,700	103,80	99,77	4,03	0,730	-8,294	23,798	0,0174	-0,198	0,568	-1,6
	42,800	181,86	99,78	82,08	0,330	6,087	56,038	0,0079	0,145	1,338	-1,5
	42,900	117,99	99,77	18,22	1,948	2,914	-73,827	0,0465	0,070	-1,763	-1,5
	43,000	104,99	99,77	5,22	0,913	-8,679	9,857	0,0218	-0,207	0,235	-1,5
	43,100	183,49	99,77	83,72	0,212	4,885	65,384	0,0051	0,117	1,561	-1,5
	43,200	138,25	99,77	38,48	1,890	4,398	-68,605	0,0451	0,105	-1,638	-1,4
	43,300	106,72	99,77	6,94	1,092	-8,836	-3,888	0,0261	-0,211	-0,093	-1,4
	43,400	169,23	99,77	69,45	0,123	3,621	72,649	0,0029	0,086	1,734	-1,4
	43,500	134,41	99,77	34,64	1,816	5,694	-62,164	0,0434	0,136	-1,484	-1,4
	43,600	100,39	99,77	0,62	1,261	-8,812	-16,847	0,0301	-0,210	-0,402	-1,3
	43,700	172,65	99,78	72,87	0,053	2,325	78,108	0,0013	0,055	1,865	-1,3
	43,800	156,47	99,77	56,70	1,726	6,809	-54,507	0,0412	0,163	-1,301	-1,3
	43,900	101,11	99,77	1,35	1,415	-8,577	-29,060	0,0338	-0,205	-0,694	-1,3
	44,000	152,88	99,77	53,11	0,011	0,997	81,681	2,6250E-4	0,024	1,950	-1,3
	44,100	152,37	99,77	52,60	1,615	7,760	-45,396	0,0386	0,185	-1,084	-1,2
	44,200	100,03	99,76	0,26	1,563	-8,082	-40,801	0,0373	-0,193	-0,974	-1,2
	44,300	156,53	99,77	56,75	-0,002	-0,401	82,899	-3,7500E-5	-0,010	1,979	-1,2
	44,400	173,59	99,77	73,81	1,483	8,498	-34,793	0,0354	0,203	-0,831	-1,2
	44,500	99,75	99,77	-0,02	1,698	-7,359	-51,483	0,0405	-0,176	-1,229	-1,1
	44,600	135,46	99,77	35,69	0,011	-1,799	81,799	2,6250E-4	-0,043	1,953	-1,1
	44,700	170,61	99,77	70,84	1,338	9,001	-23,169	0,0320	0,215	-0,553	-1,1
	44,800	104,37	99,77	4,60	1,811	-6,432	-60,515	0,0432	-0,154	-1,445	-1,1
	44,900	139,16	99,77	39,38	0,052	-3,102	78,265	0,0012	-0,074	1,868	-1,1
	45,000	167,25	99,77	67,48	1,191	9,221	-11,231	0,0284	0,220	-0,268	-1,0
	45,100	103,05	99,77	3,28	1,896	-5,349	-67,623	0,0453	-0,128	-1,614	-1,0
	45,200	142,74	99,77	42,97	0,121	-4,304	72,571	0,0029	-0,103	1,732	-1,0
	45,300	182,70	99,77	82,93	1,035	9,166	0,942	0,0247	0,219	0,022	-1,0
	45,400	101,92	99,77	2,15	1,954	-4,115	-72,728	0,0467	-0,098	-1,736	-1,0
	45,500	123,58	99,77	23,81	0,212	-5,380	65,110	0,0051	-0,128	1,554	-0,9
	45,600	180,86	99,77	81,09	0,878	8,906	13,077	0,0210	0,213	0,312	-0,9
	45,700	111,39	99,77	11,62	1,993	-2,765	-76,419	0,0476	-0,066	-1,824	-0,9
	45,800	126,73	99,77	26,96	0,325	-6,377	55,881	0,0078	-0,152	1,334	-0,9
	45,900	186,20	99,77	86,43	0,718	8,412	25,525	0,0171	0,201	0,609	-0,9
	46,000	109,14	99,77	9,37	2,007	-1,272	-78,186	0,0479	-0,030	-1,867	-0,9
	46,100	111,53	99,77	11,76	0,463	-7,226	44,846	0,0111	-0,172	1,071	-0,8
	46,200	186,37	99,78	86,60	0,562	7,697	37,699	0,0134	0,184	0,900	-0,8
	46,300	125,59	99,77	25,82	2,003	0,314	-78,029	0,0478	0,007	-1,863	-0,8
	46,400	113,81	99,77	14,04	0,625	-7,909	32,201	0,0149	-0,189	0,769	-0,8
	46,500	179,62	99,78	79,84	0,421	6,754	49,009	0,0101	0,161	1,170	-0,8
	46,600	122,40	99,77	22,64	1,976	1,893	-76,027	0,0472	0,045	-1,815	-0,8
	46,700	103,51	99,77	3,73	0,800	-8,451	18,850	0,0191	-0,202	0,450	-0,7
	46,800	181,70	99,78	81,92	0,286	5,663	59,455	0,0068	0,135	1,419	-0,7
	46,900	143,54	99,77	43,77	1,932	3,440	-72,100	0,0461	0,082	-1,721	-0,7
	47,000	104,83	99,77	5,06	0,974	-8,757	5,223	0,0233	-0,209	0,125	-0,7
	47,100	183,60	99,78	83,82	0,181	4,485	67,819	0,0043	0,107	1,619	-0,7
	47,200	139,49	99,78	39,72	1,871	4,807	-66,837	0,0447	0,115	-1,596	-0,7
	47,300	106,31	99,77	6,54	1,142	-8,883	-7,972	0,0273	-0,212	-0,190	-0,7
	47,400	168,44	99,78	68,66	0,094	3,212	75,045	0,0023	0,077	1,792	-0,6
	47,500	136,10	99,77	36,33	1,784	6,126	-59,808	0,0426	0,146	-1,428	-0,6
	47,600	100,38	99,77	0,61	1,319	-8,749	-21,559	0,0315	-0,209	-0,515	-0,6
	47,700	171,58	99,78	71,81	0,035	1,814	79,836	8,2500E-4	0,043	1,906	-0,6
	47,800	158,92	99,77	59,15	1,682	7,218	-51,090	0,0402	0,172	-1,220	-0,6
	47,900	100,97	99,77	1,20	1,478	-8,404	-33,851	0,0353	-0,201	-0,808	-0,6
	48,000	151,57	99,78	51,79	0,002	0,448	82,585	3,7500E-5	0,011	1,972	-0,6
	48,100	155,13	99,77	55,36	1,568	8,113	-41,430	0,0374	0,194	-0,989	-0,6
	48,200	100,38	99,77	0,60	1,624	-7,838	-45,357	0,0388	-0,187	-1,083	-0,5
	48,300	155,36	99,77	55,58	4,441E-16	-0,958	82,742	7,6328E-17	-0,023	1,975	-0,5
	48,400	175,50	99,77	75,73	1,433	8,710	-30,473	0,0342	0,208	-0,728	-0,5
	48,500	100,03	99,77	0,26	1,742	-7,053	-54,860	0,0416	-0,168	-1,310	-0,5
	48,600	134,50	99,78	34,72	0,022	-2,262	80,778	5,2500E-4	-0,054	1,928	-0,5
	48,700	172,31	99,78	72,54	1,290	9,103	-19,085	0,0308	0,217	-0,456	-0,5
	48,800	105,26	99,77	5,48	1,843	-6,079	-63,303	0,0440	-0,145	-1,511	-0,5
	48,900	137,83	99,77	38,06	0,074	-3,558	76,616	0,0018	-0,085	1,829	-0,5
	49,000	185,52	99,78	85,74	1,131	9,244	-6,597	0,0270	0,221	-0,157	-0,5
	49,100	103,83	99,77	4,06	1,923	-4,877	-70,058	0,0459	-0,116	-1,672	-0,4
	49,200	141,30	99,77	41,53	0,156	-4,767	69,900	0,0037	-0,114	1,669	-0,4
	49,300	184,26	99,78	84,49	0,969	9,103	6,048	0,0231	0,217	0,144	-0,4
	49,400	102,66	99,77	2,89	1,976	-3,558	-74,770	0,0472	-0,085	-1,785	-0,4
	49,500	122,16	99,77	22,39	0,258	-5,851	61,457	0,0062	-0,140	1,467	-0,4
	49,600	182,73	99,77	82,95	0,806	8,734	18,928	0,0192	0,208	0,452	-0,4
	49,700	113,48	99,77	13,71	2,004	-2,066	-77,637	0,0479	-0,049	-1,853	-0,4
	49,800	125,00	99,78	25,22	0,393	-6,794	50,697	0,0094	-0,162	1,210	-0,4
	49,900	186,52	99,78	86,74	0,646	8,074	31,180	0,0154	0,193	0,744	-0,4
	50,000	110,87	99,77	11,10	2,007	-0,558	-78,069	0,0479	-0,013	-1,864	-0,4
	50,100	110,48	99,78	10,71	0,534	-7,540	39,309	0,0128	-0,180	0,938	-0,3
	50,200	187,03	99,78	87,26	0,500	7,304	42,451	0,0119	0,174	1,013	-0,3
	50,300	127,63	99,77	27,86	1,995	0,950	-77,401	0,0476	0,023	-1,848	-0,3
	50,400	112,65	99,77	12,88	0,690	-8,176	27,018	0,0165	-0,195	0,645	-0,3
	50,500	178,58	99,78	78,80	0,360	6,354	53,721	0,0086	0,152	1,283	-0,3
	50,600	124,58	99,77	24,81	1,960	2,568	-74,809	0,0468	0,061	-1,786	-0,3
	50,700	103,06	99,77	3,29	0,873	-8,608	12,998	0,0209	-0,205	0,310	-0,3
	50,800	181,00	99,78	81,22	0,239	5,168	63,225	0,0057	0,123	1,509	-0,3
	50,900	146,09	99,77	46,32	1,907	4,037	-69,900	0,0455	0,096	-1,669	-0,3
	51,000	104,36	99,77	4,59	1,046	-8,812	-0,432	0,0250	-0,210	-0,010	-0,3
	51,100	163,69	99,78	63,91	0,145	3,951	71,079	0,0035	0,094	1,697	-0,3
	51,200	142,39	99,77	42,62	1,836	5,404	-64,010	0,0438	0,129	-1,528	-0,3
	51,300	105,65	99,77	5,87	1,225	-8,851	-13,980	0,0293	-0,211	-0,334	-0,2
	51,400	167,22	99,78	67,44	0,066	2,608	77,283	0,0016	0,062	1,845	-0,2
	51,500	138,40	99,77	38,63	1,747	6,605	-56,274	0,0417	0,158	-1,343	-0,2
	51,600	100,31	99,77	0,53	1,387	-8,647	-26,704	0,0331	-0,206	-0,638	-0,2
	51,700	170,65	99,78	70,87	0,017	1,264	81,210	4,1250E-4	0,030	1,939	-0,2
	51,800	161,25	99,77	61,48	1,640	7,595	-47,360	0,0392	0,181	-1,131	-0,2
	51,900	100,84	99,77	1,07	1,536	-8,207	-38,563	0,0367	-0,196	-0,921	-0,2
	52,000	149,88	99,77	50,11	-0,002	-0,118	82,938	-3,7500E-5	-0,003	1,980	-0,2
	52,100	157,60	99,78	57,82	1,513	8,380	-37,071	0,0361	0,200	-0,885	-0,2
	52,200	100,87	99,77	1,09	1,674	-7,532	-49,480	0,0400	-0,180	-1,181	-0,2
	52,300	153,57	99,77	53,80	0,006	-1,516	82,310	1,5000E-4	-0,036	1,965	-0,2
	52,400	177,67	99,78	77,89	1,371	8,930	-25,643	0,0327	0,213	-0,612	-0,2
	52,500	100,38	99,77	0,61	1,792	-6,644	-58,944	0,0428	-0,159	-1,407	-0,2
	52,600	132,76	99,77	32,99	0,042	-2,859	79,247	0,0010	-0,068	1,892	-0,2
	52,700	174,92	99,77	75,15	1,221	9,205	-13,509	0,0291	0,220	-0,322	-0,2
	52,800	106,47	99,77	6,70	1,883	-5,561	-66,523	0,0450	-0,133	-1,588	-0,1
	52,900	136,21	99,78	36,43	0,108	-4,100	73,749	0,0026	-0,098	1,761	-0,1
	53,000	186,41	99,78	86,63	1,063	9,189	-1,178	0,0254	0,219	-0,028	-0,1
	53,100	104,79	99,78	5,01	1,946	-4,335	-71,982	0,0465	-0,103	-1,718	-0,1
	53,200	118,31	99,78	18,53	0,196	-5,207	66,484	0,0047	-0,124	1,587	-0,1
	53,300	185,32	99,78	85,54	0,905	8,961	11,074	0,0216	0,214	0,264	-0,1
	53,400	103,42	99,77	3,65	1,989	-2,992	-75,909	0,0475	-0,071	-1,812	-0,1
	53,500	121,03	99,77	21,26	0,306	-6,220	57,491	0,0073	-0,149	1,373	-0,1
	53,600	183,92	99,78	84,14	0,745	8,506	23,523	0,0178	0,203	0,562	-0,1
	53,700	114,84	99,77	15,07	2,007	-1,516	-78,069	0,0479	-0,036	-1,864	-0,1
	53,800	123,83	99,77	24,05	0,441	-7,108	46,653	0,0105	-0,170	1,114	-0,1
	53,900	186,52	99,78	86,74	0,586	7,815	35,814	0,0140	0,187	0,855	-0,1
	54,000	112,26	99,77	12,49	2,004	0,055	-78,069	0,0479	0,001	-1,864	-0,1
	54,100	109,80	99,77	10,03	0,597	-7,799	34,361	0,0143	-0,186	0,820	-0,1
