FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				213,750	98,81	99,76	-0,95																													
				213,760				-1,973	-3,220	347,539	-0,0471	-0,077	8,297																							
				213,780				-1,967	3,966	349,502	-0,0469	0,095	8,344																							
				213,800	99,63	99,76	-0,12	-1,814	10,760	301,397	-0,0433	0,257	7,195	24,6																						
				213,820				-1,536	16,022	208,131	-0,0367	0,383	4,969																							
				213,840				-1,173	19,085	82,467	-0,0280	0,456	1,969																							
				213,850	101,07	99,76	1,32																													
				213,860				-0,773	19,321	-68,722	-0,0184	0,461	-1,641																							
				213,880				-0,401	16,336	-215,985	-0,0096	0,390	-5,156																							
				213,900	100,89	99,76	1,13	-0,119	10,681	-326,922	-0,0028	0,255	-7,805	24,6																						
				213,920				0,027	3,259	-387,791	6,3750E-4	0,078	-9,258																							
				213,940				0,011	-4,830	-386,809	2,6250E-4	-0,115	-9,234																							
				213,950	99,48	99,75	-0,27																													
				213,960				-0,167	-12,213	-315,141	-0,0040	-0,292	-7,523																							
				213,980				-0,478	-17,436	-185,550	-0,0114	-0,416	-4,430																							
				214,000	98,54	99,75	-1,21	-0,864	-19,635	-32,398	-0,0206	-0,469	-0,773	24,6																						
				214,020				-1,263	-18,732	116,828	-0,0301	-0,447	2,789																							
				214,040				-1,613	-14,962	239,547	-0,0385	-0,357	5,719																							
				214,050	98,47	99,76	-1,28																													
				214,060				-1,861	-9,150	315,141	-0,0444	-0,218	7,523																							
				214,080				-1,979	-2,356	348,521	-0,0472	-0,056	8,320																							
				214,100	99,34	99,76	-0,42	-1,956	4,791	345,575	-0,0467	0,114	8,250	24,6																						
				214,120				-1,788	11,467	294,525	-0,0427	0,274	7,031																							
				214,140				-1,497	16,572	197,331	-0,0357	0,396	4,711																							
				214,150	100,55	99,75	0,80																													
				214,160				-1,125	19,360	64,795	-0,0268	0,462	1,547																							
				214,180				-0,723	19,164	-88,357	-0,0172	0,458	-2,109																							
				214,200	101,23	99,76	1,48	-0,358	15,826	-234,638	-0,0085	0,378	-5,602	24,6																						
				214,220				-0,090	9,778	-341,648	-0,0021	0,233	-8,156																							
				214,240				0,033	2,160	-391,718	7,8750E-4	0,052	-9,352																							
				214,250	99,74	99,76	-0,02																													
				214,260				-0,003	-5,890	-381,900	-7,5000E-5	-0,141	-9,117																							
				214,280				-0,203	-13,116	-301,397	-0,0048	-0,313	-7,195																							
				214,300	98,94	99,76	-0,82	-0,528	-17,946	-165,915	-0,0126	-0,428	-3,961	24,6																						
				214,320				-0,920	-19,753	-9,817	-0,0220	-0,472	-0,234																							
				214,340				-1,318	-18,339	137,445	-0,0315	-0,438	3,281																							
				214,350	98,31	99,76	-1,45																													
				214,360				-1,654	-14,255	252,309	-0,0395	-0,340	6,023																							
				214,380				-1,888	-8,247	322,995	-0,0451	-0,197	7,711																							
				214,400	98,93	99,75	-0,83	-1,984	-1,335	348,521	-0,0474	-0,032	8,320	24,6																						
				214,420				-1,942	5,694	337,721	-0,0463	0,136	8,062																							
				214,440				-1,756	12,174	282,744	-0,0419	0,291	6,750																							
				214,450	99,99	99,76	0,23																													
				214,460				-1,455	17,004	182,605	-0,0347	0,406	4,359																							
				214,480				-1,076	19,478	48,106	-0,0257	0,465	1,148																							
				214,500	101,19	99,76	1,43	-0,675	18,928	-106,029	-0,0161	0,452	-2,531	24,6																						
				214,520				-0,319	15,237	-250,346	-0,0076	0,364	-5,977																							
				214,540				-0,066	8,914	-352,448	-0,0016	0,213	-8,414																							
				214,550	100,28	99,76	0,53																													
				214,560				0,038	1,139	-396,626	9,0000E-4	0,027	-9,469																							
				214,580				-0,020	-6,951	-377,973	-4,8750E-4	-0,166	-9,023																							
				214,600	99,36	99,76	-0,40	-0,240	-13,980	-285,689	-0,0057	-0,334	-6,820	24,6																						
				214,620				-0,580	-18,378	-145,299	-0,0138	-0,439	-3,469																							
				214,640				-0,975	-19,792	8,836	-0,0233	-0,472	0,211																							
				214,650	98,29	99,76	-1,46																													
				214,660				-1,371	-18,025	158,061	-0,0327	-0,430	3,773																							
				214,680				-1,696	-13,470	269,981	-0,0405	-0,322	6,445																							
				214,700	98,57	99,75	-1,18	-1,910	-7,226	328,886	-0,0456	-0,172	7,852	24,6																						
				214,720				-1,985	-0,314	348,521	-0,0474	-0,007	8,320																							
				214,740				-1,923	6,715	333,794	-0,0459	0,160	7,969																							
				214,750	99,64	99,75	-0,11																													
				214,760				-1,717	13,038	270,963	-0,0410	0,311	6,469																							
				214,780				-1,401	17,554	163,952	-0,0334	0,419	3,914																							
				214,800	101,12	99,76	1,37	-1,015	19,596	23,562	-0,0242	0,468	0,562	24,6																						
				214,820				-0,617	18,496	-130,573	-0,0147	0,442	-3,117																							
				214,840				-0,275	14,373	-266,054	-0,0066	0,343	-6,352																							
				214,850	100,87	99,76	1,12																													
				214,860				-0,042	7,854	-359,320	-0,0010	0,187	-8,578																							
				214,880				0,039	0,000	-397,608	9,3750E-4	0,000	-9,492																							
				214,900	99,46	99,76	-0,30	-0,042	-8,050	-369,137	-0,0010	-0,192	-8,813	24,6																						
				214,920				-0,283	-14,765	-268,999	-0,0067	-0,353	-6,422																							
				214,940				-0,633	-18,810	-124,682	-0,0151	-0,449	-2,977																							
				214,950	98,52	99,75	-1,23																													
				214,960				-1,035	-19,753	31,416	-0,0247	-0,472	0,750																							
				214,980				-1,423	-17,554	176,715	-0,0340	-0,419	4,219																							
				215,000	98,50	99,76	-1,26	-1,737	-12,684	283,725	-0,0415	-0,303	6,773	24,6																						
				215,020				-1,931	-6,205	337,721	-0,0461	-0,148	8,062																							
				215,040				-1,985	0,825	348,521	-0,0474	0,020	8,320																							
				215,050	99,37	99,76	-0,39																													
				215,060				-1,898	7,736	323,977	-0,0453	0,185	7,734																							
				215,080				-1,676	13,784	258,200	-0,0400	0,329	6,164																							
				215,100	100,59	99,76	0,83	-1,346	18,064	144,317	-0,0321	0,431	3,445	24,6																						
				215,120				-0,953	19,556	-0,982	-0,0228	0,467	-0,023																							
				215,140				-0,564	18,025	-149,226	-0,0135	0,430	-3,563																							
				215,150	101,22	99,76	1,47																													
				215,160				-0,232	13,587	-280,780	-0,0055	0,324	-6,703																							
				215,180				-0,020	6,794	-368,156	-4,8750E-4	0,162	-8,789																							
				215,200	99,71	99,75	-0,04	0,039	-1,139	-396,626	9,3750E-4	-0,027	-9,469	24,6																						
				215,220				-0,066	-9,071	-358,338	-0,0016	-0,217	-8,555																							
				215,240				-0,324	-15,472	-251,328	-0,0077	-0,369	-6,000																							
				215,250	98,91	99,76	-0,85																													
				215,260				-0,685	-19,124	-105,047	-0,0163	-0,457	-2,508																							
				215,280				-1,089	-19,674	52,033	-0,0260	-0,470	1,242																							
				215,300	98,31	99,76	-1,44	-1,472	-17,043	195,368	-0,0351	-0,407	4,664	24,6																						
				215,320				-1,770	-11,860	292,561	-0,0423	-0,283	6,984																							
				215,340				-1,946	-5,341	340,667	-0,0465	-0,128	8,133																							
				215,350	98,96	99,75	-0,79																													
				215,360				-1,984	1,767	353,429	-0,0474	0,042	8,438																							
				215,380				-1,876	8,796	322,013	-0,0448	0,210	7,687																							
				215,400	100,04	99,76	0,28	-1,632	14,648	241,510	-0,0390	0,350	5,766	24,6																						
				215,420				-1,290	18,457	122,719	-0,0308	0,441	2,930																							
				215,440				-0,894	19,556	-22,580	-0,0213	0,467	-0,539																							
				215,450	101,17	99,75	1,42																													
				215,460				-0,507	17,554	-171,806	-0,0121	0,419	-4,102																							
				215,480				-0,192	12,684	-297,470	-0,0046	0,303	-7,102																							
				215,500	100,23	99,75	0,48	-7,883E-15	5,655	-376,991	1,8735E-16	0,135	-9,000	24,6																						
				215,520				0,035	-2,395	-396,626	8,2500E-4	-0,057	-9,469																							
				215,540				-0,096	-10,210	-345,575	-0,0023	-0,244	-8,250																							
				215,550	99,32	99,75	-0,43																													
				215,560				-0,374	-16,218	-228,747	-0,0089	-0,387	-5,461																							
				215,580				-0,745	-19,360	-79,522	-0,0178	-0,462	-1,898																							
				215,600	98,28	99,75	-1,47	-1,148	-19,399	75,595	-0,0274	-0,463	1,805	24,6																						
				215,620				-1,521	-16,336	210,094	-0,0363	-0,390	5,016																							
				215,640				-1,802	-10,996	298,452	-0,0430	-0,262	7,125																							
				215,650	98,58	99,76	-1,17																													
				215,660				-1,960	-4,398	344,594	-0,0468	-0,105	8,227																							
				215,680				-1,978	2,788	352,448	-0,0472	0,067	8,414																							
				215,700	99,66	99,76	-0,10	-1,849	9,700	313,178	-0,0441	0,232	7,477	24,6																						
				215,720				-1,590	15,315	226,784	-0,0379	0,366	5,414																							
				215,740				-1,236	18,771	105,047	-0,0295	0,448	2,508																							
				215,750	100,74	99,76	0,98																													
				215,760				-0,839	19,517	-41,233	-0,0200	0,466	-0,984																							
				215,780				-0,456	17,122	-194,386	-0,0109	0,409	-4,641																							
				215,800	100,83	99,76	1,08	-0,154	11,742	-316,123	-0,0037	0,280	-7,547	24,6																						
				215,820				0,014	4,477	-383,864	3,3750E-4	0,107	-9,164																							
				215,840				0,025	-3,613	-393,681	6,0000E-4	-0,086	-9,398																							
				215,850	99,60	99,75	-0,15																													
				215,860				-0,130	-11,270	-330,849	-0,0031	-0,269	-7,898																							
				215,880				-0,426	-16,847	-207,149	-0,0102	-0,402	-4,945																							
				215,900	98,50	99,76	-1,25	-0,804	-19,556	-55,960	-0,0192	-0,467	-1,336	24,6																						
				215,920				-1,208	-19,085	98,175	-0,0288	-0,456	2,344																							
				215,940				-1,568	-15,629	224,820	-0,0374	-0,373	5,367																							
				215,950	98,35	99,75	-1,40																													
				215,960				-1,833	-10,092	306,306	-0,0438	-0,241	7,312																							
				215,980				-1,971	-3,377	346,557	-0,0471	-0,081	8,273																							
				216,000	99,39	99,76	-0,38	-1,968	3,770	346,557	-0,0470	0,090	8,273	24,6																						
				216,020				-1,821	10,485	302,379	-0,0435	0,250	7,219																							
				216,040				-1,549	15,865	215,003	-0,0370	0,379	5,133																							
				216,050	100,20	99,76	0,44																													
				216,060				-1,186	19,085	88,357	-0,0283	0,456	2,109																							
				216,080				-0,785	19,399	-62,832	-0,0187	0,463	-1,500																							
				216,100	101,21	99,76	1,46	-0,410	16,572	-213,039	-0,0098	0,396	-5,086	24,6																						
				216,120				-0,123	10,878	-328,886	-0,0029	0,260	-7,852																							
				216,140				0,025	3,416	-390,736	6,0000E-4	0,082	-9,328																							
				216,150	100,05	99,76	0,30																													
				216,160				0,014	-4,752	-391,718	3,3750E-4	-0,113	-9,352																							
				216,180				-0,165	-12,252	-318,086	-0,0039	-0,293	-7,594																							
				216,200	98,87	99,76	-0,88	-0,476	-17,475	-185,550	-0,0114	-0,417	-4,430	24,6																						
				216,220				-0,864	-19,674	-31,416	-0,0206	-0,470	-0,750																							
				216,240				-1,263	-18,732	117,810	-0,0301	-0,447	2,813																							
				216,250	98,32	99,76	-1,44																													
				216,260				-1,613	-14,962	240,528	-0,0385	-0,357	5,742																							
				216,280				-1,861	-9,111	314,159	-0,0444	-0,218	7,500																							
				216,300	98,99	99,76	-0,77	-1,978	-2,395	344,594	-0,0472	-0,057	8,227	24,6																						
				216,320				-1,957	4,673	343,612	-0,0467	0,112	8,203																							
				216,340				-1,791	11,349	293,543	-0,0427	0,271	7,008																							
				216,350	100,06	99,76	0,30																													
				216,360				-1,503	16,415	196,350	-0,0359	0,392	4,687																							
				216,380				-1,134	19,203	67,741	-0,0271	0,458	1,617																							
				216,400	101,17	99,76	1,41	-0,735	19,124	-81,485	-0,0175	0,457	-1,945	24,6																						
				216,420				-0,369	15,944	-227,766	-0,0088	0,381	-5,438																							
				216,440				-0,097	10,014	-336,740	-0,0023	0,239	-8,039																							
				216,450	100,20	99,76	0,44																													
				216,460				0,031	2,474	-391,718	7,5000E-4	0,059	-9,352																							
				216,480				0,002	-5,655	-387,791	3,7500E-5	-0,135	-9,258																							
				216,500	99,30	99,76	-0,45	-0,195	-13,038	-307,287	-0,0046	-0,311	-7,336	24,6																						
				216,520				-0,520	-17,946	-167,879	-0,0124	-0,428	-4,008																							
				216,540				-0,913	-19,753	-13,744	-0,0218	-0,472	-0,328																							
				216,550	98,28	99,76	-1,48																													
				216,560				-1,310	-18,496	134,500	-0,0313	-0,442	3,211																							
				216,580				-1,652	-14,373	255,255	-0,0394	-0,343	6,094																							
				216,600	98,61	99,76	-1,15	-1,885	-8,286	323,977	-0,0450	-0,198	7,734	24,6																						
				216,620				-1,984	-1,414	348,521	-0,0474	-0,034	8,320																							
				216,640				-1,942	5,655	338,703	-0,0463	0,135	8,086																							
				216,650	99,67	99,76	-0,09																													
				216,660				-1,758	12,134	282,744	-0,0420	0,290	6,750																							
				216,680				-1,456	16,965	181,623	-0,0348	0,405	4,336																							
				216,700	100,75	99,76	1,00	-1,079	19,399	47,124	-0,0258	0,463	1,125	24,6																						
				216,720				-0,680	18,850	-104,065	-0,0162	0,450	-2,484																							
				216,740				-0,325	15,237	-244,455	-0,0078	0,364	-5,836																							
				216,750	100,80	99,76	1,04																													
				216,760				-0,071	9,071	-347,539	-0,0017	0,217	-8,297																							
				216,780				0,038	1,335	-393,681	9,0000E-4	0,032	-9,398																							
				216,800	99,60	99,76	-0,16	-0,017	-6,676	-376,010	-4,1250E-4	-0,159	-8,977	24,6																						
				216,820				-0,229	-13,705	-290,598	-0,0055	-0,327	-6,938																							
				216,840				-0,565	-18,300	-152,171	-0,0135	-0,437	-3,633																							
				216,850	98,50	99,76	-1,26																													
				216,860				-0,961	-19,792	3,927	-0,0229	-0,472	0,094																							
				216,880				-1,357	-18,143	152,171	-0,0324	-0,433	3,633																							
				216,900	98,35	99,76	-1,41	-1,687	-13,705	267,036	-0,0403	-0,327	6,375	24,6																						
				216,920				-1,905	-7,461	330,849	-0,0455	-0,178	7,898																							
